Image,Severity,Method,MSE,PSNR (dB),SSIM,Coherence,Match score (%),Runtime (s),Ridge endings,Bifurcations
100__M_Right_thumb_finger.BMP,0.35,Gabor,0.09470314425766325,10.236356016610992,0.5332342702761586,0.5969614386558533,2.6666666666666665,0.8760019999463111,197,55
100__M_Right_thumb_finger.BMP,0.35,Hybrid,0.05652308565419353,12.477741375876263,0.6634942918250502,0.6336072683334351,6.333333333333333,0.868671300006099,197,55
101__M_Left_index_finger.BMP,0.55,Degraded input,0.03159750777263544,15.003471706498273,0.4813576344806824,0.622675895690918,20.333333333333332,0.0,129,47
101__M_Left_index_finger.BMP,0.55,Global HE baseline,0.028878706127126647,15.394222686660093,0.49054321960291264,0.6138418912887573,10.333333333333334,0.003050300001632422,129,47
101__M_Left_index_finger.BMP,0.55,M1 CLAHE baseline,0.10968200666020086,9.598646126178851,0.402068818765519,0.596010148525238,2.3333333333333335,0.0066148999612778425,129,47
101__M_Left_index_finger.BMP,0.55,M1 Wiener + CLAHE,0.05384673993873014,12.688405852068303,0.5233499403287742,0.736355721950531,2.0,0.01052970002638176,129,47
101__M_Left_index_finger.BMP,0.55,Gabor,0.06212101941919012,12.067614260198416,0.4007558364332387,0.6158396005630493,2.0,0.9580995999858715,129,47
101__M_Left_index_finger.BMP,0.55,Hybrid,0.04153856531247232,13.815485075032916,0.5474744565851991,0.7345061898231506,5.666666666666667,0.8705291000078432,129,47
101__M_Left_little_finger.BMP,0.75,Degraded input,0.05249411921634412,12.798893467834585,0.31787687399880465,0.43683627247810364,2.6666666666666665,0.0,110,38
101__M_Left_little_finger.BMP,0.75,Global HE baseline,0.045224489998980544,13.446263220220988,0.37476137823008326,0.4485476613044739,2.6666666666666665,0.003294199996162206,110,38
101__M_Left_little_finger.BMP,0.75,M1 CLAHE baseline,0.10657023493291032,9.723640768239939,0.35071025900611696,0.43129733204841614,2.0,0.006980400008615106,110,38
101__M_Left_little_finger.BMP,0.75,M1 Wiener + CLAHE,0.058381946793223935,12.337214272058707,0.4525196048179047,0.6491449475288391,3.3333333333333335,0.011560600018128753,110,38
101__M_Left_little_finger.BMP,0.75,Gabor,0.07057647407607294,11.51340042314322,0.3058243392815616,0.4571399986743927,0.6666666666666666,0.9205062999972142,110,38
101__M_Left_little_finger.BMP,0.75,Hybrid,0.04890009765048757,13.106902736161432,0.4513026528942594,0.6499719619750977,2.0,0.8684367999667302,110,38
101__M_Left_middle_finger.BMP,0.35,Degraded input,0.014536725946923552,18.3753339700501,0.6752780183906122,0.7884659767150879,25.0,0.0,105,22
101__M_Left_middle_finger.BMP,0.35,Global HE baseline,0.018888169369402307,17.2381013161193,0.6199220902094422,0.7714278697967529,22.666666666666668,0.0033830999745987356,105,22
101__M_Left_middle_finger.BMP,0.35,M1 CLAHE baseline,0.0853776409948708,10.686558490291896,0.5297630886589835,0.7597976922988892,4.0,0.0073850000044330955,105,22
101__M_Left_middle_finger.BMP,0.35,M1 Wiener + CLAHE,0.040517297990103306,13.923595244942675,0.6503103226416961,0.8274237513542175,3.3333333333333335,0.011623800033703446,105,22
101__M_Left_middle_finger.BMP,0.35,Gabor,0.06845733569546489,11.645800072617405,0.48551381772577873,0.7766071557998657,3.0,0.917256599990651,105,22
101__M_Left_middle_finger.BMP,0.35,Hybrid,0.038058195558493976,14.195518066314046,0.6487415076575989,0.8239303827285767,5.666666666666667,0.9195849999669008,105,22
101__M_Left_ring_finger.BMP,0.55,Degraded input,0.03317685179006998,14.79164827325185,0.4682602212348413,0.6389328837394714,7.666666666666667,0.0,130,37
101__M_Left_ring_finger.BMP,0.55,Global HE baseline,0.026162411204160074,15.82322232656458,0.523438324439194,0.6447097659111023,9.666666666666666,0.0033552999957464635,130,37
101__M_Left_ring_finger.BMP,0.55,M1 CLAHE baseline,0.09150221401629947,10.385683974807778,0.4787682251912887,0.6278712153434753,3.3333333333333335,0.006734599999617785,130,37
101__M_Left_ring_finger.BMP,0.55,M1 Wiener + CLAHE,0.04595286859120987,13.37687372755612,0.5434232682174885,0.7177280783653259,3.0,0.01096519996644929,130,37
101__M_Left_ring_finger.BMP,0.55,Gabor,0.07078020579882659,11.500881789524621,0.4014056990963798,0.6315008401870728,1.6666666666666667,0.8769193000043742,130,37
101__M_Left_ring_finger.BMP,0.55,Hybrid,0.0426351040622675,13.702326726686394,0.5365814879440214,0.7160630822181702,3.6666666666666665,0.8692633000318892,130,37
101__M_Left_thumb_finger.BMP,0.75,Degraded input,0.05030515913200471,12.983874728434019,0.38697803301858463,0.5152073502540588,4.666666666666667,0.0,113,40
101__M_Left_thumb_finger.BMP,0.75,Global HE baseline,0.03377495070808608,14.714052761244911,0.5326906269208488,0.5311757326126099,3.6666666666666665,0.003091400023549795,113,40
101__M_Left_thumb_finger.BMP,0.75,M1 CLAHE baseline,0.08625979654189751,10.641915705447555,0.5078407333516637,0.5359721779823303,2.0,0.0070106000057421625,113,40
101__M_Left_thumb_finger.BMP,0.75,M1 Wiener + CLAHE,0.05366302489923562,12.703248504859184,0.6318305413290751,0.727670431137085,5.666666666666667,0.010392900032456964,113,40
101__M_Left_thumb_finger.BMP,0.75,Gabor,0.09694313027077653,10.134829611206191,0.38605349266980676,0.5457196831703186,3.0,0.8760995999909937,113,40
101__M_Left_thumb_finger.BMP,0.75,Hybrid,0.05804671980463072,12.362223170278817,0.586402932126862,0.7244075536727905,3.3333333333333335,0.8689062999910675,113,40
101__M_Right_index_finger.BMP,0.35,Degraded input,0.01171742032113527,19.311679910152563,0.6614376664790504,0.7373018264770508,46.0,0.0,110,30
101__M_Right_index_finger.BMP,0.35,Global HE baseline,0.02087306599547848,16.804137537558535,0.5720913335667609,0.7129924297332764,23.333333333333332,0.0029909000149928033,110,30
101__M_Right_index_finger.BMP,0.35,M1 CLAHE baseline,0.09852285123214516,10.064630282532613,0.46524553201865626,0.706628143787384,4.0,0.006650600000284612,110,30
101__M_Right_index_finger.BMP,0.35,M1 Wiener + CLAHE,0.05079919073788493,12.941432062371526,0.5932942542069268,0.7954208254814148,5.333333333333333,0.010197600000537932,110,30
101__M_Right_index_finger.BMP,0.35,Gabor,0.0636945045507101,11.95898036208714,0.48564514158099387,0.7251216769218445,5.666666666666667,0.8770904999691993,110,30
101__M_Right_index_finger.BMP,0.35,Hybrid,0.03801575843294658,14.200363407037859,0.622409311465171,0.7920809984207153,8.0,0.8681320000323467,110,30
101__M_Right_little_finger.BMP,0.55,Degraded input,0.03111008411515054,15.070988146484057,0.4790093485556735,0.6314757466316223,11.0,0.0,104,30
101__M_Right_little_finger.BMP,0.55,Global HE baseline,0.029264367567406944,15.336608569915633,0.496822787869331,0.6300952434539795,8.333333333333334,0.0034200000227428973,104,30
101__M_Right_little_finger.BMP,0.55,M1 CLAHE baseline,0.10158117770048859,9.931867564034773,0.4433790197287779,0.6099244952201843,3.3333333333333335,0.007340700016357005,104,30
101__M_Right_little_finger.BMP,0.55,M1 Wiener + CLAHE,0.04712140345184847,13.267817831123692,0.5379548620586011,0.7446025013923645,3.0,0.012661999964620918,104,30
101__M_Right_little_finger.BMP,0.55,Gabor,0.060938273903628076,12.151098514711771,0.406188175862681,0.6301510334014893,2.6666666666666665,0.9848134000203572,104,30
101__M_Right_little_finger.BMP,0.55,Hybrid,0.038442291542125175,14.151907319702612,0.5493974411120905,0.7456163167953491,3.3333333333333335,0.9727493000100367,104,30
101__M_Right_middle_finger.BMP,0.75,Degraded input,0.04796896464423395,13.190396551873977,0.3083482774909668,0.43649202585220337,7.0,0.0,140,49
101__M_Right_middle_finger.BMP,0.75,Global HE baseline,0.03704248864308687,14.312998435977395,0.35794600758844697,0.4358411729335785,2.6666666666666665,0.006602999987080693,140,49
101__M_Right_middle_finger.BMP,0.75,M1 CLAHE baseline,0.13717152665684595,8.627360278358255,0.3038238323976404,0.43266233801841736,1.6666666666666667,0.010869199992157519,140,49
101__M_Right_middle_finger.BMP,0.75,M1 Wiener + CLAHE,0.06639903432326331,11.778382367634242,0.430890852036357,0.667601466178894,1.6666666666666667,0.020719300024211407,140,49
101__M_Right_middle_finger.BMP,0.75,Gabor,0.0967790435572747,10.142186742283288,0.2659035033769729,0.46593940258026123,2.0,0.9870763999642804,140,49
101__M_Right_middle_finger.BMP,0.75,Hybrid,0.05906838753911084,12.286448844397409,0.42627406108441135,0.6663836240768433,3.3333333333333335,0.9149975999607705,140,49
101__M_Right_ring_finger.BMP,0.35,Degraded input,0.013287294932447832,18.765634250382472,0.6183204370443193,0.7047290802001953,36.666666666666664,0.0,143,44
101__M_Right_ring_finger.BMP,0.35,Global HE baseline,0.025202385412769465,15.985583511798133,0.5083979640197765,0.6669296622276306,13.0,0.002988699998240918,143,44
101__M_Right_ring_finger.BMP,0.35,M1 CLAHE baseline,0.10812339295793746,9.660803344144043,0.40289768784345764,0.6535036563873291,2.6666666666666665,0.006719800003338605,143,44
101__M_Right_ring_finger.BMP,0.35,M1 Wiener + CLAHE,0.04372454368732369,13.59274714156008,0.5699954419959122,0.7531870007514954,8.333333333333334,0.01052380003966391,143,44
101__M_Right_ring_finger.BMP,0.35,Gabor,0.06311228923403986,11.998860666374565,0.43715104680469397,0.7007104158401489,3.3333333333333335,0.8757700999849476,143,44
101__M_Right_ring_finger.BMP,0.35,Hybrid,0.03695981331648139,14.322702310619619,0.5855216460811947,0.7512259483337402,5.666666666666667,0.8704873999813572,143,44
101__M_Right_thumb_finger.BMP,0.55,Degraded input,0.03017926065945312,15.202914039061158,0.5375099442117055,0.7007127404212952,23.0,0.0,130,29
101__M_Right_thumb_finger.BMP,0.55,Global HE baseline,0.021783838783592843,16.618655857543526,0.6080318479619995,0.7085833549499512,22.333333333333332,0.0037199999787844718,130,29
101__M_Right_thumb_finger.BMP,0.55,M1 CLAHE baseline,0.08514229213995372,10.69854662235768,0.5443712255867655,0.7030238509178162,5.666666666666667,0.006881400011479855,130,29
101__M_Right_thumb_finger.BMP,0.55,M1 Wiener + CLAHE,0.04329878760303833,13.635242640318994,0.6343264715313813,0.7809693813323975,6.666666666666667,0.012624899973161519,130,29
101__M_Right_thumb_finger.BMP,0.55,Gabor,0.06429155276611817,11.918460850549156,0.4598363134550438,0.6974524259567261,6.333333333333333,0.8937460000161082,130,29
101__M_Right_thumb_finger.BMP,0.55,Hybrid,0.03637214272643778,14.39231113384194,0.6302139382056072,0.7792965173721313,8.0,0.9056512999814004,130,29
102__M_Left_index_finger.BMP,0.75,Degraded input,0.05395443717666126,12.679728334259686,0.38379667733758527,0.4317303001880646,4.666666666666667,0.0,146,55
102__M_Left_index_finger.BMP,0.75,Global HE baseline,0.05034609932648708,12.980341717162307,0.4539673423124331,0.4399223029613495,5.333333333333333,0.00358260003849864,146,55
102__M_Left_index_finger.BMP,0.75,M1 CLAHE baseline,0.09720709618695303,10.123020301113236,0.4368661578247747,0.43315136432647705,1.0,0.007661100011318922,146,55
102__M_Left_index_finger.BMP,0.75,M1 Wiener + CLAHE,0.06487479057454311,11.879240311082967,0.5405000227410114,0.6275231242179871,4.0,0.012238199997227639,146,55
102__M_Left_index_finger.BMP,0.75,Gabor,0.0764512259543691,11.16615545948867,0.3807623238357001,0.45346149802207947,2.3333333333333335,0.9280334000359289,146,55
102__M_Left_index_finger.BMP,0.75,Hybrid,0.05563376483645005,12.546615495797369,0.5291408663912963,0.6249423623085022,2.3333333333333335,0.9274425000185147,146,55
102__M_Left_little_finger.BMP,0.35,Degraded input,0.014761937221154767,18.308566459512242,0.7036076577764759,0.7085781693458557,21.333333333333332,0.0,138,34
102__M_Left_little_finger.BMP,0.35,Global HE baseline,0.03282252285796852,14.838280405533414,0.6319829507736713,0.7015864849090576,17.0,0.003054100030567497,138,34
102__M_Left_little_finger.BMP,0.35,M1 CLAHE baseline,0.06462345470223908,11.89609828769403,0.6069602540418547,0.6766397356987,4.0,0.007268299988936633,138,34
102__M_Left_little_finger.BMP,0.35,M1 Wiener + CLAHE,0.03085619719882955,15.1065759860112,0.7107371256329229,0.7410978674888611,7.0,0.010355299978982657,138,34
