filename,mse,psnr,ssim
395__M_Right_index_finger.BMP,0.0009924194591919102,30.03304728744029,0.94214767329669
254__M_Right_middle_finger.BMP,0.0010986171493457479,29.59153625951747,0.9486381194660664
30__F_Left_middle_finger.BMP,0.0009706344194434465,30.1294431233114,0.94444478315866
