image,candidate,member,parameters_json,baseline_psnr,baseline_mse,baseline_ssim,mse,psnr,ssim,coherence,contrast,fragmentation,continuity,ridge_coverage,delta_psnr,delta_mse,delta_ssim,runtime_seconds
34__M_Right_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.38889028602457,0.0018243618056768378,0.852031355201602,0.0013424536602728938,28.72100696641529,0.9127342816181183,0.6546183824539185,0.18661823868751526,2.300556586270872,41.84905660377358,0.411224365234375,1.332116680390719,-0.00048190814540394395,0.06070292641651631,0.24196810001740232
12__M_Left_middle_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.200596265626643,0.001905199125245581,0.8736786578543186,0.0013980621436891624,28.54473523825346,0.9204127996438741,0.6557433605194092,0.18529273569583893,1.8636112644947542,43.02857142857143,0.442138671875,1.3441389726268156,-0.0005071369815564187,0.04673414178955548,0.015052100003231317
379__F_Left_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.29697459443381,0.001863384765742222,0.8307089306706786,0.0013385239586171424,28.73373850848288,0.9058721581663489,0.5549435019493103,0.1812436580657959,6.701414743112435,15.228260869565217,0.3483734130859375,1.4367639140490702,-0.0005248608071250797,0.07516322749567028,0.020793199946638197
216__M_Right_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.409242552997565,0.001815832331964324,0.8339104979358911,0.0013187648897043948,28.79832623866327,0.9048065441499948,0.6159604787826538,0.16511613130569458,1.1926502925720248,38.50785340314136,0.4094085693359375,1.3890836856657067,-0.0004970674422599291,0.07089604621410373,0.020427400013431907
598__M_Right_little_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.232376829257564,0.0018913082504083206,0.873195821332097,0.0014305879125144968,28.44485448766236,0.9252261088967919,0.6357633471488953,0.22809313237667084,6.61052962933816,14.67621776504298,0.387786865234375,1.2124776584047972,-0.0004607203378938238,0.052030287564694855,0.014402200002223253
241__M_Right_thumb_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.683054149489543,0.0017048830187297685,0.8502431259251237,0.0011876194734059566,29.253226898875337,0.9063100666842461,0.6632646322250366,0.1757650226354599,0.9870725339107177,64.75247524752476,0.48472033584393137,1.5701727493857938,-0.0005172635453238119,0.05606694075912233,0.015308399975765496
318__F_Left_little_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.680894438410597,0.001705731054009289,0.804882369456917,0.0011913210237677685,29.23971193962476,0.8950886508578658,0.5395686626434326,0.18601013720035553,9.390161197767227,10.659459459459459,0.2924957275390625,1.5588175012141612,-0.0005144100302415205,0.09020628140094877,0.020427700015716255
533__M_Left_thumb_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.13216588011231,0.0019354564872124708,0.877849622436881,0.0014004627596481763,28.53728435211948,0.9256735489919186,0.6957241892814636,0.19839942455291748,5.8388795884202365,19.236363636363638,0.3737030029296875,1.405118472007171,-0.0005349937275642945,0.04782392655503753,0.014622499991673976
352__M_Left_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.179633251246813,0.001914417585057521,0.8731976190728247,0.001433092559192794,28.437257589058525,0.9255833205273748,0.6599111557006836,0.21689239144325256,6.424965580541532,16.271929824561404,0.3657379150390625,1.2576243378117127,-0.0004813250258647269,0.052385701454550126,0.014844799996353686
399__M_Right_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.19164994656221,0.0019091278159366633,0.7421257503849864,0.001174907906857593,29.29996173486729,0.8486265444083214,0.5282931923866272,0.12513644993305206,20.903736603263496,9.386590584878745,0.316070556640625,2.108311788305077,-0.0007342199090790704,0.10650079402333501,0.018279300013091415
576__M_Left_middle_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",26.928755659828724,0.002028263774235365,0.9142761199680268,0.0015766107322072725,28.022755214604793,0.9401969886974693,0.6821211576461792,0.21542313694953918,5.5803970667143625,18.8659793814433,0.4265594482421875,1.0939995547760688,-0.00045165304202809237,0.025920868729442437,0.013415599998552352
506__M_Right_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.395784631250596,0.0018214679623487747,0.8722582732038497,0.0013324225746106156,28.753580178708575,0.9228654530304671,0.5772148370742798,0.2152414619922638,1.7416843111809304,29.634703196347033,0.446807861328125,1.3577955474579788,-0.0004890453877381591,0.05060717982661733,0.016973799967672676
559__M_Right_index_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.192835645833707,0.001908606662071044,0.8851221825720071,0.001421013882669714,28.474016791890683,0.9291640943655968,0.6630384922027588,0.2245810627937317,6.351615867055487,16.75796178343949,0.3819732666015625,1.2811811460569764,-0.00048759277940132995,0.04404191179358963,0.014967399998567998
52__M_Right_little_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",26.879822313048408,0.0020512461016534865,0.7911558452983201,0.0012583600741753699,29.00195069660356,0.8718018569258451,0.5430788397789001,0.13134902715682983,12.213611859838275,12.927710843373495,0.3623046875,2.122128383555154,-0.0007928860274781166,0.08064601162752505,0.01621889998205006
384__F_Left_middle_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.13703414382276,0.0019332881351077943,0.8732754213032723,0.0014449197031797783,28.401562867724035,0.9233808262705206,0.6221140623092651,0.2065064013004303,7.938106942821453,12.392561983471074,0.3786773681640625,1.2645287239012752,-0.000488368431928016,0.05010540496724836,0.014578000002074987
410__M_Right_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.172578282168498,0.001917530019942655,0.8590272322995662,0.001431066958509185,28.443400454640276,0.9172712174409627,0.6175315976142883,0.18395747244358063,2.501867064973861,25.159574468085108,0.40863037109375,1.270822172471778,-0.00048646306143347,0.058243985141396504,0.015668799984268844
337__F_Right_index_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.1670497656429,0.0019199725669341115,0.8783707026723028,0.0013995555961087373,28.540098448908076,0.9259063779899478,0.6762794256210327,0.22271320223808289,4.25108191949753,24.45631067961165,0.3984222412109375,1.373048683265175,-0.0005204169708253742,0.04753567531764502,0.022565499995835125
74__F_Right_ring_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.081354535094363,0.001958233818376267,0.8777061184492111,0.0014641120455407002,28.344256863254103,0.9246194355303049,0.6736783981323242,0.20909437537193298,5.087793121915765,18.37719298245614,0.3988800048828125,1.2629023281597398,-0.000494121772835567,0.04691331708109381,0.015046899963635951
296__M_Left_index_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.391662357015832,0.0018231976999867365,0.8645058621141016,0.0013098210606663713,28.827880308123504,0.9204121428511143,0.6714999079704285,0.22211503982543945,4.909646010396898,18.533333333333335,0.369842529296875,1.4362179511076718,-0.0005133766393203652,0.05590628073701265,0.014964999980293214
103__F_Left_middle_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0014572986034863506,28.36451451277743,0.9232478650284409,0.6528384685516357,0.20404040813446045,7.2380072380072376,16.173027989821882,0.396331787109375,1.2757468333192854,-0.0004975954792715241,0.04602953799343101,0.014355099992826581
355__M_Right_middle_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.07127176320906,0.0019627854217751043,0.9183189378033877,0.0014795995133836566,28.298558201890494,0.9422280533237457,0.7432973980903625,0.22806361317634583,2.562838836865451,39.86390532544379,0.4644012451171875,1.227286438681432,-0.0004831859083914477,0.023909115520358015,0.01016819995129481
86__M_Right_index_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.582988301158558,0.0017446212977138959,0.8206633272415698,0.0012450637758335084,29.048084021560477,0.9006420226854086,0.6265069246292114,0.18552915751934052,1.372517358307767,54.214285714285715,0.3816067164753909,1.4650957204019193,-0.0004995575218803875,0.07997869544383884,0.018692499957978725
576__M_Left_little_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.250599018190513,0.0018833892975043372,0.8615081280892491,0.001395064219211492,28.554057999837603,0.9177519129476547,0.5782504081726074,0.20023232698440552,10.751266798854372,9.998154981549815,0.3462982177734375,1.3034589816470898,-0.0004883250782928453,0.05624378485840553,0.016813999973237514
537__M_Right_thumb_finger.BMP,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.160549724632475,0.0019228483217214737,0.8889713668987751,0.0014647947442630676,28.342232269679947,0.9309183689352274,0.6876855492591858,0.21363255381584167,3.466587992329252,24.757679180887372,0.41375732421875,1.1816825450474724,-0.0004580535774584061,0.0419470020364523,0.01306929998099804
34__M_Right_ring_finger.BMP,M3 TV (weight=0.02),M3 TV,"{""weight"": 0.02}",27.38889028602457,0.0018243618056768378,0.852031355201602,0.0012503360027422891,29.029732633695193,0.9407316445982457,0.6840745210647583,0.1805790662765503,1.8542555164101613,47.45925925925926,0.4114532470703125,1.640842347670624,-0.0005740258029345486,0.08870028939664365,0.04195330000948161
12__M_Left_middle_finger.BMP,M3 TV (weight=0.02),M3 TV,"{""weight"": 0.02}",27.200596265626643,0.001905199125245581,0.8736786578543186,0.0012929962628073618,28.88402730374429,0.9408749792202711,0.679178774356842,0.17893806099891663,1.4093705957168883,47.00653594771242,0.4438934326171875,1.6834310381176465,-0.0006122028624382192,0.06719632136595244,0.04265679995296523
379__F_Left_ring_finger.BMP,M3 TV (weight=0.02),M3 TV,"{""weight"": 0.02}",27.29697459443381,0.001863384765742222,0.8307089306706786,0.0012089520624414527,29.175909195113597,0.9426344510675668,0.5795237421989441,0.17503821849822998,6.590509666080843,14.458666666666666,0.3472900390625,1.8789346006797878,-0.0006544327033007693,0.11192552039688819,0.04999239998869598
216__M_Right_ring_finger.BMP,M3 TV (weight=0.02),M3 TV,"{""weight"": 0.02}",27.409242552997565,0.001815832331964324,0.8339104979358911,0.0012153410746823488,29.15301824069559,0.9376118296965361,0.6406987905502319,0.15854571759700775,1.0714549619448754,41.13333333333333,0.412994384765625,1.743775687698026,-0.0006004912572819751,0.103701331760645,0.04203200002666563
598__M_Right_little_finger.BMP,M3 TV (weight=0.02),M3 TV,"{""weight"": 0.02}",27.232376829257564,0.0018913082504083206,0.873195821332097,0.0013300966007534349,28.7611681643843,0.9494951010679007,0.6619700193405151,0.22236737608909607,6.627218934911242,14.39367816091954,0.386810302734375,1.528791335126737,-0.0005612116496548857,0.07629927973580364,0.01748159999260679
241__M_Right_thumb_finger.BMP,M3 TV (weight=0.02),M3 TV,"{""weight"": 0.02}",27.683054149489543,0.0017048830187297685,0.8502431259251237,0.001063966248600941,29.73072148618845,0.9305717186890841,0.6885805726051331,0.17056399583816528,0.6664339437021992,81.41891891891892,0.48724332013854527,2.0476673366989075,-0.0006409167701288275,0.08032859276396032,0.017277600010856986
