count,mean_psnr,std_psnr,median_psnr,min_psnr,max_psnr,mean_ssim,std_ssim,median_ssim,min_ssim,max_ssim,mean_mse,std_mse,median_mse,min_mse,max_mse,mean_delta_psnr,mean_delta_ssim,mean_delta_mse,above_28_17,percentage_above_28_17,margin_to_benchmark
500,29.561229567572752,0.5458123190235138,29.464674039608585,28.424849189057642,31.570098103858662,0.9307140259555174,0.034113193500725295,0.9387888070081473,0.6468666466981172,0.9711148458750248,0.0011148614568626764,0.00013570477317145733,0.0011311830810034763,0.0006966107780192363,0.001437192959737983,2.1891935510151024,0.09258760874401564,-0.0007196480049804649,500,100.0,1.3912295675727506
