candidate,mse,psnr,ssim,coherence,local_contrast,fragmentation
P0 degraded,0.0019585166367296035,27.080727349615703,0.9018240582896769,0.6932430267333984,0.2305534929037094,4.399456327348165
NLM enhanced,0.0012456505615973887,29.0460377184562,0.9427261455292701,0.7846916913986206,0.22423246502876282,3.0762626985262553
