image,candidate,member,parameters_json,baseline_psnr,baseline_mse,baseline_ssim,mse,psnr,ssim,coherence,contrast,fragmentation,continuity,ridge_coverage,delta_psnr,delta_mse,delta_ssim,runtime_seconds
34__M_Right_ring_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.38889028602457,0.0018243618056768378,0.852031355201602,0.0015226919269554252,28.173879548104455,0.9428446735523939,0.6841058731079102,0.19046393036842346,2.410353394890051,36.09947643979058,0.4114837646484375,0.7849892620798862,-0.00030166987872141254,0.09081331835079187,0.2602726999903098
12__M_Left_middle_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.200596265626643,0.001905199125245581,0.8736786578543186,0.0016775572435610063,27.753226514042733,0.9360802894425392,0.6736698150634766,0.19038838148117065,2.1046820549977574,35.70454545454545,0.4422454833984375,0.5526302484160901,-0.00022764188168457474,0.06240163158822054,0.28036750003229827
379__F_Left_ring_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.29697459443381,0.001863384765742222,0.8307089306706786,0.0015497069511037414,28.09750418959463,0.9442261263990402,0.5785651206970215,0.18400126695632935,7.10797139368568,15.064766839378239,0.34991455078125,0.8005295951608211,-0.00031367781463848064,0.11351719572836161,0.25986240000929683
216__M_Right_ring_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.409242552997565,0.001815832331964324,0.8339104979358911,0.0015130447674851766,28.201482220203346,0.9399164149093628,0.6387662887573242,0.1683068871498108,1.4461047869776409,36.320197044334975,0.4115142822265625,0.7922396672057808,-0.00030278756447914734,0.10600591697347173,0.25149479997344315
598__M_Right_little_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.232376829257564,0.0018913082504083206,0.873195821332097,0.0016196077162842777,27.905901627929182,0.9496085016201734,0.6597309112548828,0.2320006638765335,6.592371684194004,14.932203389830509,0.38885498046875,0.6735247986716182,-0.0002717005341240429,0.07641268028807635,0.2916522000450641
241__M_Right_thumb_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.683054149489543,0.0017048830187297685,0.8502431259251237,0.001401585409321209,28.53380432212145,0.9287502297418118,0.6806424260139465,0.1790713667869568,1.0789882898035608,47.451388888888886,0.4861158248742711,0.8507501726319084,-0.00030329760940855954,0.07850710381668802,0.36484230001224205
318__F_Left_little_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.680894438410597,0.001705731054009289,0.804882369456917,0.0012965620840248025,28.87206682825336,0.9335075616521835,0.5777690410614014,0.18753597140312195,9.385532797511019,10.682414698162729,0.2942657470703125,1.1911723898427624,-0.0004091689699844865,0.12862519219526647,0.3348063000012189
533__M_Left_thumb_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.13216588011231,0.0019354564872124708,0.877849622436881,0.001695297814977324,27.707539977322785,0.9412092794698477,0.7123699188232422,0.2021092027425766,5.942689677629437,17.809677419354838,0.3748779296875,0.5753740972104744,-0.00024015867223514675,0.06335965703296664,0.4197283000103198
352__M_Left_ring_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.179633251246813,0.001914417585057521,0.8731976190728247,0.001655273161574007,27.81130326495485,0.9505378194600343,0.6811559200286865,0.22099997103214264,6.43928378546799,17.088757396449704,0.3672943115234375,0.6316700137080389,-0.0002591444234835139,0.07734020038720968,0.4529694999800995
399__M_Right_ring_finger.BMP,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.19164994656221,0.0019091278159366633,0.7421257503849864,0.0014502146469560688,28.38567712875735,0.8804378486189842,0.5499519109725952,0.12684941291809082,23.35955487336915,9.115158636897768,0.318115234375,1.1940271821951391,-0.0004589131689805945,0.13831209823399782,0.35149139998247847
