candidate,images,PSNR_mean,PSNR_std,MSE_mean,MSE_std,SSIM_mean,SSIM_std,coherence_mean,contrast_mean,fragmentation_mean,runtime_seconds_mean
M3 TV (weight=0.02),24,29.083800147043466,0.5231263440348662,0.0012431211371485027,0.00014084221748136898,0.9413625750069766,0.010530824477158151,0.6588915611306826,0.19034928207596144,5.2088432882671425,0.008785979165016519
M3 TV (weight=0.01),24,28.642793866009427,0.3327127257902795,0.001370645823813175,0.00010293475594679687,0.9150308599986484,0.020626796149324108,0.6341219320893288,0.19629360673328242,5.757525017018754,0.006960604160364407
M3 TV (weight=0.04),24,28.21131910344046,0.7607271728669057,0.001530621368394056,0.00024539701042146226,0.941790046002152,0.007944707853882294,0.6997258389989535,0.1807877557973067,4.4140273331552775,0.007324966669936354
M3 TV (weight=0.06),24,26.707129693823564,0.8903049621314275,0.0021756338478403562,0.00041435818618512627,0.9263721459043945,0.012231892289540225,0.7188016101717949,0.1723673160498341,4.152674945733005,0.010001191670501916
