image,method,stages,baseline_psnr,baseline_mse,baseline_ssim,mse,psnr,ssim,coherence,contrast,fragmentation,continuity,ridge_coverage,delta_psnr,delta_mse,delta_ssim,runtime_seconds
537__M_Right_thumb_finger.BMP,M3 TV,TV,27.160549724632475,0.0019228483217214737,0.8889713668987751,0.001375914765908375,28.614084686020917,0.9500515561397076,0.7074858546257019,0.20719540119171143,3.3576857796472583,24.50871080139373,0.413543701171875,1.453534961388442,-0.0005469335558130988,0.0610801892409325,0.020015600020997226
34__M_Right_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.38889028602457,0.0018243618056768378,0.852031355201602,0.0015976524224206833,27.96517697765225,0.8618571235690117,0.6367495059967041,0.1863984763622284,2.624868756562172,37.67914438502674,0.40692138671875,0.5762866916276792,-0.00022670938325615453,0.00982576836740967,0.7247852000291459
12__M_Left_middle_finger.BMP,M4 Directional Diffusion,Diffusion,27.200596265626643,0.001905199125245581,0.8736786578543186,0.0016529763808035233,27.817333519699815,0.8824989121791125,0.641105055809021,0.18493568897247314,2.063153477637514,38.97142857142857,0.4363555908203125,0.6167372540731719,-0.0002522227444420578,0.00882025432479383,0.4430716999922879
379__F_Left_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.29697459443381,0.001863384765742222,0.8307089306706786,0.0016057837707276709,27.943129357087216,0.8405718797757029,0.5437336564064026,0.1838163137435913,7.107133456172677,14.897435897435898,0.347808837890625,0.6461547626534063,-0.0002576009950145512,0.009862949105024277,0.42281620000721887
216__M_Right_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.409242552997565,0.001815832331964324,0.8339104979358911,0.001551599072712686,28.092204886207593,0.8439541131045222,0.6046429872512817,0.16687631607055664,1.3645150286169125,39.34782608695652,0.4025726318359375,0.6829623332100283,-0.00026423325925163796,0.01004361516863106,0.4153037000214681
598__M_Right_little_finger.BMP,M4 Directional Diffusion,Diffusion,27.232376829257564,0.0018913082504083206,0.873195821332097,0.0017066686771466369,27.67850782138455,0.8807348634981513,0.6200042963027954,0.2257467359304428,6.764240506329114,14.864406779661017,0.3857421875,0.44613099212698515,-0.00018463957326168368,0.007539042166054277,0.4675815000082366
241__M_Right_thumb_finger.BMP,M4 Directional Diffusion,Diffusion,27.683054149489543,0.0017048830187297685,0.8502431259251237,0.0014220757817851198,28.470772596300442,0.8612932775995731,0.6510306596755981,0.17671169340610504,1.1746404647766597,47.05487804878049,0.4806365966796875,0.7877184468108993,-0.00028280723694464873,0.011050151674449338,0.43529379996471107
318__F_Left_little_finger.BMP,M4 Directional Diffusion,Diffusion,27.680894438410597,0.001705731054009289,0.804882369456917,0.001504497428603813,28.226085501931788,0.8163441842426061,0.523314356803894,0.1885555535554886,10.203019260801666,10.712401055408971,0.293121337890625,0.545191063521191,-0.00020123362540547599,0.011461814785689084,0.439674399967771
533__M_Left_thumb_finger.BMP,M4 Directional Diffusion,Diffusion,27.13216588011231,0.0019354564872124708,0.877849622436881,0.0016180751399329527,27.910013145528318,0.8863840065358282,0.67952561378479,0.1981017291545868,6.569492917265449,18.254180602006688,0.3716278076171875,0.7778472654160069,-0.0003173813472795181,0.008534384098947134,0.4216223999974318
352__M_Left_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.179633251246813,0.001914417585057521,0.8731976190728247,0.0016624740038612203,27.792451370431394,0.8816608656637669,0.6475114226341248,0.2158597707748413,6.910126476254293,16.092957746478874,0.364349365234375,0.6128181191845812,-0.00025194358119630064,0.00846324659094222,0.4412725999718532
399__M_Right_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.19164994656221,0.0019091278159366633,0.7421257503849864,0.0016250830482133628,27.89124439940992,0.7572208393743038,0.5155587196350098,0.13009831309318542,18.527248727135582,10.09873417721519,0.32366943359375,0.6995944528477089,-0.0002840447677233005,0.01509508898931744,0.4858896000077948
576__M_Left_middle_finger.BMP,M4 Directional Diffusion,Diffusion,26.928755659828724,0.002028263774235365,0.9142761199680268,0.001773324498431083,27.51211786123216,0.9195800203892887,0.6716489791870117,0.21315321326255798,5.911827259291302,19.358056265984654,0.4232940673828125,0.5833622014034354,-0.0002549392758042818,0.005303900421261831,0.41614699998172
506__M_Right_ring_finger.BMP,M4 Directional Diffusion,Diffusion,27.395784631250596,0.0018214679623487747,0.8722582732038497,0.0016052784089111462,27.944496355530816,0.8801888467509746,0.563856303691864,0.21607926487922668,1.889579826158656,29.021551724137932,0.4441375732421875,0.5487117242802206,-0.0002161895534376285,0.007930573547124897,0.41481270000804216
