image,candidate,member,parameters_json,baseline_psnr,baseline_mse,baseline_ssim,mse,psnr,ssim,coherence,contrast,fragmentation,continuity,ridge_coverage,delta_psnr,delta_mse,delta_ssim,runtime_seconds
34__M_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.38889028602457,0.0018243618056768378,0.852031355201602,0.0015976524224206833,27.96517697765225,0.8618571235690117,0.6367495059967041,0.1863984763622284,2.624868756562172,37.67914438502674,0.40692138671875,0.5762866916276792,-0.00022670938325615453,0.00982576836740967,0.47049480001442134
12__M_Left_middle_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.200596265626643,0.001905199125245581,0.8736786578543186,0.0016529763808035233,27.817333519699815,0.8824989121791125,0.641105055809021,0.18493568897247314,2.063153477637514,38.97142857142857,0.4363555908203125,0.6167372540731719,-0.0002522227444420578,0.00882025432479383,0.5535587000194937
379__F_Left_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.29697459443381,0.001863384765742222,0.8307089306706786,0.0016057837707276709,27.943129357087216,0.8405718797757029,0.5437336564064026,0.1838163137435913,7.107133456172677,14.897435897435898,0.347808837890625,0.6461547626534063,-0.0002576009950145512,0.009862949105024277,0.4732328999671154
216__M_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.409242552997565,0.001815832331964324,0.8339104979358911,0.001551599072712686,28.092204886207593,0.8439541131045222,0.6046429872512817,0.16687631607055664,1.3645150286169125,39.34782608695652,0.4025726318359375,0.6829623332100283,-0.00026423325925163796,0.01004361516863106,0.6793513999436982
598__M_Right_little_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.232376829257564,0.0018913082504083206,0.873195821332097,0.0017066686771466369,27.67850782138455,0.8807348634981513,0.6200042963027954,0.2257467359304428,6.764240506329114,14.864406779661017,0.3857421875,0.44613099212698515,-0.00018463957326168368,0.007539042166054277,0.6245547000435181
241__M_Right_thumb_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.683054149489543,0.0017048830187297685,0.8502431259251237,0.0014220757817851198,28.470772596300442,0.8612932775995731,0.6510306596755981,0.17671169340610504,1.1746404647766597,47.05487804878049,0.4806365966796875,0.7877184468108993,-0.00028280723694464873,0.011050151674449338,0.6613803000072949
318__F_Left_little_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.680894438410597,0.001705731054009289,0.804882369456917,0.001504497428603813,28.226085501931788,0.8163441842426061,0.523314356803894,0.1885555535554886,10.203019260801666,10.712401055408971,0.293121337890625,0.545191063521191,-0.00020123362540547599,0.011461814785689084,0.4917282999958843
533__M_Left_thumb_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.13216588011231,0.0019354564872124708,0.877849622436881,0.0016180751399329527,27.910013145528318,0.8863840065358282,0.67952561378479,0.1981017291545868,6.569492917265449,18.254180602006688,0.3716278076171875,0.7778472654160069,-0.0003173813472795181,0.008534384098947134,0.478290900005959
352__M_Left_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.179633251246813,0.001914417585057521,0.8731976190728247,0.0016624740038612203,27.792451370431394,0.8816608656637669,0.6475114226341248,0.2158597707748413,6.910126476254293,16.092957746478874,0.364349365234375,0.6128181191845812,-0.00025194358119630064,0.00846324659094222,0.4911504000192508
399__M_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.19164994656221,0.0019091278159366633,0.7421257503849864,0.0016250830482133628,27.89124439940992,0.7572208393743038,0.5155587196350098,0.13009831309318542,18.527248727135582,10.09873417721519,0.32366943359375,0.6995944528477089,-0.0002840447677233005,0.01509508898931744,0.559104899992235
576__M_Left_middle_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",26.928755659828724,0.002028263774235365,0.9142761199680268,0.001773324498431083,27.51211786123216,0.9195800203892887,0.6716489791870117,0.21315321326255798,5.911827259291302,19.358056265984654,0.4232940673828125,0.5833622014034354,-0.0002549392758042818,0.005303900421261831,0.5568132000043988
506__M_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.395784631250596,0.0018214679623487747,0.8722582732038497,0.0016052784089111462,27.944496355530816,0.8801888467509746,0.563856303691864,0.21607926487922668,1.889579826158656,29.021551724137932,0.4441375732421875,0.5487117242802206,-0.0002161895534376285,0.007930573547124897,0.5733070999849588
559__M_Right_index_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.192835645833707,0.001908606662071044,0.8851221825720071,0.0016667668567722416,27.78125143962322,0.8926322723029256,0.6527065634727478,0.22349998354911804,6.874775170870139,17.028301886792452,0.3817596435546875,0.5884157937895118,-0.00024183980529880245,0.00751008973091849,0.5183095000102185
52__M_Right_little_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",26.879822313048408,0.0020512461016534865,0.7911558452983201,0.0017434530299095226,27.585897483888864,0.8059046003937125,0.5221846103668213,0.13518929481506348,15.019092066185829,13.195402298850574,0.359649658203125,0.7060751708404567,-0.00030779307174396385,0.014748755095392418,0.5597677999758162
384__F_Left_middle_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.13703414382276,0.0019332881351077943,0.8732754213032723,0.00170768746496033,27.6759160944502,0.8823325262894034,0.6024212837219238,0.20592889189720154,8.850630455868089,12.463709677419354,0.3775634765625,0.5388819506274416,-0.00022560067014746428,0.009057104986131104,0.43835580005543306
410__M_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.172578282168498,0.001917530019942655,0.8590272322995662,0.0016446461426810482,27.839275292108482,0.8676378400931954,0.6082123517990112,0.1848558932542801,2.5574485689570876,25.51877133105802,0.4057159423828125,0.666697009939984,-0.0002728838772616067,0.00861060779362921,0.4159061999525875
337__F_Right_index_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.1670497656429,0.0019199725669341115,0.8783707026723028,0.00162785785479087,27.88383520561772,0.8860729314938783,0.6676759719848633,0.22245199978351593,4.8008603141682995,23.77625570776256,0.3972930908203125,0.7167854399748208,-0.0002921147121432415,0.007702228821575563,0.42532729997765273
74__F_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.081354535094363,0.001958233818376267,0.8777061184492111,0.0017021695983607703,27.6899717047781,0.8862671951730251,0.6623228192329407,0.20752158761024475,5.38006302359542,19.27027027027027,0.397064208984375,0.6086171696837361,-0.0002560642200154968,0.00856107672381401,0.42566999996779487
296__M_Left_index_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.391662357015832,0.0018231976999867365,0.8645058621141016,0.0015799979649169802,28.01343472429055,0.8742459428986311,0.6559391617774963,0.22142904996871948,5.796381401896245,18.05078125,0.3685455322265625,0.6217723672747191,-0.0002431997350697563,0.009740080784529481,0.46420450002187863
103__F_Left_middle_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0017190829243221995,27.64703173512523,0.885225102761507,0.6349524259567261,0.20252634584903717,8.008046732949051,15.313953488372093,0.3944244384765625,0.5582640556670846,-0.00023581115843567522,0.008006775726497106,0.5535351000144146
355__M_Right_middle_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.07127176320906,0.0019627854217751043,0.9183189378033877,0.0017150805257242275,27.65715484334518,0.9245519118775726,0.7320281267166138,0.22493189573287964,2.8175550251922568,41.052023121387286,0.4603271484375,0.5858830801361172,-0.0002477048960508768,0.006232974074184883,0.40696870000101626
86__M_Right_index_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.582988301158558,0.0017446212977138959,0.8206633272415698,0.001500345540652067,28.23808708200026,0.8302868222554922,0.6089373826980591,0.18565413355827332,2.0427781783225187,51.932203389830505,0.380950927734375,0.6550987808417013,-0.00024427575706182877,0.009623495013922456,0.4288588000345044
576__M_Left_little_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.250599018190513,0.0018833892975043372,0.8615081280892491,0.0016641264233554457,27.788136835260392,0.8703722864472866,0.5643229484558105,0.20072434842586517,11.18647053642209,10.249544626593806,0.346466064453125,0.5375378170698788,-0.00021926287414889153,0.008864158358037444,0.4208999000256881
537__M_Right_thumb_finger.BMP,"M4 Directional Diffusion (iterations=2, step=0.12)",M4 Directional Diffusion,"{""iterations"": 2, ""step"": 0.12}",27.160549724632475,0.0019228483217214737,0.8889713668987751,0.001578693401836564,28.017022061662583,0.896800966552496,0.6837663650512695,0.21498996019363403,3.638658894293246,25.63545150501672,0.4109649658203125,0.8564723370301088,-0.0003441549198849097,0.007829599653720876,0.46352079999633133
34__M_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.38889028602457,0.0018243618056768378,0.852031355201602,0.0017979795546024962,27.452152510754267,0.8690703010817766,0.6484293937683105,0.17540308833122253,2.6976708841521337,40.851190476190474,0.4015960693359375,0.06326222472969789,-2.638225107434158e-05,0.017038945880174627,0.8333430000348017
12__M_Left_middle_finger.BMP,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.200596265626643,0.001905199125245581,0.8736786578543186,0.0018043543893632608,27.436781595715615,0.887568725979209,0.6513890027999878,0.1735677719116211,2.044773488454081,41.510416666666664,0.4328155517578125,0.23618533008897202,-0.00010084473588232025,0.013890068124890353,0.8035355000174604
379__F_Left_ring_finger.BMP,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.29697459443381,0.001863384765742222,0.8307089306706786,0.0015236807552819831,28.171060177359966,0.8514294148070812,0.5567843317985535,0.17608657479286194,7.472585779978776,14.670103092783505,0.3450927734375,0.8740855829261562,-0.00033970401046023893,0.020720484136402595,0.7947164999786764
216__M_Right_ring_finger.BMP,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.409242552997565,0.001815832331964324,0.8339104979358911,0.0015691799581493172,28.043272473948747,0.8535044067251086,0.617642879486084,0.1574857383966446,1.2194657215807325,42.032085561497325,0.4004058837890625,0.6340299209511819,-0.0002466523738150067,0.019593908789217518,0.8092631999752484
598__M_Right_little_finger.BMP,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.232376829257564,0.0018913082504083206,0.873195821332097,0.002139452041970399,26.696974442307877,0.8851945174185037,0.6298902034759521,0.21224425733089447,6.847669389716482,14.65625,0.38104248046875,-0.5354023869496878,0.0002481437915620784,0.01199869608640669,0.9231157000176609
