image,candidate,stages,baseline_psnr,baseline_mse,baseline_ssim,mse,psnr,ssim,coherence,contrast,fragmentation,continuity,ridge_coverage,delta_psnr,delta_mse,delta_ssim,runtime_seconds
352__M_Left_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.179633251246813,0.001914417585057521,0.8731976190728247,0.0012840564490253152,28.914158836181578,0.948367186077714,0.7577831745147705,0.20655851066112518,5.190968558767673,18.46075085324232,0.3615570068359375,1.7345255849347652,-0.0006303611360322058,0.0751695670048893,1.01407030003611
399__M_Right_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.19164994656221,0.0019091278159366633,0.7421257503849864,0.0010509955131731974,29.78399138023405,0.8852644535303116,0.6886361837387085,0.1071777492761612,3.4682772229863064,29.527131782945737,0.2551727294921875,2.5923414336718373,-0.0008581323027634659,0.14313870314532517,1.0915066000306979
576__M_Left_middle_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,26.928755659828724,0.002028263774235365,0.9142761199680268,0.001444063777808202,28.40413625507027,0.9474597506580352,0.7635062336921692,0.20364472270011902,4.655191079354769,21.350453172205437,0.4228363037109375,1.4753805952415462,-0.0005841999964271629,0.0331836306900084,1.138546000001952
506__M_Right_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.395784631250596,0.0018214679623487747,0.8722582732038497,0.0012364604023110484,29.078197873764186,0.938808847030282,0.6581944227218628,0.20808067917823792,1.0585624039610722,34.70165745856354,0.4468536376953125,1.68241324251359,-0.0005850075600377263,0.06655057382643226,0.996395299967844
559__M_Right_index_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.192835645833707,0.001908606662071044,0.8851221825720071,0.001314499413332141,28.81239603385439,0.941041550902009,0.7510559558868408,0.21417376399040222,4.713940370668816,18.87732342007435,0.37872314453125,1.619560388020684,-0.0005941072487389029,0.055919368330001884,0.9839246000046842
52__M_Right_little_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,26.879822313048408,0.0020512461016534865,0.7911558452983201,0.0011711872416409943,29.313736672582706,0.8886176808710098,0.7321003079414368,0.11264356970787048,4.0808299326417234,27.061728395061728,0.3103485107421875,2.433914359534299,-0.0008800588600124922,0.09746183557268973,1.104366299987305
384__F_Left_middle_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.13703414382276,0.0019332881351077943,0.8732754213032723,0.0013803047514778883,28.600250170238176,0.9364028901937008,0.728049099445343,0.19603674113750458,5.9986030650396485,13.948529411764707,0.3713836669921875,1.4632160264154166,-0.000552983383629906,0.06312746889042853,1.070829699980095
410__M_Right_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.172578282168498,0.001917530019942655,0.8590272322995662,0.0011935837422529078,29.23147105335495,0.9559407172641754,0.7129467725753784,0.17389139533042908,2.2847297651597436,27.4672131147541,0.4073944091796875,2.0588927711864535,-0.0007239462776897471,0.09691348496460916,1.037523399980273
337__F_Right_index_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.1670497656429,0.0019199725669341115,0.8783707026723028,0.0012644725171379197,28.980906054536657,0.9395331940623521,0.7763233184814453,0.21201565861701965,2.769656870287737,29.604938271604937,0.39666748046875,1.8138562888937564,-0.0006555000497961917,0.06116249139004937,1.0401337999501266
74__F_Right_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.081354535094363,0.001958233818376267,0.8777061184492111,0.001337067870171708,28.73846547193552,0.9394149004839659,0.7751951217651367,0.1973268687725067,4.046086855997842,22.44814814814815,0.3959808349609375,1.657110936841157,-0.000621165948204559,0.06170878203475483,1.0542198999901302
296__M_Left_index_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.391662357015832,0.0018231976999867365,0.8645058621141016,0.0012253702020546468,29.117326848336592,0.9322888695807457,0.7899695634841919,0.21068355441093445,2.8065178234825954,24.427745664739884,0.3642730712890625,1.7256644913207602,-0.0005978274979320897,0.06778300746664412,1.1400241000228561
103__F_Left_middle_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0013587560215043556,28.66858518268799,0.9372221051907539,0.7568961381912231,0.19108496606349945,3.953674121405751,21.50915750915751,0.382080078125,1.5798175032298474,-0.0005961380612535191,0.06000377815574398,1.0483753000153229
355__M_Right_middle_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.07127176320906,0.0019627854217751043,0.9183189378033877,0.0013937922188406735,28.558019643562208,0.9455239895339013,0.8365468978881836,0.21537241339683533,1.0301398996444355,72.9090909090909,0.4591827392578125,1.4867478803531462,-0.0005689932029344308,0.027205051730513574,1.0488540999940597
86__M_Right_index_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.582988301158558,0.0017446212977138959,0.8206633272415698,0.001135214433743299,29.449220956555706,0.9317195928738117,0.7366894483566284,0.17444714903831482,0.8972999428990945,75.44444444444444,0.38040712468193383,1.8662326553971482,-0.0006094068639705969,0.11105626563224191,1.0812291000038385
576__M_Left_little_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.250599018190513,0.0018833892975043372,0.8615081280892491,0.001342748458872963,28.72005337409623,0.9312459408495426,0.6732442378997803,0.1901094615459442,8.773893191279825,11.539647577092511,0.3408660888671875,1.469454355905718,-0.0005406408386313742,0.06973781276029345,1.0121472999453545
537__M_Right_thumb_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.160549724632475,0.0019228483217214737,0.8889713668987751,0.0011109895280746365,29.54290034597237,0.9557731484129429,0.7762154340744019,0.20574505627155304,2.7340574891007168,28.237903225806452,0.412994384765625,2.3823506213398957,-0.0008118587936468372,0.06680178151416782,1.137289599981159
34__M_Right_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.38889028602457,0.0018243618056768378,0.852031355201602,0.0020348857057670717,26.914599789442395,0.9187001844060197,0.8049830198287964,0.16383661329746246,1.0564044519901905,63.125,0.4044342041015625,-0.47429049658217437,0.0002105239000902339,0.06666882920441775,1.13819639995927
12__M_Left_middle_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.200596265626643,0.001905199125245581,0.8736786578543186,0.0024057341850479176,26.187523605142047,0.9001397114657164,0.8028537034988403,0.15926456451416016,0.9266849627543929,71.92391304347827,0.43227128462699904,-1.013072660484596,0.0005005350598023366,0.026461053611397722,1.0177474000374787
379__F_Left_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.29697459443381,0.001863384765742222,0.8307089306706786,0.0016229823702363102,27.896861977034494,0.933120643638134,0.6750555634498596,0.16196027398109436,5.812147832645636,15.87962962962963,0.3439178466796875,0.5998873826006843,-0.0002404023955059119,0.10241171296745533,1.0408787000342272
216__M_Right_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.409242552997565,0.001815832331964324,0.8339104979358911,0.0019756112134009306,27.042985174850152,0.9084433377637863,0.7591782212257385,0.1470412015914917,1.504450666555226,48.831932773109244,0.3884767115281588,-0.366257378147413,0.0001597788814366066,0.07453283982789516,0.9766148999915458
598__M_Right_little_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.232376829257564,0.0018913082504083206,0.873195821332097,0.001961022724255058,27.07517373715492,0.9352067818880081,0.7557913064956665,0.20668093860149384,5.62986624076662,17.110320284697508,0.3821563720703125,-0.1572030921026446,6.971447384673747e-05,0.06201096055591104,1.0736734999809414
241__M_Right_thumb_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.683054149489543,0.0017048830187297685,0.8502431259251237,0.0017749853116735073,27.508052364598946,0.8895811032044888,0.8109559416770935,0.16016265749931335,0.4428396239269655,97.81132075471699,0.4760329506389051,-0.17500178489059692,7.010229294373877e-05,0.039337977279365055,1.077554500021506
318__F_Left_little_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.680894438410597,0.001705731054009289,0.804882369456917,0.0014989182387818835,28.242220558870645,0.9005983941498995,0.6960145235061646,0.16833890974521637,6.754583467352846,13.566666666666666,0.284637451171875,0.5613261204600484,-0.00020681281522740556,0.09571602469298246,1.0967653999687172
533__M_Left_thumb_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.13216588011231,0.0019354564872124708,0.877849622436881,0.001969353072739221,27.056764149964284,0.915365660955429,0.8539462685585022,0.17473378777503967,3.4526854219948846,28.157894736842106,0.35797119140625,-0.07540173014802676,3.389658552675019e-05,0.03751603851854801,1.1411717999726534
352__M_Left_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.179633251246813,0.001914417585057521,0.8731976190728247,0.001877466128286391,27.264278894401762,0.9361054173387289,0.7971683740615845,0.19532626867294312,4.7791764454875185,19.75187969924812,0.3575897216796875,0.08464564315494982,-3.6951456771129945e-05,0.0629077982659042,1.0061047000344843
399__M_Right_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.19164994656221,0.0019091278159366633,0.7421257503849864,0.0016287089262737114,27.881565234313786,0.8484362106474638,0.7222447395324707,0.09980669617652893,3.6419398121525783,30.705357142857142,0.2388153076171875,0.6899152877515746,-0.000280418889662952,0.10631046026247737,0.9977240999578498
576__M_Left_middle_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,26.928755659828724,0.002028263774235365,0.9142761199680268,0.00238638928056165,26.222587104519693,0.9278218332232236,0.7997875213623047,0.18902581930160522,4.568212549793516,22.275409836065574,0.4175262451171875,-0.7061685553090307,0.0003581255063262851,0.013545713255196823,0.8934334999648854
506__M_Right_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.395784631250596,0.0018214679623487747,0.8722582732038497,0.0016375428831435306,27.85807318103359,0.926178685508132,0.6879916191101074,0.1985825002193451,0.9545237608236177,36.89090909090909,0.447601318359375,0.4622885497829934,-0.00018392507920524407,0.05392041230428224,0.9219983999500982
559__M_Right_index_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.192835645833707,0.001908606662071044,0.8851221825720071,0.001915202026682638,27.17785407363406,0.9275528087750673,0.7828341126441956,0.2035234272480011,4.8375950241879755,19.776,0.3753509521484375,-0.014981572199648241,6.595364611594037e-06,0.04243062620306015,1.0754356000106782
52__M_Right_little_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,26.879822313048408,0.0020512461016534865,0.7911558452983201,0.0019002018289133807,27.212002682428622,0.8376516757235527,0.7662668824195862,0.10362821817398071,2.812396603066064,27.671641791044777,0.276702880859375,0.33218036938021456,-0.0001510442727401058,0.04649583042523264,1.0562883000238799
384__F_Left_middle_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.13703414382276,0.0019332881351077943,0.8732754213032723,0.0019882563738586882,27.01527616632169,0.9171649529278278,0.7615456581115723,0.18436267971992493,6.17335797077104,13.986772486772487,0.36334228515625,-0.12175797750106909,5.496823875089391e-05,0.043889531624555556,0.9745577999856323
410__M_Right_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.172578282168498,0.001917530019942655,0.8590272322995662,0.0018922453239981199,27.23022559291583,0.9406283273261785,0.7508697509765625,0.16149139404296875,2.303277450536173,28.99103139013453,0.40411376953125,0.057647310747331204,-2.5284695944535057e-05,0.08160109502661228,0.9458463999908417
337__F_Right_index_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.1670497656429,0.0019199725669341115,0.8783707026723028,0.0018397106782651021,27.35250470856045,0.9264403594596385,0.8042716979980469,0.20235702395439148,2.633719353964135,30.74342105263158,0.3939666748046875,0.1854549429175485,-8.026188866900935e-05,0.04806965678733577,1.0292273999657482
74__F_Right_ring_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.081354535094363,0.001958233818376267,0.8777061184492111,0.002147070740200773,26.681536464940102,0.9219839481135607,0.8106024861335754,0.18494544923305511,4.004354249280771,22.581749049429657,0.392486572265625,-0.39981807015426085,0.000188836921824506,0.044277829664349566,0.828307899995707
296__M_Left_index_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.391662357015832,0.0018231976999867365,0.8645058621141016,0.0016400354124235723,27.851467743583346,0.9227760427924394,0.8190469741821289,0.20318616926670074,2.7436579291714156,25.981012658227847,0.3614959716796875,0.45980538656751335,-0.0001831622875631642,0.05827018067833778,0.7429454000084661
103__F_Left_middle_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0020758078212487615,26.828128560425377,0.9130835851248503,0.7913662195205688,0.17952758073806763,3.2522969347101394,23.824786324786324,0.375335693359375,-0.26063911903276704,0.00012091373849088677,0.035865258089840424,0.8737908999901265
355__M_Right_middle_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.07127176320906,0.0019627854217751043,0.9183189378033877,0.0021696620952234326,26.636078982283227,0.9300822137224675,0.8623764514923096,0.20387253165245056,0.9721104853848217,74.30952380952381,0.4552001953125,-0.4351927809258349,0.0002068766734483283,0.011763275919079774,0.8508269999874756
86__M_Right_index_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.582988301158558,0.0017446212977138959,0.8206633272415698,0.0016898676200425347,27.72147315585656,0.9176399357941151,0.7806532382965088,0.16668561100959778,0.6184291898577613,77.08333333333333,0.3783990389865676,0.1384848546980031,-5.4753677671361134e-05,0.09697660855254531,0.7569291000254452
576__M_Left_little_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.250599018190513,0.0018833892975043372,0.8615081280892491,0.0019216090452755146,27.163349656530773,0.9125405127044917,0.7095506191253662,0.17850051820278168,8.122290668491901,12.014319809069212,0.3343963623046875,-0.08724936165974029,3.821974777117737e-05,0.05103238461524251,0.7589868999784812
537__M_Right_thumb_finger.BMP,C4 TV -> NLM -> Directional Diffusion,TV -> NLM -> Diffusion,27.160549724632475,0.0019228483217214737,0.8889713668987751,0.0017356767536450815,27.60531153110994,0.942717015297532,0.8078102469444275,0.19343414902687073,2.640190391194407,28.732217573221757,0.41033935546875,0.4447618064774659,-0.00018717156807639222,0.05374564839875695,1.0959289000020362
