image,candidate,stages,baseline_psnr,baseline_mse,baseline_ssim,mse,psnr,ssim,coherence,contrast,fragmentation,continuity,ridge_coverage,delta_psnr,delta_mse,delta_ssim,runtime_seconds
576__M_Left_middle_finger.BMP,C0 M1 NLM,NLM,26.928755659828724,0.002028263774235365,0.9142761199680268,0.001284125077419599,28.91392672694288,0.9510504533803463,0.761260986328125,0.21311083436012268,4.466678577809541,21.84049079754601,0.4270172119140625,1.9851710671141554,-0.0007441386968157658,0.036774333412319504,0.2520683000329882
506__M_Right_ring_finger.BMP,C0 M1 NLM,NLM,27.395784631250596,0.0018214679623487747,0.8722582732038497,0.0012099224335680569,29.17242470801859,0.9402706100854874,0.6540656089782715,0.2131301909685135,0.9520894964126628,35.105555555555554,0.4487457275390625,1.7766400767679933,-0.0006115455287807178,0.06801233688163766,0.2627337999874726
559__M_Right_index_finger.BMP,C0 M1 NLM,NLM,27.192835645833707,0.001908606662071044,0.8851221825720071,0.0012119678842882522,29.165088883060292,0.943036772002697,0.7465382218360901,0.22140048444271088,4.60995750821775,19.131086142322097,0.380645751953125,1.9722532372265853,-0.0006966387777827918,0.05791458943068983,0.25410140003077686
52__M_Right_little_finger.BMP,C0 M1 NLM,NLM,26.879822313048408,0.0020512461016534865,0.7911558452983201,0.0010710156453834444,29.70204184953328,0.8947996259739399,0.7283799648284912,0.11555924266576767,4.660548695526835,25.25423728813559,0.3175811767578125,2.822219536484873,-0.000980230456270042,0.10364378067561986,0.26955710002221167
384__F_Left_middle_finger.BMP,C0 M1 NLM,NLM,27.13703414382276,0.0019332881351077943,0.8732754213032723,0.001301739844211605,28.85475801875865,0.9398225353173018,0.7276120185852051,0.20334039628505707,5.32520325203252,14.344827586206897,0.3753662109375,1.7177238749358885,-0.0006315482908961893,0.06654711401402946,0.25388439995003864
410__M_Right_ring_finger.BMP,C0 M1 NLM,NLM,27.172578282168498,0.001917530019942655,0.8590272322995662,0.0011225046884880267,29.49811836355618,0.9579557737402916,0.7091429233551025,0.18032005429267883,2.085661080074488,28.133333333333333,0.409698486328125,2.3255400813876825,-0.0007950253314546283,0.09892854144072538,0.23633320000953972
337__F_Right_index_finger.BMP,C0 M1 NLM,NLM,27.1670497656429,0.0019199725669341115,0.8783707026723028,0.0011650485580205349,29.336559733153088,0.9416631669684649,0.7716083526611328,0.2183550000190735,2.7178073801868017,29.956521739130434,0.39862060546875,2.169509967510187,-0.0007549240089135766,0.06329246429616209,0.25118550000479445
74__F_Right_ring_finger.BMP,C0 M1 NLM,NLM,27.081354535094363,0.001958233818376267,0.8777061184492111,0.0011859181901276393,29.259452694891227,0.9425398794054985,0.7715463638305664,0.20576699078083038,3.935202873080156,23.674418604651162,0.399383544921875,2.178098159796864,-0.0007723156282486278,0.06483376095628746,0.24230320000788197
296__M_Left_index_finger.BMP,C0 M1 NLM,NLM,27.391662357015832,0.0018231976999867365,0.8645058621141016,0.0011195387681916036,29.50960862763678,0.9346882731040717,0.7839668393135071,0.21700423955917358,2.6648900732844774,25.404761904761905,0.366455078125,2.1179462706209478,-0.0007036589317951328,0.07018241098997002,0.2864714000024833
103__F_Left_middle_finger.BMP,C0 M1 NLM,NLM,27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0012229678935571895,29.125849442997527,0.9420784347062111,0.7574590444564819,0.19934289157390594,3.7775941447290755,23.157692307692308,0.3877716064453125,2.0370817635393834,-0.0007319261892006852,0.0648601076712012,0.30648550001205876
355__M_Right_middle_finger.BMP,C0 M1 NLM,NLM,27.07127176320906,0.0019627854217751043,0.9183189378033877,0.0011835779292511445,29.26803141934697,0.9491079135067463,0.833048403263092,0.22452911734580994,1.085562025066614,67.17708333333333,0.4638519287109375,2.196759656137907,-0.0007792074925239598,0.03078897570335859,0.2607817000243813
86__M_Right_index_finger.BMP,C0 M1 NLM,NLM,27.582988301158558,0.0017446212977138959,0.8206633272415698,0.0010230729506769535,29.900933976203202,0.9343826778972149,0.73165363073349,0.17947588860988617,0.766994994348458,76.95161290322581,0.38342594455709134,2.317945675044644,-0.0007215483470369424,0.11371935065564509,0.23040350002702326
576__M_Left_little_finger.BMP,C0 M1 NLM,NLM,27.250599018190513,0.0018833892975043372,0.8615081280892491,0.0012976274458087066,28.868499773767404,0.9335346113271713,0.6687930822372437,0.1964082419872284,8.75789099315373,11.738839285714286,0.343231201171875,1.6179007555768905,-0.0005857618516956307,0.07202648323792216,0.281631899997592
537__M_Right_thumb_finger.BMP,C0 M1 NLM,NLM,27.160549724632475,0.0019228483217214737,0.8889713668987751,0.0010720996383637514,29.697648504821622,0.9571953672060967,0.7694172263145447,0.21108664572238922,2.576655501159495,28.03187250996016,0.4145355224609375,2.5370987801891474,-0.0008507486833577223,0.06822400030732156,0.24276110000209883
34__M_Right_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.38889028602457,0.0018243618056768378,0.852031355201602,0.0016127856445094459,27.924233508955805,0.9274497983285487,0.803621768951416,0.17009317874908447,1.0080268807168191,67.74444444444444,0.4087066650390625,0.5353432229312354,-0.00021157616116739193,0.07541844312694668,0.26806820003548637
12__M_Left_middle_finger.BMP,C1 TV -> NLM,TV -> NLM,27.200596265626643,0.001905199125245581,0.8736786578543186,0.0019536543968913644,27.091522608823745,0.9114462532889843,0.8020684719085693,0.1658020317554474,0.920158550396376,71.94565217391305,0.43545801997287636,-0.10907365680289871,4.8455271645783324e-05,0.03776759543466568,0.42877639998914674
379__F_Left_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.29697459443381,0.001863384765742222,0.8307089306706786,0.0013957814898387844,28.551825653697414,0.9381269073191881,0.6715711355209351,0.1660177856683731,5.383698865892944,16.479365079365078,0.3457794189453125,1.2548510592636042,-0.0004676032759034377,0.1074179766485095,0.2988607999868691
216__M_Right_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.409242552997565,0.001815832331964324,0.8339104979358911,0.0016598797533509276,27.7992337241036,0.9153999962236882,0.7563719749450684,0.15228630602359772,1.493404131751431,50.258620689655174,0.3915154861866788,0.3899911711060362,-0.00015595257861339635,0.08148949828779706,0.33257100003538653
598__M_Right_little_finger.BMP,C1 TV -> NLM,TV -> NLM,27.232376829257564,0.0018913082504083206,0.873195821332097,0.0015104088075945676,28.209054905522514,0.9407998637259006,0.7537099123001099,0.2150232195854187,5.464048146974976,16.978947368421053,0.3853759765625,0.9766780762649496,-0.000380899442813753,0.06760404239380358,0.3330674000317231
241__M_Right_thumb_finger.BMP,C1 TV -> NLM,TV -> NLM,27.683054149489543,0.0017048830187297685,0.8502431259251237,0.001604515228578299,27.94656156626354,0.8944229865248203,0.80663001537323,0.16317850351333618,0.440558492612173,102.13725490196079,0.4786374695863747,0.26350741677399725,-0.0001003677901514695,0.044179860599696585,0.3264086999697611
318__F_Left_little_finger.BMP,C1 TV -> NLM,TV -> NLM,27.680894438410597,0.001705731054009289,0.804882369456917,0.001315172609668379,28.810172445073015,0.9039300933538675,0.6922277212142944,0.17188428342342377,6.739769991976464,13.437956204379562,0.2852630615234375,1.1292780066624175,-0.00039055844434091004,0.09904772389695049,0.3014283999800682
533__M_Left_thumb_finger.BMP,C1 TV -> NLM,TV -> NLM,27.13216588011231,0.0019354564872124708,0.877849622436881,0.0016226807438521795,27.897669175255608,0.9214504187244177,0.8515191078186035,0.18089228868484497,3.32295785311685,28.296511627906977,0.362762451171875,0.7655032951432972,-0.00031277574336029124,0.04360079628753666,0.27338710002368316
352__M_Left_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.179633251246813,0.001914417585057521,0.8731976190728247,0.0014770072891581126,28.306173614021098,0.9419440828616619,0.7940050363540649,0.2023913562297821,4.571428571428571,20.54863813229572,0.3604888916015625,1.1265403627742856,-0.00043741029589940833,0.0687464637888372,0.2812246999819763
399__M_Right_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.19164994656221,0.0019091278159366633,0.7421257503849864,0.0014863115405312438,28.27890150095831,0.853990845194459,0.7179071307182312,0.10190005600452423,3.2045240339302548,32.2037037037037,0.2428436279296875,1.0872515543960972,-0.0004228162754054195,0.1118650948094726,0.27842869999585673
576__M_Left_middle_finger.BMP,C1 TV -> NLM,TV -> NLM,26.928755659828724,0.002028263774235365,0.9142761199680268,0.0018278137101870498,27.380680694121097,0.9374075690248013,0.7993720173835754,0.1977328211069107,4.406240970817683,23.819444444444443,0.4224853515625,0.45192503429237263,-0.00020045006404831507,0.023131449056774445,0.39455750002525747
506__M_Right_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.395784631250596,0.0018214679623487747,0.8722582732038497,0.0014091333071990387,28.510479197065592,0.9301405486838817,0.6851436495780945,0.20322734117507935,0.9843187835177517,36.59281437125748,0.449554443359375,1.1146945658149967,-0.000412334655149736,0.057882275480032,0.3150653999764472
559__M_Right_index_finger.BMP,C1 TV -> NLM,TV -> NLM,27.192835645833707,0.001908606662071044,0.8851221825720071,0.0015411907273515364,28.121436126049066,0.93262339556849,0.7797542810440063,0.21025779843330383,4.848876676903184,19.931451612903224,0.37762451171875,0.9286004802153585,-0.0003674159347195076,0.04750121299648291,0.264324999996461
52__M_Right_little_finger.BMP,C1 TV -> NLM,TV -> NLM,26.879822313048408,0.0020512461016534865,0.7911558452983201,0.001726637069694901,27.627989393248257,0.8465373586177826,0.7649005651473999,0.1060882955789566,2.9617662897145935,28.32089552238806,0.283355712890625,0.748167080199849,-0.0003246090319585855,0.055381513319462505,0.2982386000221595
384__F_Left_middle_finger.BMP,C1 TV -> NLM,TV -> NLM,27.13703414382276,0.0019332881351077943,0.8732754213032723,0.0015994004334566145,27.960427906197502,0.9250915146532058,0.7627480626106262,0.19106937944889069,5.716416055672922,14.520215633423181,0.3683624267578125,0.8233937623747423,-0.0003338877016511798,0.051816093349933534,0.260006099997554
410__M_Right_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.172578282168498,0.001917530019942655,0.8590272322995662,0.0015395407975975876,28.126087978704028,0.9472196911429167,0.7488244771957397,0.16725920140743256,2.2119746560191955,29.45909090909091,0.4069976806640625,0.9535096965355301,-0.0003779892223450673,0.08819245884335047,0.3885532999993302
337__F_Right_index_finger.BMP,C1 TV -> NLM,TV -> NLM,27.1670497656429,0.0019199725669341115,0.8783707026723028,0.0015259120259626295,28.164705042188388,0.9311286167334318,0.801247239112854,0.20826824009418488,2.620221948212084,30.474025974025974,0.39599609375,0.9976552765454869,-0.0003940605409714819,0.05275791406112906,0.28335189999779686
74__F_Right_ring_finger.BMP,C1 TV -> NLM,TV -> NLM,27.081354535094363,0.001958233818376267,0.8777061184492111,0.0016486194647222633,27.828795768861244,0.9302874874858856,0.8086360692977905,0.19265371561050415,3.887156987260901,23.140077821011673,0.3964691162109375,0.7474412337668817,-0.0003096143536540038,0.05258136903667454,0.2820260999724269
296__M_Left_index_finger.BMP,C1 TV -> NLM,TV -> NLM,27.391662357015832,0.0018231976999867365,0.8645058621141016,0.0013358847775487895,28.742309989209,0.9274647973093987,0.8151106238365173,0.20920172333717346,2.685464921114468,25.8125,0.3636474609375,1.3506476321931693,-0.00048731292243794693,0.06295893519529705,0.32386860001133755
103__F_Left_middle_finger.BMP,C1 TV -> NLM,TV -> NLM,27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0016214919991100081,27.900851899148115,0.9229591122078895,0.7931597232818604,0.1870860755443573,3.052576615656505,24.58008658008658,0.3798980712890625,0.8120842196899716,-0.00033340208364786663,0.045740785172879606,0.3590908999904059
355__M_Right_middle_finger.BMP,C1 TV -> NLM,TV -> NLM,27.07127176320906,0.0019627854217751043,0.9183189378033877,0.0016572464927879615,27.806128914019673,0.9373431905217171,0.8606254458427429,0.21243837475776672,0.8948990752709556,82.82894736842105,0.4603729248046875,0.7348571508106119,-0.0003055389289871428,0.019024252718329415,0.33536099997581914
86__M_Right_index_finger.BMP,C1 TV -> NLM,TV -> NLM,27.582988301158558,0.0017446212977138959,0.8206633272415698,0.0014113100344384315,28.503775706146904,0.92238829948771,0.7774407267570496,0.1715480089187622,0.6142254616928053,76.06557377049181,0.3809531237812963,0.9207874049883458,-0.00033331126327546434,0.10172497224614019,0.34459390002302825
576__M_Left_little_finger.BMP,C1 TV -> NLM,TV -> NLM,27.250599018190513,0.0018833892975043372,0.8615081280892491,0.0015941405900676761,27.97473380055252,0.9186548748384714,0.7063705325126648,0.18425530195236206,8.279419083382345,12.10047846889952,0.3372650146484375,0.7241347823620075,-0.0002892487074366611,0.057146746749222266,0.3418653000262566
537__M_Right_thumb_finger.BMP,C1 TV -> NLM,TV -> NLM,27.160549724632475,0.0019228483217214737,0.8889713668987751,0.001462340893244782,28.349513751225544,0.9475113150368929,0.8032068014144897,0.1981596052646637,2.5912489820093287,29.39316239316239,0.412200927734375,1.1889640265930694,-0.0004605074284766916,0.0585399481381178,0.2662738000508398
34__M_Right_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.38889028602457,0.0018243618056768378,0.852031355201602,0.002363281978583126,26.264844567694418,0.9195517774984091,0.7721876502037048,0.17069560289382935,1.0574018126888218,58.5377358490566,0.404052734375,-1.1240457183301515,0.0005389201729062883,0.0675204222968071,4.9688029999961145
12__M_Left_middle_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.200596265626643,0.001905199125245581,0.8736786578543186,0.0025389782537442065,25.95341018826687,0.912832235655874,0.7680086493492126,0.1685788780450821,1.1193507765496011,63.64485981308411,0.43621826171875,-1.2471860773597747,0.0006337791284986255,0.03915357780155537,4.96814660000382
379__F_Left_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.29697459443381,0.001863384765742222,0.8307089306706786,0.001827216894115596,27.382098980077675,0.9325186163145452,0.6587082147598267,0.1685817837715149,5.497916112441253,16.36060606060606,0.344146728515625,0.08512438564386571,-3.6167871626626054e-05,0.10180968564386661,4.689223600027617
216__M_Right_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.409242552997565,0.001815832331964324,0.8339104979358911,0.002222953010967337,26.5306971736996,0.9143790598339736,0.7361611127853394,0.1515061855316162,1.637053304052705,42.18791946308725,0.3933625469223641,-0.8785453792979645,0.00040712067900301307,0.08046856189808249,4.501843700010795
598__M_Right_little_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.232376829257564,0.0018913082504083206,0.873195821332097,0.002160058148044878,26.655345576291086,0.9327389998097644,0.7139191627502441,0.21438297629356384,5.913167711723153,15.987179487179487,0.384490966796875,-0.5770312529664778,0.0002687498976365573,0.059543178477667325,5.5024887000327
241__M_Right_thumb_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.683054149489543,0.0017048830187297685,0.8502431259251237,0.002473506230258793,26.06686991399009,0.8770498631916493,0.7736915946006775,0.15934085845947266,0.5068252466549533,94.25862068965517,0.4725153668076954,-1.6161842354994533,0.0007686232115290243,0.026806737266525604,4.984325400029775
318__F_Left_little_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.680894438410597,0.001705731054009289,0.804882369456917,0.0018897922600489378,27.235859340664796,0.9001086433638483,0.6436796188354492,0.1708812564611435,7.2207958921694475,12.407894736842104,0.2852783203125,-0.4450350977458015,0.0001840612060396488,0.09522627390693128,4.514314399973955
533__M_Left_thumb_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.13216588011231,0.0019354564872124708,0.877849622436881,0.0019453389073751325,27.11004727098594,0.9193582090631276,0.8063290119171143,0.17999985814094543,3.6181581050948717,27.395604395604394,0.3626861572265625,-0.02211860912636965,9.882420162661727e-06,0.04150858662624657,4.974033399950713
352__M_Left_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.179633251246813,0.001914417585057521,0.8731976190728247,0.002129357634788402,26.7175139080631,0.9334743647461087,0.7496049404144287,0.20108714699745178,5.231371214698877,18.857142857142858,0.3587646484375,-0.46211934318371206,0.00021494004973088114,0.060276745673284005,4.279403399967123
399__M_Right_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.19164994656221,0.0019091278159366633,0.7421257503849864,0.001651424097244651,27.821413825570943,0.8700133347885758,0.6839578747749329,0.10339829325675964,4.263470093919921,26.01388888888889,0.2469482421875,0.6297638790087312,-0.00025770371869201234,0.12788758440358938,4.3021313000353985
576__M_Left_middle_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,26.928755659828724,0.002028263774235365,0.9142761199680268,0.0024688842644005715,26.07499268314438,0.9321667680642605,0.7584785223007202,0.20048919320106506,4.856480139170774,20.78466076696165,0.4210205078125,-0.8537629766843438,0.0004406204901652067,0.01789064809623364,4.251272000023164
506__M_Right_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.395784631250596,0.0018214679623487747,0.8722582732038497,0.002108066596563064,26.76115673315754,0.9189983555806577,0.6604992747306824,0.20285677909851074,1.1325416981261582,34.15217391304348,0.444610595703125,-0.6346278980930542,0.0002865986342142895,0.046740082376807934,4.5284225000068545
559__M_Right_index_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.192835645833707,0.001908606662071044,0.8851221825720071,0.002240182331524581,26.497166324013715,0.9252559328317791,0.7435820698738098,0.2084142118692398,4.993909866017052,18.36,0.375823974609375,-0.6956693218199916,0.00033157566945353706,0.04013375025977195,4.357075500010978
52__M_Right_little_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,26.879822313048408,0.0020512461016534865,0.7911558452983201,0.0015614086084107005,28.06483430597718,0.8766278656266778,0.7251083850860596,0.1111745834350586,4.644194756554308,23.85635359116022,0.3055572509765625,1.1850119929287715,-0.0004898374932427859,0.08547202032835777,4.4624856999726035
384__F_Left_middle_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.13703414382276,0.0019332881351077943,0.8732754213032723,0.002111095243959304,26.754921726644607,0.9225870050362796,0.7277873754501343,0.19355492293834686,6.002649445272397,13.846715328467154,0.36859130859375,-0.3821124171781527,0.00017780710885150972,0.04931158373300726,4.1639968999661505
410__M_Right_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.172578282168498,0.001917530019942655,0.8590272322995662,0.002070875888824742,26.838459283463877,0.9401389582797139,0.7110412120819092,0.17082436382770538,2.3748492159227985,27.483606557377048,0.40478515625,-0.33411899870462136,0.00015334586888208698,0.08111172598014771,4.170215699996334
337__F_Right_index_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.1670497656429,0.0019199725669341115,0.8783707026723028,0.0023728773641261813,26.247247065612378,0.9218557349289804,0.7740964889526367,0.20569810271263123,2.786809103576405,29.660493827160494,0.39422607421875,-0.9198027000305231,0.0004529047971920698,0.04348503225667766,4.492432400002144
74__F_Right_ring_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.081354535094363,0.001958233818376267,0.8777061184492111,0.0021683772905440276,26.63865149741868,0.9245893130447268,0.7732658386230469,0.19538792967796326,4.212723197031769,22.175182481751825,0.394805908203125,-0.4427030376756811,0.0002101434721677605,0.04688319459551571,4.036575799982529
296__M_Left_index_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.391662357015832,0.0018231976999867365,0.8645058621141016,0.002334337641331441,26.318363268845598,0.9145244269865602,0.7800658941268921,0.20281925797462463,3.0391287830821834,23.372222222222224,0.3614959716796875,-1.0732990881702342,0.0005111399413447047,0.05001856487245859,4.5532035999931395
103__F_Left_middle_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.088767679458144,0.0019548940827578748,0.8772183270350099,0.0021659300685125085,26.643555695710013,0.9243410540326983,0.7566143274307251,0.18909388780593872,3.8184638638081223,22.358490566037737,0.3836212158203125,-0.44521198374813054,0.00021103598575463378,0.04712272699768838,4.241606299998239
355__M_Right_middle_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.07127176320906,0.0019627854217751043,0.9183189378033877,0.002602422883375103,25.84622130912861,0.9278996585813165,0.8327426910400391,0.2100886106491089,1.3081980410572922,59.324074074074076,0.45489501953125,-1.2250504540804528,0.0006396374615999989,0.00958072077792882,4.426879099977668
86__M_Right_index_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.582988301158558,0.0017446212977138959,0.8206633272415698,0.0023802544992314973,26.233766052532296,0.9106545254751444,0.7403193712234497,0.16730722784996033,0.7353241553985048,71.08823529411765,0.37744780584081167,-1.349222248626262,0.0006356332015176015,0.0899911982335746,4.202425300027244
576__M_Left_little_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.250599018190513,0.0018833892975043372,0.8615081280892491,0.00201619601726361,26.954672474856288,0.9161141457090825,0.6692584156990051,0.18670670688152313,9.235898360064876,11.34934497816594,0.33868408203125,-0.2959265433342253,0.00013280671975927265,0.0546060176198333,4.643404200032819
537__M_Right_thumb_finger.BMP,C2 NLM -> Modified Gabor,NLM -> Gabor,27.160549724632475,0.0019228483217214737,0.8889713668987751,0.00182883624354107,27.378251800951624,0.9419651500022114,0.7554985284805298,0.1977856457233429,3.1353812847598075,26.853846153846153,0.4087982177734375,0.21770207631914928,-9.401207818040365e-05,0.052993783103436276,5.478128599992488
34__M_Right_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.38889028602457,0.0018243618056768378,0.852031355201602,0.0012436443573357252,29.053037962761728,0.9405883879566193,0.7733886241912842,0.17449909448623657,0.8983717012914093,64.43298969072166,0.4076385498046875,1.6641476767371586,-0.0005807174483411126,0.08855703275501725,0.9388357999850996
12__M_Left_middle_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.200596265626643,0.001905199125245581,0.8736786578543186,0.001423913574767108,28.465163696463485,0.9329122474557161,0.7682982087135315,0.1702757477760315,0.9659835782791693,64.78095238095239,0.442291259765625,1.2645674308368413,-0.00048128555047847305,0.05923358960139746,0.8865437000058591
379__F_Left_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.29697459443381,0.001863384765742222,0.8307089306706786,0.001128284999666928,29.475811856815533,0.9473837891409397,0.6465935707092285,0.17264142632484436,5.32546982967299,16.140298507462685,0.3466949462890625,2.178837262381723,-0.000735099766075294,0.11667485847026104,0.7393232000176795
216__M_Right_ring_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.409242552997565,0.001815832331964324,0.8339104979358911,0.0012265279570796632,29.11322548177489,0.9339945175458193,0.7335457801818848,0.15658125281333923,1.2884003704151066,44.48905109489051,0.39694741889084223,1.7039829287773252,-0.0005893043748846608,0.10008401960992819,0.8623271000105888
598__M_Right_little_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.232376829257564,0.0018913082504083206,0.873195821332097,0.0013603679265871585,28.66343615985432,0.9464104777189494,0.7182397246360779,0.2175646424293518,5.745532353290804,16.519867549668874,0.3850860595703125,1.4310593305967565,-0.0005309403238211621,0.07321465638685232,1.061940899991896
241__M_Right_thumb_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.683054149489543,0.0017048830187297685,0.8502431259251237,0.001164806236484506,29.337463127704297,0.9184797630821466,0.7909214496612549,0.1685495376586914,0.5372733378106112,102.78846153846153,0.47942559083005987,1.6544089782147537,-0.0005400767822452625,0.06823663715702288,1.0777628000359982
318__F_Left_little_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.680894438410597,0.001705731054009289,0.804882369456917,0.0011335410292161803,29.45562755696529,0.9152900714980364,0.65093594789505,0.17652827501296997,6.888147088433211,12.754208754208754,0.2879791259765625,1.7747331185546926,-0.0005721900247931087,0.11040770204111938,0.9317981999483891
533__M_Left_thumb_finger.BMP,C3 NLM -> Directional Diffusion,NLM -> Diffusion,27.13216588011231,0.0019354564872124708,0.877849622436881,0.0012831733655766008,28.917146634794552,0.9322103220169544,0.8185462951660156,0.18451902270317078,3.8208002687156233,26.219895287958114,0.3634185791015625,1.7849807546822412,-0.00065228312163587,0.05436069958007339,1.0344595999922603
