filename,subject_id,candidate,member,parameters_json,baseline_psnr,baseline_ssim,baseline_mse,psnr,ssim,mse,delta_psnr,delta_ssim,delta_mse,mean_absolute_change,runtime_seconds
113__M_Right_middle_finger.BMP,113,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.39106797572276,0.8165695768411756,0.0018234472423621466,28.037464343830287,0.8377411000514626,0.00157127993843373,0.6463963681075278,0.021171523210287035,-0.0002521673039284165,0.015435432083904743,0.852224499998556
113__M_Right_ring_finger.BMP,113,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.556710022814272,0.786957332709074,0.0017552096490527052,27.58482370154997,0.80748141611439,0.0017438841476427659,0.028113678735696368,0.020524083405315974,-1.1325501409939357e-05,0.01637592911720276,0.8777903000009246
113__M_Right_thumb_finger.BMP,113,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.207380810346603,0.8842864897474051,0.0019022251483617964,27.979822458712604,0.8993779474459886,0.0015922738184988294,0.7724416483660015,0.015091457698583555,-0.00030995132986296695,0.014994041994214058,0.9164504000000306
439__M_Left_index_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.243095184838253,0.8546553031085133,0.0018866462709150498,27.401869233313498,0.8695649967105389,0.0018189178153733168,0.15877404847524446,0.014909693602025542,-6.7728455541733e-05,0.020128173753619194,0.8823845000006258
439__M_Left_little_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.67026514284158,0.7680612674964666,0.0017099109194558372,28.32333460590136,0.7930327771490813,0.0014711824632991203,0.6530694630597793,0.024971509652614632,-0.0002387284561567169,0.01279301568865776,0.9019189999962691
439__M_Left_middle_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.075266153872867,0.8850007860559821,0.0019609809946537662,27.2169806464176,0.8960058649917245,0.0018980250300771287,0.14171449254473245,0.01100507893574243,-6.295596457663749e-05,0.021967293694615364,0.9143387000003713
439__M_Left_ring_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.26936026487648,0.8321901105798483,0.001875270723456602,27.825922778884397,0.8509068978027106,0.0016497104374145802,0.5565625140079185,0.018716787222862297,-0.00022556028604202175,0.016233207657933235,0.879987299995264
439__M_Left_thumb_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.22016145099966,0.8706247874133587,0.0018966354115943194,27.44010604823117,0.8836290145854055,0.001802973714394653,0.21994459723150683,0.013004227172046856,-9.366169719966636e-05,0.019354797899723053,0.8871039000005112
439__M_Right_index_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.190461892047534,0.860179078065604,0.0019096501477369801,27.728788912890806,0.8779751869959831,0.0016870234083978064,0.5383270208432727,0.017796108930379084,-0.00022262673933917372,0.017989885061979294,0.9606930000009015
439__M_Right_little_finger.BMP,439,"M4 Directional Diffusion (iterations=4, step=0.16)",M4 Directional Diffusion,"{""iterations"": 4, ""step"": 0.16}",27.46604753235387,0.7971711269533038,0.001792236207049238,27.82160507390158,0.8185342704455256,0.00165135137581692,0.3555575415477108,0.021363143492221792,-0.00014088483123231798,0.015148263424634933,0.9296314000021084
