filename,subject_id,candidate,member,parameters_json,baseline_psnr,baseline_ssim,baseline_mse,psnr,ssim,mse,delta_psnr,delta_ssim,delta_mse,mean_absolute_change
380__M_Left_index_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.39224514157606,0.8241426620333194,0.001822953059489075,28.287585690232333,0.9352757551751136,0.0014833424688555133,0.8953405486562751,0.1111330931417942,-0.00033961059063356155,0.008229381404817104
380__M_Left_little_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.71736251270148,0.7666588592921495,0.0016914678547986946,29.093529820139775,0.9419005985409021,0.0012321030084105299,1.376167307438294,0.17524173924875264,-0.0004593648463881647,0.011171989142894745
380__M_Left_middle_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.121060618568507,0.8799680408276915,0.0019404119392070196,27.686313882123255,0.945705101593256,0.0017036038457486386,0.565253263554748,0.06573706076556451,-0.00023680809345838104,0.00591662060469389
380__M_Left_ring_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.285753289932494,0.8393499275820852,0.0018682056062418646,28.127863278157786,0.9380029868931771,0.0015389115960989979,0.8421099882252925,0.09865305931109192,-0.00032929401014286674,0.008035244420170784
380__M_Left_thumb_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",26.99028703291933,0.9075991768866778,0.001999729699585501,27.36439168422741,0.9464284242362976,0.001834682132832382,0.37410465130808035,0.03882924734961979,-0.00016504756675311903,0.0043158987537026405
380__M_Right_index_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.368707254437247,0.8433519870930314,0.0018328599206484284,28.150142860497688,0.9371368690474033,0.0015310370976252988,0.781435606060441,0.09378488195437196,-0.00030182282302312967,0.007382258307188749
380__M_Right_little_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.631904571796152,0.757674889871031,0.0017250812023077028,28.946675399477133,0.9251642474741936,0.001274478343230967,1.3147708276809809,0.16748935760316253,-0.0004506028590767358,0.010728361085057259
380__M_Right_middle_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.17154990964595,0.8700292221297026,0.0019179841285608963,27.763665553563502,0.9347995931903124,0.0016735297789626257,0.5921156439175519,0.06477037106060979,-0.00024445434959827054,0.0059682223945856094
380__M_Right_ring_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.430048920692375,0.7953303607811034,0.0018071537693830535,28.400051789974405,0.9229494439262151,0.0014454225338604734,0.9700028692820304,0.12761908314511172,-0.00036173123552258007,0.008781859651207924
380__M_Right_thumb_finger.BMP,380,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.05838210736847,0.8953427772864699,0.001968619529933384,27.53795151412551,0.9518791111645698,0.0017628073336063321,0.4795694067570402,0.056536333878099865,-0.00020581219632705193,0.005262041464447975
600__M_Left_index_finger.BMP,600,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.35319272178306,0.8397514104789794,0.001839419252730077,28.140474249710373,0.9361843622095585,0.001534449411726218,0.7872815279273127,0.09643295173057909,-0.000304969841003859,0.007698932662606239
600__M_Left_little_finger.BMP,600,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.75017516117653,0.7569456012638808,0.001678736309374416,29.10988849112546,0.9385819098314047,0.0012274707471297307,1.3597133299489315,0.18163630856752389,-0.00045126556224468523,0.011130939237773418
600__M_Left_middle_finger.BMP,600,M1 NLM (h=0.03),M1 NLM,"{""h"": 0.03}",27.44947810926937,0.8171206154738665,0.0017990870980429466,28.3568393237908,0.9444619811280965,0.0014598763317376184,0.9073612145214298,0.12734136565423004,-0.00033921076630532817,0.008513277396559715
