filename,subject_id,candidate,member,parameters_json,baseline_psnr,baseline_ssim,baseline_mse,psnr,ssim,mse,delta_psnr,delta_ssim,delta_mse,mean_absolute_change
380__M_Left_index_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.39224514157606,0.8241426620333194,0.001822953059489075,28.873171307699565,0.9013378859611749,0.0012962323897380457,1.4809261661235062,0.0771952239278555,-0.0005267206697510292,0.010966042056679726
380__M_Left_little_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.71736251270148,0.7666588592921495,0.0016914678547986946,29.32587190430823,0.8800742962525487,0.0011679192309030299,1.6085093916067486,0.11341543696039924,-0.0005235486238956647,0.011505909264087677
380__M_Left_middle_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.121060618568507,0.8799680408276915,0.0019404119392070196,28.356163607507277,0.9267389279397726,0.001460103490726719,1.2351029889387704,0.046770887112081105,-0.0004803084484803007,0.010327743366360664
380__M_Left_ring_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.285753289932494,0.8393499275820852,0.0018682056062418646,28.663227763973367,0.9083164355283976,0.0013604332053061272,1.3774744740408735,0.06896650794631243,-0.0005077724009357374,0.010841991752386093
380__M_Left_thumb_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",26.99028703291933,0.9075991768866778,0.001999729699585501,28.262414899450402,0.938253386653304,0.0014919645702724138,1.272127866531072,0.03065420976662625,-0.0005077651293130872,0.010047689080238342
380__M_Right_index_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.368707254437247,0.8433519870930314,0.0018328599206484284,28.80129776305946,0.909129245131135,0.0013178628746263552,1.4325905086222122,0.06577725803810364,-0.0005149970460220732,0.010965410619974136
380__M_Right_little_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.631904571796152,0.757674889871031,0.0017250812023077028,29.355136797761055,0.8717554748985171,0.0011600756745245853,1.723232225964903,0.11408058502748608,-0.0005650055277831175,0.011746184900403023
380__M_Right_middle_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.17154990964595,0.8700292221297026,0.0019179841285608963,28.546692641347327,0.9204030940080881,0.0013974321668706947,1.3751427317013771,0.05037387187838549,-0.0005205519616902016,0.010657940991222858
380__M_Right_ring_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.430048920692375,0.7953303607811034,0.0018071537693830535,29.08560405807674,0.8875240466396213,0.001234353617587648,1.6555551373843649,0.09219368585851784,-0.0005728001517954055,0.011521887965500355
380__M_Right_thumb_finger.BMP,380,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.05838210736847,0.8953427772864699,0.001968619529933384,28.330226798669557,0.9346359645855427,0.0014688495689034768,1.2718446913010872,0.03929318729907272,-0.0004997699610299073,0.010211819782853127
600__M_Left_index_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.35319272178306,0.8397514104789794,0.001839419252730077,28.745730082169242,0.9075275651079416,0.0013348331750558898,1.3925373603861821,0.06777615462896225,-0.0005045860776741872,0.011020834557712078
600__M_Left_little_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.75017516117653,0.7569456012638808,0.001678736309374416,29.44486374408308,0.8736412636625767,0.0011363539491726523,1.6946885829065508,0.11669566239869589,-0.0005423823602017637,0.011879544705152512
600__M_Left_middle_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.44947810926937,0.8171206154738665,0.0017990870980429466,28.89855869943776,0.8995384598196745,0.001288677156237247,1.4490805901683892,0.08241784434580801,-0.0005104099418056995,0.011211401782929897
600__M_Left_ring_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.310341456038962,0.8390093911606371,0.001857658394379474,28.699088005354902,0.9066643155445456,0.0013492461871599205,1.3887465493159397,0.06765492438390852,-0.0005084122072195536,0.011127111501991749
600__M_Left_thumb_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.207857503343792,0.875479294952333,0.0019020163666061496,28.490227066551554,0.9249136225287914,0.0014157197585221437,1.2823695632077623,0.04943432757645838,-0.0004862966080840059,0.010438961908221245
600__M_Right_index_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.305187216878938,0.8529470467790365,0.0018598643859407287,28.708763256386845,0.9111975943471193,0.001346243670281952,1.4035760395079073,0.05825054756808279,-0.0005136207156587768,0.01107819750905037
600__M_Right_little_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.918805267842984,0.7369490548488498,0.001614802723510412,29.654199949485054,0.8693749071041942,0.0010828791830665592,1.7353946816420702,0.13242585225534442,-0.0005319235404438528,0.011917421594262123
600__M_Right_middle_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.34016167642271,0.8407204843213558,0.001844946735382432,28.725543193398128,0.9095029423743486,0.0013410521929436414,1.3853815169754178,0.06878245805299277,-0.0005038945424387905,0.011077407747507095
600__M_Right_ring_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.513543547532386,0.804082875896126,0.0017727424533858249,28.97902961347484,0.8956983162810802,0.0012650189714239622,1.4654860659424536,0.09161544038495417,-0.0005077234819618626,0.01140294037759304
600__M_Right_thumb_finger.BMP,600,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.40887796153935,0.8515884021518827,0.0018159847780061798,28.819343225435095,0.9137063304196597,0.0013123983553023333,1.4104652638957447,0.062117928267776956,-0.0005035864227038464,0.011059333570301533
501__M_Left_index_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.43685245746518,0.8191895882745981,0.0018043249488174829,28.879412142892793,0.8994726550943255,0.0012943710344925632,1.4425596854276144,0.08028306681972741,-0.0005099539143249197,0.011209193617105484
501__M_Left_little_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.58424679240497,0.7924946965949238,0.0017441158175301977,29.16519343210714,0.8878977292802334,0.0012119387085636596,1.580946639702173,0.09540303268530959,-0.000532177108966538,0.01160956546664238
501__M_Left_middle_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.52430149906059,0.8029155948780179,0.0017683566098870935,29.06074126274685,0.8929055849120617,0.0012414403979099506,1.536439763686257,0.08998999003404384,-0.000526916211977143,0.011324988678097725
501__M_Left_ring_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.358389124902512,0.8241556460552215,0.0018372196742751177,28.871032706770485,0.8984323935954571,0.0012968708520166418,1.512643581867973,0.07427674754023561,-0.0005403488222584759,0.011379995383322239
501__M_Left_thumb_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.81660114041582,0.7769351523290873,0.0016532551565629702,29.344547208940213,0.8858522107444405,0.001162907788279851,1.5279460685243933,0.10891705841535326,-0.0004903473682831192,0.011408468708395958
501__M_Right_index_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.4909620744602,0.8130318595907092,0.0017819839682411266,29.142415244760095,0.885679095040381,0.001218311869907467,1.6514531702998951,0.07264723544967178,-0.0005636720983336597,0.011640606448054314
501__M_Right_little_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.573768505254993,0.7845928464406728,0.0017483289520418919,29.101572361316887,0.8847090785265564,0.0012298234331513682,1.5278038560618938,0.1001162320858836,-0.0005185055188905237,0.011568548157811165
501__M_Right_middle_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.491269245747194,0.8174476757915616,0.0017818579351058632,29.01940032954906,0.89534788493824,0.0012533142196492091,1.528131083801867,0.07790020914667839,-0.000528543715456654,0.011498318053781986
501__M_Right_ring_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.778547761307667,0.7602594677556157,0.0016678048170976419,29.350019674920365,0.8799164390302896,0.0011614433521208933,1.5714719136126973,0.1196569712746739,-0.0005063614649767486,0.011572856456041336
501__M_Right_thumb_finger.BMP,501,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.340959923282963,0.8611186378437876,0.001844607659556476,28.672300232400147,0.9176305790379048,0.0013575942089616062,1.3313403091171843,0.05651194119411718,-0.0004870134505948697,0.010854288935661316
443__M_Left_index_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.135094969734823,0.8466296955327391,0.0019341515629242856,28.859326834332993,0.9089211870071888,0.0013003711226976626,1.7242318645981705,0.06229149147444968,-0.000633780440226623,0.0113005880266428
443__M_Left_little_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.13340595635713,0.8394890675188899,0.0019349039195231878,28.903871929335697,0.9029203360192776,0.00128710153149443,1.7704659729785668,0.06343126850038772,-0.0006478023880287578,0.011526130139827728
443__M_Left_middle_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.14151541310484,0.8253531774876117,0.0019312942998486661,28.90942448243383,0.8969131091178656,0.0012854569946117722,1.76790906932899,0.07155993163025387,-0.0006458373052368939,0.011560826562345028
443__M_Left_ring_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.237265248598867,0.8298590763946772,0.0018891805912286746,28.841651867006885,0.901832747119844,0.001305674172100455,1.604386618408018,0.0719736707251668,-0.0005835064191282197,0.011176686733961105
443__M_Left_thumb_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",26.800304933742755,0.8761664312357903,0.00208914943902406,28.350689387936207,0.9181745262560844,0.0014619450906180672,1.550384454193452,0.04200809502029412,-0.0006272043484059928,0.010895740240812302
443__M_Right_index_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.35710649714296,0.896552869089663,0.0018377623514359127,28.73025297542194,0.9236239347162246,0.001339598653875198,1.3731464782789793,0.027071065626561586,-0.0004981636975607147,0.010749652981758118
443__M_Right_little_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.00440155233622,0.8630209608132839,0.0019932411512218785,28.654700006224083,0.913524659293294,0.001363107161109208,1.6502984538878636,0.05050369848001002,-0.0006301339901126706,0.011233874596655369
443__M_Right_middle_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.064112289055643,0.8992271602718234,0.001966023800672798,28.42429704836466,0.9302391044601201,0.0014373756890138248,1.3601847593090177,0.03101194418829678,-0.0005286481116589731,0.010524498298764229
443__M_Right_ring_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",26.925258364749403,0.8801929126424491,0.0020298977562655464,28.435131771776824,0.9214492333370448,0.001433794211824219,1.5098734070274205,0.041256320694595616,-0.0005961035444413275,0.010880555957555771
443__M_Right_thumb_finger.BMP,443,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.180918571542815,0.9082978897159397,0.001913851085644088,28.38867120592518,0.9356540058051944,0.0014492151965011441,1.2077526343823664,0.0273561160892547,-0.00046463588914294387,0.010205339640378952
572__F_Left_index_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.6241298412811,0.7974931483537555,0.001728172204909599,29.132789997483112,0.8921061633905172,0.0012210150028860878,1.508660156202012,0.09461301503676167,-0.0005071572020235113,0.01148589700460434
572__F_Left_little_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.812594150599153,0.7617954299381375,0.0016547812255908382,29.419313538185655,0.8826943742494583,0.0011430589966160349,1.6067193875865016,0.12089894431132076,-0.0005117222289748034,0.011735486797988415
572__F_Left_middle_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.320467020532956,0.8414032366846502,0.0018533323137710088,28.644314606447864,0.9099954515577555,0.0013663706961529322,1.3238475859149084,0.0685922148731053,-0.00048696161761807664,0.010981373488903046
572__F_Left_ring_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.400851017810083,0.8340889724407196,0.0018193443157140715,28.816740369595195,0.906906883482635,0.0013131851503735475,1.4158893517851112,0.07281791104191548,-0.000506159165340524,0.01113214436918497
572__F_Left_thumb_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.305828412733867,0.834587592176944,0.0018595898143411753,28.603751313648495,0.9077736565999389,0.00137919244228504,1.297922900914628,0.07318606442299491,-0.0004803973720561353,0.011010661721229553
572__F_Right_index_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.46236185610437,0.8347724638455808,0.0017937578488015497,28.947084017746207,0.8985546919876337,0.0012743584359657934,1.4847221616418373,0.06378222814205292,-0.0005193994128357563,0.011325732804834843
572__F_Right_little_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.974544939353972,0.7329479814072252,0.001594209915804351,29.851028772656157,0.8625922511595487,0.0010348969874567513,1.876483833302185,0.12964426975232357,-0.0005593129283475997,0.012168186716735363
572__F_Right_middle_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.286906419383943,0.8481148620772362,0.0018677096301195127,28.628887285830743,0.911323776960969,0.001371233047394207,1.3419808664468,0.06320891488373281,-0.0004964765827253058,0.011044028215110302
572__F_Right_ring_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.675962306992894,0.7896063315761983,0.0017076692938429667,29.153138892402293,0.8910297436749339,0.0012153073116611267,1.4771765854093992,0.10142341209873562,-0.00049236198218184,0.011416174471378326
572__F_Right_thumb_finger.BMP,572,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.222879613560988,0.8812139176847636,0.0018954487167133127,28.630099493152024,0.9211716040889024,0.001370850360795608,1.407219879591036,0.03995768640413877,-0.0005245983559177046,0.011050538159906864
29__F_Left_index_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.623691427691885,0.7954367920094132,0.0017283466700372958,29.18749329910601,0.8874905391274691,0.0012057316748814908,1.5638018714141246,0.09205374711805592,-0.000522614995155805,0.011611081659793854
29__F_Left_little_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.41274074675311,0.8241425118806959,0.0018143702881231619,28.81793339487651,0.9012017118685246,0.0013128244624109003,1.4051926481233998,0.07705919998782873,-0.0005015458257122615,0.011216236278414726
29__F_Left_middle_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.14871397879486,0.8713243151237965,0.0019280957712296085,28.451780499575076,0.9187384802001715,0.0014283082675237558,1.3030665207802166,0.04741416507637497,-0.0004997875037058527,0.010909846052527428
29__F_Left_ring_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.068069623154493,0.8852838855306506,0.0019642331563697636,28.254878002574554,0.9267404216655493,0.0014945560252683724,1.1868083794200608,0.041456536134898636,-0.0004696771311013912,0.010663281194865704
29__F_Left_thumb_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.00724258759245,0.8884813020378352,0.0019919376539917696,28.20412186595479,0.9251556804241539,0.0015121254169394513,1.1968792783623385,0.03667437838631871,-0.00047981223705231835,0.010624440386891365
29__F_Right_index_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.13446795737326,0.8550214416386783,0.001934430826082868,28.503451118264955,0.9155674794257284,0.001411415518452885,1.3689831608916947,0.06054603778705003,-0.0005230153076299828,0.010968961752951145
29__F_Right_little_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.241294751244425,0.8476442870678902,0.0018874285708654986,28.60739108690268,0.9125088684505224,0.0013780370408283036,1.3660963356582556,0.06486458138263218,-0.000509391530037195,0.011068763211369514
29__F_Right_middle_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.250855791884682,0.83831398543185,0.0018832779466694744,28.682736361399392,0.9068142001054287,0.0013543358164258786,1.4318805695147105,0.0685002146735787,-0.0005289421302435958,0.011315438896417618
29__F_Right_ring_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",26.977191599302174,0.8919698833798766,0.002005768654746689,28.20431814607521,0.9301546227527857,0.001512057077721607,1.227126546773036,0.038184739372909116,-0.000493711577025082,0.010734009556472301
29__F_Right_thumb_finger.BMP,29,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",26.97520674425169,0.9095325257153511,0.0020066855602344016,28.148060196169236,0.9361201744835973,0.0015317714843516021,1.1728534519175469,0.026587648768246153,-0.0004749140758827995,0.010579262860119343
236__M_Left_index_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.230110186596267,0.8644258776392341,0.0018922956078444896,28.801154466795133,0.9179968208453059,0.001317906358472044,1.5710442801988656,0.05357094320607181,-0.0005743892493724457,0.010888134129345417
236__M_Left_little_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.487337971316265,0.8122688657089174,0.001783471619891689,29.060063425826918,0.8991082040176391,0.0012416341742168865,1.5727254545106533,0.0868393383087217,-0.0005418374456748025,0.011089609935879707
236__M_Left_middle_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.268425888389103,0.8386161139320135,0.0018756742278643796,28.834060078472653,0.9088660241906047,0.001307958583134667,1.56563419008355,0.07024991025859117,-0.0005677156447297126,0.011015276424586773
236__M_Left_ring_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.080380833903757,0.8716979291836321,0.00195867290946392,28.65423012731265,0.9191999600133299,0.0013632546485827343,1.5738492934088946,0.04750203082969784,-0.0005954182608811855,0.010949820280075073
236__M_Left_thumb_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.252487499118946,0.8528684914248585,0.0018825705047901583,28.717734831776806,0.917364182252884,0.0013434654954511056,1.4652473326578601,0.06449569082802542,-0.0005391050093390528,0.010480952449142933
236__M_Right_index_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.53921246464294,0.857044079580307,0.0017622955863351969,29.027049457205337,0.9137789585911632,0.0012511087292863547,1.4878369925623964,0.056734879010856165,-0.0005111868570488421,0.010863893665373325
236__M_Right_little_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.254971723082324,0.8556590841823817,0.0018814939565873446,28.658739977446412,0.9175305235259533,0.001361839736963212,1.4037682543640884,0.061871439343571644,-0.0005196542196241327,0.010561306029558182
236__M_Right_middle_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.369746618381576,0.870484657946229,0.0018324213287117393,28.723633184783193,0.922123854723692,0.0013416421116927864,1.3538865664016164,0.05163919677746298,-0.0004907792170189529,0.010409286245703697
236__M_Right_ring_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.35531229242566,0.8474338980606199,0.001838521744710349,28.868661051800185,0.9140003334519267,0.0012975792584785286,1.5133487593745265,0.0665664353913068,-0.0005409424862318204,0.0109211141243577
236__M_Right_thumb_finger.BMP,236,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.43324241478733,0.8936245013394952,0.0018058254049184786,28.87130197806066,0.9264005802052021,0.001296790445915153,1.438059563273331,0.03277607886570688,-0.0005090349590033255,0.010607440024614334
71__M_Left_index_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.400723074409225,0.852191063885957,0.0018193979144903785,28.680176547511557,0.9194373248537779,0.001355134322897814,1.2794534731023326,0.06724626096782094,-0.00046426359159256456,0.010405037552118301
71__M_Left_little_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.71066654139068,0.7914544510637522,0.0016940777788120003,29.20098736323763,0.8924375529776811,0.0012019911323249174,1.4903208218469501,0.1009831019139289,-0.0004920866464870829,0.011106652207672596
71__M_Left_middle_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.324002819836846,0.8594442137144804,0.0018518240412643122,28.56141858032595,0.9190715006736517,0.0013927018162533688,1.2374157604891032,0.0596272869591713,-0.00045912222501094343,0.010366839356720448
71__M_Left_ring_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.206743096008278,0.8708310496015549,0.0019025044899998523,28.453065459762342,0.9232403350564241,0.0014278857321585994,1.2463223637540644,0.052409285454869226,-0.00047461875784125286,0.010387822985649109
71__M_Left_thumb_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.216405175825415,0.8884816764104366,0.0018982765483447198,28.387197802985785,0.9319453624088764,0.001449706945825923,1.1707926271603704,0.04346368599843975,-0.0004485696025187968,0.010085012763738632
71__M_Right_index_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.699973363822046,0.8149432333825231,0.0016982540681729117,29.20310913358966,0.9017138393031955,0.0012014040361581744,1.5031357697676135,0.08677060592067243,-0.0004968500320147373,0.011029929853975773
