filename,subject_id,candidate,member,parameters_json,baseline_psnr,baseline_ssim,baseline_mse,psnr,ssim,mse,delta_psnr,delta_ssim,delta_mse,mean_absolute_change
71__M_Right_little_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.569618878214843,0.8136471458607912,0.0017500002558434424,28.977838778449907,0.9011076058073044,0.0012653658870564102,1.4082199002350642,0.08746045994651319,-0.0004846343687870322,0.010936222039163113
71__M_Right_middle_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.378813624145167,0.8729499959701598,0.0018285996722272328,28.661693207090483,0.9239855307494402,0.001360913992214922,1.2828795829453163,0.05103553477928047,-0.0004676856800123108,0.010468147695064545
71__M_Right_ring_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.672722631596756,0.8099496431675554,0.0017089436269009956,29.079040316127337,0.8999877098540664,0.0012362205775736546,1.4063176845305811,0.09003806668651104,-0.000472723049327341,0.011053512804210186
71__M_Right_thumb_finger.BMP,71,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.40409092316142,0.8698846017852724,0.0018179875622943683,28.823923571968876,0.9168877518257499,0.0013110149459559129,1.419832648807457,0.047003150040477504,-0.0005069726163384554,0.010782483033835888
470__F_Left_index_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",28.133949643174056,0.7459431124183834,0.0015367564184578272,29.831563431652622,0.876449503574431,0.0010395458687657304,1.6976137884785665,0.13050639115604756,-0.0004972105496920968,0.01166217029094696
470__F_Left_little_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",28.327626771703812,0.7130688598952889,0.0014697292005971575,30.20057928760258,0.8619301505424977,0.0009548652119711627,1.872952515898767,0.14886129064720877,-0.0005148639886259948,0.012057364918291569
470__F_Left_middle_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",28.16470653625059,0.7449561038237215,0.001525911501017648,29.891736507005096,0.8735244646939039,0.0010252419059072395,1.7270299707545043,0.12856836087018242,-0.0005006695951104085,0.011679291725158691
470__F_Left_ring_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",28.377701313850427,0.7209687273773551,0.0014528804121575277,30.26942505794854,0.8639918132385611,0.0009398477243518413,1.8917237440981118,0.14302308586120605,-0.0005130326878056864,0.01202268898487091
470__F_Left_thumb_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.507522688430683,0.8424409932396412,0.0017752018064236539,28.816855627515615,0.9145518228831291,0.0013131503000617258,1.309332939084932,0.07211082964348792,-0.0004620515063619281,0.01039237529039383
470__F_Right_index_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",28.214565289387025,0.7059878581789732,0.0015084935968839085,30.134359405066956,0.8182289262731075,0.0009695362677133652,1.919794115679931,0.11224106809413426,-0.0005389573291705433,0.012122415006160736
470__F_Right_little_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",28.225990208025095,0.7106608752552271,0.0015045304409989717,30.088900418219207,0.8584523143854141,0.0009797380119769157,1.8629102101941122,0.147791439130187,-0.000524792429022056,0.011952479369938374
470__F_Right_middle_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.99238090038815,0.7877955089430213,0.0015876761100837291,29.616053984411298,0.8915061277430654,0.0010924324738024664,1.6236730840231495,0.10371061880004406,-0.0004952436362812627,0.011394776403903961
470__F_Right_ring_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",28.175147109810183,0.749459243629396,0.0015222475684804621,29.92344058692774,0.8667364004571437,0.0010177847546449864,1.7482934771175564,0.11727715682774775,-0.0005044628138354758,0.011732407845556736
470__F_Right_thumb_finger.BMP,470,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.378970878121308,0.9028311878447532,0.001828533461539503,28.732738936346784,0.9281988727706074,0.0013388320687340142,1.3537680582254765,0.025367684925854173,-0.0004897013928054888,0.01046387292444706
503__M_Left_index_finger.BMP,503,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.558826483469133,0.8253404413299561,0.0017543544857281078,28.978064630250493,0.9054318715093136,0.001265300084301597,1.4192381467813604,0.08009143017935749,-0.0004890544014265108,0.01090394239872694
503__M_Left_little_finger.BMP,503,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.795892542403124,0.7767085953725874,0.0016611572491486452,29.34734097986954,0.886301264861524,0.0011621599424423525,1.5514484374664157,0.10959266948893664,-0.0004989973067062927,0.011328907683491707
503__M_Left_middle_finger.BMP,503,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.554136114835103,0.8208168461535275,0.0017562502073207595,29.00874199997148,0.9016511498997808,0.0012563938445789365,1.4546058851363775,0.08083430374625333,-0.000499856362741823,0.010987181216478348
503__M_Left_ring_finger.BMP,503,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.62301142125986,0.8177495028933287,0.0017286173110234886,28.99849126611751,0.9006890556179881,0.0012593628369661283,1.3754798448576508,0.08293955272465936,-0.0004692544740573603,0.010905655100941658
503__M_Left_thumb_finger.BMP,503,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.846020264971038,0.7823283968015909,0.0016420938459679472,29.381278221590577,0.8847010019601583,0.0011531138217998134,1.5352579566195388,0.10237260515856739,-0.0004889800241681338,0.01130462996661663
503__M_Right_index_finger.BMP,503,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.79343889482849,0.8155751483942568,0.0016620960236962943,29.40791467046635,0.8933098403127193,0.0011460631085928354,1.6144757756378603,0.0777346919184625,-0.000516032915103459,0.011403370648622513
503__M_Right_little_finger.BMP,503,M3 TV (weight=0.01),M3 TV,"{""weight"": 0.01}",27.991153400585176,0.7409707042609454,0.0015881249178941682,29.603322550286695,0.8749149030122757,0.0010956396612591575,1.6121691497015185,0.13394419875133035,-0.0004924852566350107,0.011592011898756027
