candidate,images,mean_psnr,std_psnr,median_psnr,min_psnr,max_psnr,mean_ssim,std_ssim,median_ssim,min_ssim,max_ssim,mean_mse,std_mse,median_mse,min_mse,max_mse,mean_delta_psnr,mean_delta_ssim,mean_delta_mse,runtime_seconds_total,runtime_seconds_mean
M1 NLM (h=0.07),500,29.567541818642823,0.5566863052120403,29.504783151261435,28.386879728637684,31.56443580266505,0.933602032624299,0.029910751362169287,0.9404759240171909,0.702582804509759,0.9641078342930078,0.0011135374568935444,0.00013727087692873746,0.0011207834523583378,0.0006975196066311297,0.0014498131252726405,2.210959197920684,0.09211267626906801,-0.0007283091410224691,238.7005909999716,0.4774011819999432
M1 NLM (h=0.06),500,29.53923830463815,0.6434914093946069,29.466467075441273,28.034347509568743,32.159539754678136,0.9389932282799707,0.02585136995159216,0.9443442963143587,0.7237780210468769,0.9668719825315475,0.0011238259061595096,0.00016043471190978553,0.0011307153633563858,0.0006081994520448189,0.001572408015615285,2.182655683916015,0.09750387192473971,-0.0007180206917565041,227.9322939994163,0.45586458799883256
M1 NLM (h=0.05),500,29.075600547688094,0.6909219631118917,28.990007878272337,27.648307636917284,32.27275915337718,0.941596636540251,0.02240076967270258,0.9460288532465697,0.7457098454005718,0.9699518293557167,0.0012522191254792847,0.0001874774608833566,0.001261825250600009,0.0005925487477621328,0.0017185779538671081,1.719017926965956,0.10010728018502009,-0.0005896274724367287,267.7157479006564,0.5354314958013129
M1 NLM (h=0.08),500,28.969507480229613,0.5962202379599041,28.91221722037482,27.53998720192198,31.132512066472252,0.9256068670934606,0.034053565355442836,0.9335196756823063,0.6822147766462564,0.961522364929676,0.0012794258782378993,0.00016904711756834812,0.00128463066471658,0.0007704576884088258,0.0017619812387272304,1.612924859507474,0.08411751073822962,-0.000562420719678114,234.3758872997132,0.4687517745994264
M1 NLM (h=0.04),500,28.576471825972245,0.6524349714576102,28.451592132462533,27.402558940088795,31.667971480384086,0.9411298354111686,0.02071431015725262,0.9457455771039128,0.7642752582067251,0.9718983830547333,0.001402808737562131,0.0001963978559329941,0.0014283702492350506,0.0006810874093751317,0.0018186289744179668,1.2198892052501105,0.09964047905593752,-0.00043903786035388235,226.2942855003639,0.4525885710007278
M1 NLM (h=0.03),500,28.161655150213875,0.6005321911126609,28.03302681057934,27.13659338603229,30.446999025453007,0.9359899802611786,0.02298070483740701,0.9415521990428567,0.7732786910675764,0.9711172316179275,0.00154094596881835,0.00019942914861852107,0.0015728864065905086,0.0009021943384860813,0.0019334843510588153,0.8050725294917376,0.09450062390594756,-0.00030090062909766344,237.00133380055195,0.4740026676011039
