Image,Quality band,Severity,Family,Technique ID,Technique,Metric domain,Role hint,Is image-processing technique,Notes,MSE,PSNR (dB),SSIM,Ridge coherence,Runtime (s),Delta PSNR vs degraded (dB),Delta PSNR vs common preprocessing (dB),PSNR delta to 28.17 dB,Binary foreground/ridge ratio,Connected components,Small components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Structural coherence,Reference ROI IoU proxy
445__M_Left_ring_finger.BMP,Higher quality,0.35,Fingerprint Ridge Enhancement,G7,Coherence-guided directional diffusion,grayscale,M2/M3 candidate,True,directional smoothing weighted by coherence,0.015786581309475273,18.017119092052276,0.6936725976878306,0.6549850702285767,0.3336532999528572,-0.3994556650335319,-0.3994556650335319,-10.152880907947726,,,,,,,,,,,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Fingerprint Ridge Enhancement,G8,Directional oriented filter-bank,grayscale,M2 candidate,True,orientation-selected elongated Gaussian smoothing,0.014848036704341617,18.283309675480766,0.7039407968000919,0.6387693285942078,0.10710799996741116,-0.13326508160504247,-0.13326508160504247,-9.886690324519236,,,,,,,,,,,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Segmentation,S1,Otsu thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.5348358154296875,91.0,71.0,0.9288179874420166,2.5962169410287865,7655.0,139.0,764.0,55.07194244604317,0.710908055305481,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Segmentation,S2,Adaptive/local Sauvola thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.347381591796875,158.0,92.0,0.36312922835350037,6.940173943600106,6142.0,358.0,208.0,17.156424581005588,0.6985801458358765,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Segmentation,S3,Local variance foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.81158447265625,2.0,1.0,0.9998871684074402,0.03760246672181695,1741.0,13.0,24.0,133.92307692307693,0.709464967250824,0.81158447265625
445__M_Left_ring_finger.BMP,Higher quality,0.35,Segmentation,S4,Coherence-based foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.7838592529296875,86.0,63.0,0.9767378568649292,1.6740962800023358,5224.0,143.0,222.0,36.53146853146853,0.7454981803894043,0.7838592529296875
445__M_Left_ring_finger.BMP,Higher quality,0.35,Segmentation,S5,Orientation-confidence segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.431640625,26.0,20.0,0.9523826241493225,0.9191176470588235,3573.0,102.0,205.0,35.029411764705884,0.7693105936050415,0.431640625
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-1,Opening,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.31927490234375,167.0,28.0,0.25511375069618225,7.981265532402983,4304.0,349.0,28.0,12.332378223495702,0.6983737945556641,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-2,Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3483428955078125,51.0,0.0,0.36769020557403564,2.2340006132550703,5285.0,206.0,120.0,25.655339805825243,0.6964402794837952,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-3,Opening + Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.322509765625,147.0,24.0,0.255062460899353,6.954958364875095,4352.0,319.0,48.0,13.642633228840126,0.6972764134407043,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-4,Morphological reconstruction,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.339569091796875,74.0,0.0,0.35953086614608765,3.3252448997932955,5285.0,265.0,107.0,19.943396226415093,0.698206901550293,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-5,Bridge / broken-ridge reconnection,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.24066162109375,48.0,1.0,0.31733450293540955,3.043367993913264,5216.0,190.0,112.0,27.45263157894737,0.7226695418357849,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3379364013671875,69.0,0.0,0.36126789450645447,3.1155461236284827,5247.0,254.0,106.0,20.65748031496063,0.698379635810852,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-7,Spur cleanup,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2189788818359375,74.0,8.0,0.27761131525039673,5.156435091631245,4691.0,203.0,59.0,23.108374384236452,0.7365681529045105,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2280731201171875,47.0,1.0,0.28574296832084656,3.1444437010771393,4933.0,173.0,85.0,28.514450867052023,0.7295340895652771,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Thinning / Feature Extraction,T1,Standard skeletonisation,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0752716064453125,47.0,18.0,0.2862355709075928,9.527670788566795,4933.0,173.0,85.0,28.514450867052023,0.7314503192901611,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Thinning / Feature Extraction,T2,Zhang-Suen thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.08056640625,47.0,18.0,0.2825757563114166,8.90151515151515,4844.0,170.0,83.0,28.49411764705882,0.7355448603630066,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Thinning / Feature Extraction,T3,Guo-Hall thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.07623291015625,47.0,18.0,0.28402721881866455,9.407526020816652,4985.0,178.0,90.0,28.00561797752809,0.7307583093643188,
445__M_Left_ring_finger.BMP,Higher quality,0.35,Thinning / Feature Extraction,T4,Morphological skeleton / medial axis,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.078216552734375,47.0,17.0,0.2836519777774811,9.168942645337495,5126.0,196.0,108.0,26.153061224489797,0.7270486950874329,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Control,CONTROL-DEGRADED,Degraded Input,grayscale,"Input condition/control, not a technique",False,"Input condition/control, not a technique",0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,0.0,0.0,-12.548449987316147,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Control,CONTROL-P0,Common Preprocessed Input P0,grayscale,"Common preprocessing control, not a member technique",False,"Common preprocessing control, not a member technique",0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,0.0,0.0,-12.548449987316147,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Denoising,D1,Gaussian filtering,grayscale,M1 candidate,True,sigma=0.65,0.027486032705830513,15.60887941069798,0.5376810950902412,0.5681489706039429,0.0008525000303052366,-0.012670601985874441,-0.012670601985874441,-12.561120589302021,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Denoising,D2,Median filtering,grayscale,M1 candidate,True,3x3 median,0.028237200806111973,15.491783577163076,0.5222988600415588,0.5988894104957581,0.007982700015418231,-0.1297664355207786,-0.1297664355207786,-12.678216422836925,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Denoising,D3,Bilateral filtering,grayscale,M1 candidate,True,"sigma_color=0.035, sigma_spatial=2.0",0.02898071290435982,15.378909354065467,0.4935902426424995,0.48249852657318115,0.11396819999208674,-0.24264065861838802,-0.24264065861838802,-12.791090645934535,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Denoising,D4,Non-local means,grayscale,M1 candidate,True,"patch_size=3, patch_distance=5, h=0.055",0.030750531605067667,15.121473718836281,0.47297272074369967,0.5707784295082092,0.052375399973243475,-0.5000762938475738,-0.5000762938475738,-13.04852628116372,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Denoising,D5,Wiener noise filtering,grayscale,M1 candidate,True,local window=5,0.03363170924075217,14.732510602808581,0.4156645795813446,0.6085829734802246,0.004974299983587116,-0.8890394098752736,-0.8890394098752736,-13.43748939719142,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Denoising,D6,Wavelet denoising,grayscale,M1 candidate,True,db2 level=2 shrinkage,0.027657525513668194,15.581866783059601,0.5212724950488138,0.5306702852249146,0.0032254999969154596,-0.03968322962425397,-0.03968322962425397,-12.5881332169404,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Denoising,D7,Anisotropic diffusion,grayscale,M1 candidate,True,Perona-Malik style fixed parameters,0.029085269987186954,15.363269004610657,0.5163795156793561,0.5698091983795166,0.005980000016279519,-0.2582810080731974,-0.2582810080731974,-12.806730995389344,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Restoration/Deblurring,R1,Wiener deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; no clean pixels used,0.025402194038171712,15.951287708792854,0.5600917841507604,0.5179650783538818,0.002482200041413307,0.3297376961089995,0.3297376961089995,-12.218712291207147,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Restoration/Deblurring,R2,Richardson-Lucy deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; 8 iterations,0.02606951032751461,15.838671262561277,0.5466387554165733,0.5047087669372559,0.022766700014472008,0.21712124987742243,0.21712124987742243,-12.331328737438724,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Restoration/Deblurring,R3,Total variation restoration,grayscale,M1 candidate,True,TV Chambolle weight=0.045,0.031019346912762386,15.083673501448928,0.4759738366069796,0.6160722970962524,0.010592199978418648,-0.5378765112349271,-0.5378765112349271,-13.086326498551074,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Restoration/Deblurring,R4,Tikhonov regularised inverse restoration,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; lambda=0.025,0.02695597256059326,15.693449943833222,0.5328906647097699,0.5088942050933838,0.009955100016668439,0.07189993114936755,0.07189993114936755,-12.47655005616678,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Restoration/Deblurring,R5,Edge-preserving restoration,grayscale,M1 candidate,True,TV followed by bilateral filter,0.030534407732322077,15.15210499479444,0.4857702242171504,0.5898988246917725,0.14621459995396435,-0.46944501788941473,-0.46944501788941473,-13.017895005205562,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Contrast Enhancement,C1,Global histogram equalisation,grayscale,M1 baseline candidate,True,global equalize_hist,0.019385737089812994,17.125176814789203,0.6189405390100368,0.49313732981681824,0.0038791000260971487,1.503626802105348,1.503626802105348,-11.044823185210799,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Contrast Enhancement,C2,Adaptive histogram equalisation,grayscale,M1 baseline candidate,True,AHE-like un-clipped adaptive histogram equalisation,0.0725237372442831,11.395198242297333,0.5803015541797744,0.48840248584747314,0.0062679999973624945,-4.226351770386522,-4.226351770386522,-16.77480175770267,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Contrast Enhancement,C3,CLAHE,grayscale,M1 baseline candidate,True,clip_limit=0.025,0.07138675953381368,11.463823315660486,0.5812926288061289,0.48860979080200195,0.00851469999179244,-4.157726697023369,-4.157726697023369,-16.706176684339518,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Contrast Enhancement,C4,Contrast stretching,grayscale,M1 candidate,True,2nd to 98th percentile,0.020750487334357998,16.829716992344334,0.5879074763782556,0.48820024728775024,0.002852700010407716,1.2081669796604793,1.2081669796604793,-11.340283007655668,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Contrast Enhancement,C5,Gamma correction,grayscale,M1 candidate,True,gamma=0.85,0.030914791612007015,15.098336766132853,0.503018411545215,0.4807402789592743,0.0012934999540448189,-0.523213246551002,-0.523213246551002,-13.071663233867149,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Contrast Enhancement,C6,Homomorphic filtering,grayscale,M1 candidate,True,log-domain high-frequency gain=0.70,0.03534031772887863,14.517295502656317,0.43233060121828315,0.4832543134689331,0.010884599993005395,-1.1042545100275376,-1.1042545100275376,-13.652704497343684,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G1,Ordinary Gabor filter,grayscale,M2 baseline,True,"fixed frequency=0.115, 8 orientations",0.04341787999826424,13.62331386029759,0.424850957125194,0.50839763879776,1.0930505999713205,-1.9982361523862657,-1.9982361523862657,-14.546686139702413,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G2,Literature-inspired Modified Gabor,grayscale,M2 literature technique,True,local orientation + local ridge frequency; exact article parameters unavailable,0.02741793747986041,15.619652182119237,0.5220309588892986,0.48425084352493286,2.083530400006566,-0.0018978305646175642,-0.0018978305646175642,-12.550347817880764,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G3,Adaptive local-orientation Gabor,grayscale,M2 candidate,True,"local orientation, fixed frequency",0.02718117030344303,15.65731848361963,0.5252349977906187,0.48433104157447815,0.7662390999612398,0.03576847093577484,0.03576847093577484,-12.512681516380372,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G4,Adaptive orientation-frequency Gabor,grayscale,M2 candidate,True,local orientation + local frequency,0.027456867386695623,15.613490138683437,0.5223484255253574,0.4842251241207123,2.096815600001719,-0.008059874000418077,-0.008059874000418077,-12.556509861316565,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G5,Log-Gabor,grayscale,M2 candidate,True,local selection from log-Gabor frequency/orientation bank,0.032945929872514025,14.821982303291431,0.4764162324728665,0.47348541021347046,0.3362397999735549,-0.7995677093924236,-0.7995677093924236,-13.34801769670857,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G6,STFT contextual enhancement,grayscale,M2 candidate,True,"32px blocks, band-pass contextual filtering",0.04172881551411056,13.795639427022987,0.34915947292603616,0.4211321175098419,0.07209069997770712,-1.8259105856608677,-1.8259105856608677,-14.374360572977015,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G7,Coherence-guided directional diffusion,grayscale,M2/M3 candidate,True,directional smoothing weighted by coherence,0.027805209086347947,15.558738348181278,0.5092185937997314,0.5183664560317993,0.3315152999712154,-0.06281166450257736,-0.06281166450257736,-12.611261651818724,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Fingerprint Ridge Enhancement,G8,Directional oriented filter-bank,grayscale,M2 candidate,True,orientation-selected elongated Gaussian smoothing,0.02753523403413681,15.601112279060597,0.5158154886081675,0.4964746832847595,0.10450050001963973,-0.020437733623257515,-0.020437733623257515,-12.568887720939404,,,,,,,,,,,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Segmentation,S1,Otsu thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.543670654296875,226.0,187.0,0.9135279059410095,6.342969407802413,8536.0,383.0,1208.0,22.287206266318538,0.5285249352455139,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Segmentation,S2,Adaptive/local Sauvola thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.27716064453125,647.0,487.0,0.26668134331703186,35.619907509359166,8210.0,1036.0,816.0,7.924710424710424,0.5218252539634705,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Segmentation,S3,Local variance foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.919769287109375,1.0,0.0,1.0,0.016589800590596903,1460.0,4.0,17.0,365.0,0.5035322904586792,0.919769287109375
576__M_Right_middle_finger.BMP,Higher quality,0.55,Segmentation,S4,Coherence-based foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.6722564697265625,112.0,82.0,0.9392604827880859,2.5421612910547697,6077.0,254.0,310.0,23.9251968503937,0.6142371296882629,0.6722564697265625
576__M_Right_middle_finger.BMP,Higher quality,0.55,Segmentation,S5,Orientation-confidence segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3914794921875,91.0,61.0,0.4711568355560303,3.5469285937012787,4074.0,241.0,239.0,16.904564315352697,0.6001706719398499,0.3914794921875
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-1,Opening,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.21075439453125,230.0,116.0,0.23291340470314026,16.65218650448885,2588.0,415.0,20.0,6.236144578313253,0.5148109793663025,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-2,Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2529754638671875,139.0,3.0,0.2109294831752777,8.38410036793534,3748.0,366.0,88.0,10.240437158469945,0.519866943359375,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-3,Opening + Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2133636474609375,204.0,90.0,0.23213902115821838,14.589143960523492,2626.0,384.0,23.0,6.838541666666667,0.5139702558517456,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-4,Morphological reconstruction,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.241180419921875,163.0,8.0,0.20865494012832642,10.312539541946096,4052.0,469.0,125.0,8.639658848614072,0.5201171040534973,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-5,Bridge / broken-ridge reconnection,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.173187255859375,136.0,14.0,0.12352422624826431,11.982378854625551,3634.0,346.0,76.0,10.502890173410405,0.5267356038093567,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.227630615234375,126.0,0.0,0.22107520699501038,8.446172409170131,3740.0,388.0,118.0,9.639175257731958,0.5196382403373718,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-7,Spur cleanup,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.146240234375,158.0,46.0,0.14534641802310944,16.485809682804675,2962.0,326.0,29.0,9.085889570552148,0.5316129326820374,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1477508544921875,111.0,8.0,0.13404937088489532,11.463389445419809,3106.0,282.0,56.0,11.01418439716312,0.5251876711845398,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Thinning / Feature Extraction,T1,Standard skeletonisation,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.047393798828125,111.0,77.0,0.14069542288780212,35.73728267868641,3106.0,282.0,56.0,11.01418439716312,0.5191171765327454,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Thinning / Feature Extraction,T2,Zhang-Suen thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0487823486328125,111.0,78.0,0.13575226068496704,34.720050046918985,2963.0,273.0,50.0,10.853479853479854,0.5176594257354736,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Thinning / Feature Extraction,T3,Guo-Hall thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.049346923828125,111.0,74.0,0.1332714855670929,34.32282003710575,3189.0,286.0,60.0,11.15034965034965,0.5135149359703064,
576__M_Right_middle_finger.BMP,Higher quality,0.55,Thinning / Feature Extraction,T4,Morphological skeleton / medial axis,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0525665283203125,111.0,69.0,0.12917271256446838,32.22060957910015,3445.0,306.0,79.0,11.258169934640524,0.5139515995979309,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Control,CONTROL-DEGRADED,Degraded Input,grayscale,"Input condition/control, not a technique",False,"Input condition/control, not a technique",0.037505378832330516,14.259064434807145,0.3472088247192675,0.3226686716079712,0.0,0.0,0.0,-13.910935565192856,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Control,CONTROL-P0,Common Preprocessed Input P0,grayscale,"Common preprocessing control, not a member technique",False,"Common preprocessing control, not a member technique",0.037505378832330516,14.259064434807145,0.3472088247192675,0.3226686716079712,0.0,0.0,0.0,-13.910935565192856,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Denoising,D1,Gaussian filtering,grayscale,M1 candidate,True,sigma=0.65,0.03528858071869908,14.52365808300059,0.3963546116980428,0.4504833221435547,0.0010683999862521887,0.2645936481934452,0.2645936481934452,-13.646341916999411,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Denoising,D2,Median filtering,grayscale,M1 candidate,True,3x3 median,0.03560131024771559,14.485340182383183,0.3911698774612695,0.5160442590713501,0.008477399998810142,0.22627574757603774,0.22627574757603774,-13.684659817616819,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Denoising,D3,Bilateral filtering,grayscale,M1 candidate,True,"sigma_color=0.035, sigma_spatial=2.0",0.0381596764849211,14.18395315870698,0.32392197057283756,0.3217327892780304,0.10657149995677173,-0.07511127610016466,-0.07511127610016466,-13.986046841293021,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Denoising,D4,Non-local means,grayscale,M1 candidate,True,"patch_size=3, patch_distance=5, h=0.055",0.039273082437657716,14.059050107965723,0.29777080817926455,0.38892459869384766,0.05099650000920519,-0.20001432684142273,-0.20001432684142273,-14.110949892034279,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Denoising,D5,Wiener noise filtering,grayscale,M1 candidate,True,local window=5,0.03815119596261294,14.184918432445606,0.33661311336188304,0.5458908081054688,0.00432019995059818,-0.07414600236153923,-0.07414600236153923,-13.985081567554396,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Denoising,D6,Wavelet denoising,grayscale,M1 candidate,True,db2 level=2 shrinkage,0.036571705927721194,14.368547810424285,0.3579323394575913,0.3888697028160095,0.003166799957398325,0.10948337561714006,0.10948337561714006,-13.801452189575716,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Denoising,D7,Anisotropic diffusion,grayscale,M1 candidate,True,Perona-Malik style fixed parameters,0.03669839137987901,14.353529719918665,0.3692427269805722,0.42603838443756104,0.00610430003143847,0.09446528511151975,0.09446528511151975,-13.816470280081337,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Restoration/Deblurring,R1,Wiener deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; no clean pixels used,0.03522573272729222,14.531399644042667,0.39590013095385185,0.3766220510005951,0.0020691000390797853,0.27233520923552135,0.27233520923552135,-13.638600355957335,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Restoration/Deblurring,R2,Richardson-Lucy deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; 8 iterations,0.036248404168847906,14.407111084286877,0.3734669628570599,0.35453474521636963,0.018197800032794476,0.14804664947973123,0.14804664947973123,-13.762888915713125,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Restoration/Deblurring,R3,Total variation restoration,grayscale,M1 candidate,True,TV Chambolle weight=0.045,0.03789305890599974,14.214403350159834,0.3459086082319767,0.5161169767379761,0.013383900048211217,-0.044661084647311,-0.044661084647311,-13.955596649840167,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Restoration/Deblurring,R4,Tikhonov regularised inverse restoration,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; lambda=0.025,0.03667106146590411,14.356765189427783,0.3659222647006046,0.35160720348358154,0.00715169997420162,0.09770075462063765,0.09770075462063765,-13.813234810572219,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Restoration/Deblurring,R5,Edge-preserving restoration,grayscale,M1 candidate,True,TV followed by bilateral filter,0.03822734147454104,14.176259039972866,0.338366059969635,0.452414870262146,0.11643769999500364,-0.08280539483427951,-0.08280539483427951,-13.993740960027136,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Contrast Enhancement,C1,Global histogram equalisation,grayscale,M1 baseline candidate,True,global equalize_hist,0.02769636617002451,15.575772076803418,0.45744807910722324,0.33606845140457153,0.0034176999470219016,1.3167076419962722,1.3167076419962722,-12.594227923196584,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Contrast Enhancement,C2,Adaptive histogram equalisation,grayscale,M1 baseline candidate,True,AHE-like un-clipped adaptive histogram equalisation,0.09295563852803694,10.31724261541985,0.3847066404612591,0.33727869391441345,0.005340599978808314,-3.941821819387295,-3.941821819387295,-17.85275738458015,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Contrast Enhancement,C3,CLAHE,grayscale,M1 baseline candidate,True,clip_limit=0.025,0.09151947468892416,10.384864813434053,0.38618623513125794,0.3373492360115051,0.00593669997761026,-3.8741996213730925,-3.8741996213730925,-17.78513518656595,,,,,,,,,,,
533__M_Right_ring_finger.BMP,Higher quality,0.75,Contrast Enhancement,C4,Contrast stretching,grayscale,M1 candidate,True,2nd to 98th percentile,0.03130971168373227,15.04320931576334,0.4067876484755191,0.33017462491989136,0.0011684000492095947,0.7841448809561946,0.7841448809561946,-13.126790684236662,,,,,,,,,,,
