Image,Quality band,Severity,Family,Technique ID,Technique,Metric domain,Role hint,Is image-processing technique,Notes,MSE,PSNR (dB),SSIM,Ridge coherence,Runtime (s),Delta PSNR vs degraded (dB),Delta PSNR vs common preprocessing (dB),PSNR delta to 28.17 dB,Binary foreground/ridge ratio,Connected components,Small components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Structural coherence,Reference ROI IoU proxy
514__F_Left_middle_finger.BMP,Medium quality,0.75,Denoising,D5,Wiener noise filtering,grayscale,M1 candidate,True,local window=5,0.04509261043333302,13.458946224451228,0.39659417773301436,0.562272310256958,0.004437699972186238,-0.051950943880566314,-0.051950943880566314,-14.711053775548773,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Denoising,D6,Wavelet denoising,grayscale,M1 candidate,True,db2 level=2 shrinkage,0.043583893634400184,13.606739739888232,0.35655556219380075,0.3963419795036316,0.0029316999716684222,0.09584257155643705,0.09584257155643705,-14.56326026011177,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Denoising,D7,Anisotropic diffusion,grayscale,M1 candidate,True,Perona-Malik style fixed parameters,0.04362930296687824,13.602217253596528,0.3966002584775089,0.4407353103160858,0.006740099983289838,0.09132008526473356,0.09132008526473356,-14.567782746403473,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Restoration/Deblurring,R1,Wiener deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; no clean pixels used,0.042408422920845144,13.72547877729152,0.37211069569522676,0.382784903049469,0.0020631999941542745,0.2145816089597261,0.2145816089597261,-14.444521222708481,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Restoration/Deblurring,R2,Richardson-Lucy deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; 8 iterations,0.04333912151884102,13.631198960477297,0.3528659912750574,0.36275720596313477,0.018193399999290705,0.12030179214550252,0.12030179214550252,-14.538801039522705,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Restoration/Deblurring,R3,Total variation restoration,grayscale,M1 candidate,True,TV Chambolle weight=0.045,0.04470126106088963,13.496802248756588,0.41305953083314295,0.5378293395042419,0.011920699966140091,-0.014094919575207143,-0.014094919575207143,-14.673197751243414,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Restoration/Deblurring,R4,Tikhonov regularised inverse restoration,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; lambda=0.025,0.04376856422478143,13.588376996624618,0.3479411945528122,0.36084336042404175,0.007844500010833144,0.07747982829282307,0.07747982829282307,-14.581623003375384,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Restoration/Deblurring,R5,Edge-preserving restoration,grayscale,M1 candidate,True,TV followed by bilateral filter,0.04495347969805826,13.472366853506658,0.4060509296288359,0.4631899893283844,0.11539920000359416,-0.03853031482513636,-0.03853031482513636,-14.697633146493343,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Contrast Enhancement,C1,Global histogram equalisation,grayscale,M1 baseline candidate,True,global equalize_hist,0.028472750819417997,15.455705726148166,0.42025724391765695,0.3429292142391205,0.0033570000086911023,1.944808557816371,1.944808557816371,-12.714294273851836,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Contrast Enhancement,C2,Adaptive histogram equalisation,grayscale,M1 baseline candidate,True,AHE-like un-clipped adaptive histogram equalisation,0.11734701325606016,9.305279596906054,0.32824861537745464,0.34118515253067017,0.005695600004401058,-4.205617571425741,-4.205617571425741,-18.864720403093948,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Contrast Enhancement,C3,CLAHE,grayscale,M1 baseline candidate,True,clip_limit=0.025,0.1150540832668601,9.390979636203078,0.32929890592914113,0.3410833179950714,0.0057339000049978495,-4.119917532128717,-4.119917532128717,-18.779020363796924,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Contrast Enhancement,C4,Contrast stretching,grayscale,M1 candidate,True,2nd to 98th percentile,0.03429535551655203,14.647646907475707,0.3807941991640539,0.33932986855506897,0.0010306999902240932,1.1367497391439123,1.1367497391439123,-13.522353092524295,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Contrast Enhancement,C5,Gamma correction,grayscale,M1 candidate,True,gamma=0.85,0.04907222993977666,13.091642063652127,0.32278296993294286,0.33233827352523804,0.0010022000060416758,-0.4192551046796673,-0.4192551046796673,-15.078357936347874,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Contrast Enhancement,C6,Homomorphic filtering,grayscale,M1 candidate,True,log-domain high-frequency gain=0.70,0.05036510697576795,12.978702392682393,0.30004688394582235,0.33569228649139404,0.009456300002057105,-0.5321947756494012,-0.5321947756494012,-15.191297607317608,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G1,Ordinary Gabor filter,grayscale,M2 baseline,True,"fixed frequency=0.115, 8 orientations",0.05596869679105535,12.520548053505982,0.301971436147292,0.36700916290283203,1.0539139999891631,-0.990349114825813,-0.990349114825813,-15.64945194649402,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G2,Literature-inspired Modified Gabor,grayscale,M2 literature technique,True,local orientation + local ridge frequency; exact article parameters unavailable,0.04383560904225202,13.581729550762958,0.34151005285167635,0.3529403507709503,2.0553352999850176,0.07083238243116341,0.07083238243116341,-14.588270449237044,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G3,Adaptive local-orientation Gabor,grayscale,M2 candidate,True,"local orientation, fixed frequency",0.04253399130258114,13.71263862069549,0.3579946374246585,0.370769202709198,0.4666338000097312,0.20174145236369512,0.20174145236369512,-14.457361379304512,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G4,Adaptive orientation-frequency Gabor,grayscale,M2 candidate,True,local orientation + local frequency,0.04370147848913053,13.595038699218161,0.3442270276206399,0.35690921545028687,2.1827507999842055,0.08414153088636667,0.08414153088636667,-14.57496130078184,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G5,Log-Gabor,grayscale,M2 candidate,True,local selection from log-Gabor frequency/orientation bank,0.04933994068361185,13.068013769540157,0.30245716989226507,0.3321376144886017,0.32615189999341965,-0.44288339879163807,-0.44288339879163807,-15.101986230459845,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G6,STFT contextual enhancement,grayscale,M2 candidate,True,"32px blocks, band-pass contextual filtering",0.059432386348076724,12.25976831461547,0.24028847371775772,0.3026680052280426,0.06232759996782988,-1.2511288537163239,-1.2511288537163239,-15.910231685384531,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G7,Coherence-guided directional diffusion,grayscale,M2/M3 candidate,True,directional smoothing weighted by coherence,0.04424047206365494,13.541802475815985,0.3308391636152849,0.35749518871307373,0.33771719998912886,0.030905307484189848,0.030905307484189848,-14.628197524184017,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Fingerprint Ridge Enhancement,G8,Directional oriented filter-bank,grayscale,M2 candidate,True,orientation-selected elongated Gaussian smoothing,0.04435822111869246,13.530258785243749,0.33061317713460603,0.3434714376926422,0.10625080001773313,0.01936161691195437,0.01936161691195437,-14.639741214756253,,,,,,,,,,,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Segmentation,S1,Otsu thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.5790252685546875,369.0,359.0,0.970353364944458,9.724088860779508,9119.0,428.0,1516.0,21.30607476635514,0.36577969789505005,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Segmentation,S2,Adaptive/local Sauvola thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2238922119140625,1521.0,1407.0,0.18482927978038788,103.6597832754038,9502.0,1549.0,1131.0,6.134280180761782,0.3683178722858429,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Segmentation,S3,Local variance foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.99688720703125,1.0,0.0,1.0,0.015306434825200516,588.0,1.0,3.0,588.0,0.33369767665863037,0.99688720703125
514__F_Left_middle_finger.BMP,Medium quality,0.75,Segmentation,S4,Coherence-based foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.4205169677734375,252.0,173.0,0.37280017137527466,9.144018288036575,4792.0,462.0,218.0,10.372294372294371,0.5117619633674622,0.4205169677734375
514__F_Left_middle_finger.BMP,Medium quality,0.75,Segmentation,S5,Orientation-confidence segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.336029052734375,127.0,97.0,0.46008536219596863,5.7669603124148585,4202.0,285.0,254.0,14.743859649122808,0.4845794439315796,0.336029052734375
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-1,Opening,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.121185302734375,107.0,52.0,0.34739360213279724,13.472676907579954,1352.0,167.0,7.0,8.095808383233534,0.39472153782844543,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-2,Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1486968994140625,75.0,1.0,0.29256027936935425,7.696254489481786,2008.0,194.0,52.0,10.350515463917526,0.39721542596817017,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-3,Opening + Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1229095458984375,97.0,41.0,0.3432650566101074,12.042209807572936,1341.0,153.0,4.0,8.764705882352942,0.39409059286117554,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-4,Morphological reconstruction,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.139739990234375,77.0,3.0,0.3066171705722809,8.407949333915703,2426.0,291.0,118.0,8.336769759450172,0.3972558379173279,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-5,Bridge / broken-ridge reconnection,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.092437744140625,74.0,4.0,0.14790359139442444,12.215252558600199,1920.0,174.0,38.0,11.03448275862069,0.3677322566509247,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.1331634521484375,59.0,0.0,0.32176005840301514,6.7606279362896755,2255.0,244.0,107.0,9.241803278688524,0.3998112082481384,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-7,Spur cleanup,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.0852813720703125,77.0,26.0,0.19377347826957703,13.777062086240829,1679.0,156.0,9.0,10.762820512820513,0.37240803241729736,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.0795745849609375,63.0,5.0,0.17181208729743958,12.080536912751679,1636.0,130.0,14.0,12.584615384615384,0.3651507794857025,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Thinning / Feature Extraction,T1,Standard skeletonisation,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.02496337890625,63.0,46.0,0.18215158581733704,38.50855745721272,1636.0,130.0,14.0,12.584615384615384,0.3496154248714447,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Thinning / Feature Extraction,T2,Zhang-Suen thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0256500244140625,63.0,43.0,0.17787031829357147,37.47769185008923,1570.0,123.0,9.0,12.764227642276422,0.3517594039440155,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Thinning / Feature Extraction,T3,Guo-Hall thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.0264434814453125,63.0,45.0,0.17426428198814392,36.353144835545294,1703.0,138.0,20.0,12.340579710144928,0.3498252332210541,
514__F_Left_middle_finger.BMP,Medium quality,0.75,Thinning / Feature Extraction,T4,Morphological skeleton / medial axis,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.028533935546875,63.0,42.0,0.16256684064865112,33.68983957219251,1870.0,159.0,39.0,11.761006289308176,0.3550609052181244,
457__M_Right_index_finger.BMP,Medium quality,0.35,Control,CONTROL-DEGRADED,Degraded Input,grayscale,"Input condition/control, not a technique",False,"Input condition/control, not a technique",0.013251318050460982,18.777409222122316,0.6898256189738503,0.6012032628059387,0.0,0.0,0.0,-9.392590777877686,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Control,CONTROL-P0,Common Preprocessed Input P0,grayscale,"Common preprocessing control, not a member technique",False,"Common preprocessing control, not a member technique",0.013251318050460982,18.777409222122316,0.6898256189738503,0.6012032628059387,0.0,0.0,0.0,-9.392590777877686,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Denoising,D1,Gaussian filtering,grayscale,M1 candidate,True,sigma=0.65,0.014064695495067834,18.518696660045258,0.7336669031853322,0.6629245281219482,0.0008829000289551914,-0.25871256207705784,-0.25871256207705784,-9.651303339954744,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Denoising,D2,Median filtering,grayscale,M1 candidate,True,3x3 median,0.014134381997569582,18.49723175565888,0.7339739664324559,0.6884620785713196,0.007669699960388243,-0.2801774664634351,-0.2801774664634351,-9.672768244341121,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Denoising,D3,Bilateral filtering,grayscale,M1 candidate,True,"sigma_color=0.035, sigma_spatial=2.0",0.013764056284259498,18.61253560121629,0.7139557950180899,0.6081911325454712,0.11930049996590242,-0.1648736209060253,-0.1648736209060253,-9.557464398783711,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Denoising,D4,Non-local means,grayscale,M1 candidate,True,"patch_size=3, patch_distance=5, h=0.055",0.014305891827288131,18.444850631577616,0.7318979981543389,0.6919522285461426,0.0519085000269115,-0.33255859054469994,-0.33255859054469994,-9.725149368422386,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Denoising,D5,Wiener noise filtering,grayscale,M1 candidate,True,local window=5,0.019528369924518438,17.093340067035562,0.6348188340257984,0.716458797454834,0.004378000041469932,-1.6840691550867533,-1.6840691550867533,-11.07665993296444,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Denoising,D6,Wavelet denoising,grayscale,M1 candidate,True,db2 level=2 shrinkage,0.013382463461193162,18.73463933718777,0.7225211514062332,0.6405408382415771,0.0030929999775253236,-0.04276988493454681,-0.04276988493454681,-9.435360662812233,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Denoising,D7,Anisotropic diffusion,grayscale,M1 candidate,True,Perona-Malik style fixed parameters,0.014375158047942373,18.423873717533287,0.7445881295842417,0.6836379766464233,0.006571200035978109,-0.35353550458902916,-0.35353550458902916,-9.746126282466715,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Restoration/Deblurring,R1,Wiener deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; no clean pixels used,0.012331748820074047,19.08975329807252,0.7135447036434547,0.6136176586151123,0.002293099998496473,0.31234407595020386,0.31234407595020386,-9.080246701927482,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Restoration/Deblurring,R2,Richardson-Lucy deconvolution,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; 8 iterations,0.01258124236920204,19.00276471176268,0.7037860469682035,0.6031713485717773,0.017599500017240644,0.22535548964036423,0.22535548964036423,-9.167235288237322,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Restoration/Deblurring,R3,Total variation restoration,grayscale,M1 candidate,True,TV Chambolle weight=0.045,0.01573691084738401,18.030805155350464,0.717186960729531,0.7283280491828918,0.009285000036470592,-0.7466040667718516,-0.7466040667718516,-10.139194844649538,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Restoration/Deblurring,R4,Tikhonov regularised inverse restoration,grayscale,M1 candidate,True,uses known synthetic Gaussian PSF formula; lambda=0.025,0.01345868789102863,18.70997278110735,0.6987891394020156,0.6281370520591736,0.008478700008708984,-0.06743644101496571,-0.06743644101496571,-9.460027218892652,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Restoration/Deblurring,R5,Edge-preserving restoration,grayscale,M1 candidate,True,TV followed by bilateral filter,0.014922238281277938,18.261660293901198,0.7278628843895015,0.7172567844390869,0.1499020999763161,-0.5157489282211181,-0.5157489282211181,-9.908339706098804,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Contrast Enhancement,C1,Global histogram equalisation,grayscale,M1 baseline candidate,True,global equalize_hist,0.019699585227128856,17.055429177706667,0.6182762518632486,0.5858066082000732,0.003925999975763261,-1.7219800444156483,-1.7219800444156483,-11.114570822293334,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Contrast Enhancement,C2,Adaptive histogram equalisation,grayscale,M1 baseline candidate,True,AHE-like un-clipped adaptive histogram equalisation,0.11401396818760022,9.430419387057974,0.487069857187155,0.5757755041122437,0.0063916000071913,-9.346989835064342,-9.346989835064342,-18.739580612942028,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Contrast Enhancement,C3,CLAHE,grayscale,M1 baseline candidate,True,clip_limit=0.025,0.10242847294880647,9.895793018983024,0.49528002725000364,0.5779993534088135,0.006639299972448498,-8.881616203139291,-8.881616203139291,-18.274206981016977,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Contrast Enhancement,C4,Contrast stretching,grayscale,M1 candidate,True,2nd to 98th percentile,0.00916951708641486,20.37653535892444,0.7350091339826659,0.6041260957717896,0.0012758999946527183,1.5991261368021235,1.5991261368021235,-7.793464641075563,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Contrast Enhancement,C5,Gamma correction,grayscale,M1 candidate,True,gamma=0.85,0.017606787383674848,17.543198801953608,0.6699588887301371,0.5997358560562134,0.0011407000129111111,-1.2342104201687079,-1.2342104201687079,-10.626801198046394,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Contrast Enhancement,C6,Homomorphic filtering,grayscale,M1 candidate,True,log-domain high-frequency gain=0.70,0.02207669501629078,16.56065941976379,0.6123051222342527,0.6020593047142029,0.010542300005909055,-2.2167498023585246,-2.2167498023585246,-11.60934058023621,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G1,Ordinary Gabor filter,grayscale,M2 baseline,True,"fixed frequency=0.115, 8 orientations",0.03632362176490238,14.39810855247509,0.5687462292472452,0.6211522817611694,1.163763899996411,-4.379300669647225,-4.379300669647225,-13.771891447524911,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G2,Literature-inspired Modified Gabor,grayscale,M2 literature technique,True,local orientation + local ridge frequency; exact article parameters unavailable,0.015928691184107703,17.978199074927545,0.6732442517964419,0.6091543436050415,2.0718418000033125,-0.7992101471947706,-0.7992101471947706,-10.191800925072457,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G3,Adaptive local-orientation Gabor,grayscale,M2 candidate,True,"local orientation, fixed frequency",0.016598975650241675,17.79918712151156,0.671334032508238,0.610734224319458,0.4680824999813922,-0.9782221006107541,-0.9782221006107541,-10.37081287848844,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G4,Adaptive orientation-frequency Gabor,grayscale,M2 candidate,True,local orientation + local frequency,0.01676124354204911,17.756937635449198,0.6687658846111034,0.6101335287094116,2.0498245999915525,-1.0204715866731178,-1.0204715866731178,-10.413062364550804,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G5,Log-Gabor,grayscale,M2 candidate,True,local selection from log-Gabor frequency/orientation bank,0.024160232647911912,16.168988880468536,0.6099093682742778,0.5929526090621948,0.4475714000291191,-2.6084203416537797,-2.6084203416537797,-12.001011119531466,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G6,STFT contextual enhancement,grayscale,M2 candidate,True,"32px blocks, band-pass contextual filtering",0.030814218625911056,15.112488404518064,0.5338195153785646,0.5657356977462769,0.08519120002165437,-3.6649208176042514,-3.6649208176042514,-13.057511595481937,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G7,Coherence-guided directional diffusion,grayscale,M2/M3 candidate,True,directional smoothing weighted by coherence,0.014723222750032123,18.319971173515494,0.6763688277518288,0.6238069534301758,0.3683138999622315,-0.45743804860682147,-0.45743804860682147,-9.850028826484508,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Fingerprint Ridge Enhancement,G8,Directional oriented filter-bank,grayscale,M2 candidate,True,orientation-selected elongated Gaussian smoothing,0.013759667294618175,18.613920671076517,0.6866179008285888,0.6094729900360107,0.11023130000103265,-0.1634885510457984,-0.1634885510457984,-9.556079328923484,,,,,,,,,,,
457__M_Right_index_finger.BMP,Medium quality,0.35,Segmentation,S1,Otsu thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.54412841796875,180.0,164.0,0.9342120289802551,5.047672462142457,5560.0,86.0,454.0,64.65116279069767,0.6552796959877014,
457__M_Right_index_finger.BMP,Medium quality,0.35,Segmentation,S2,Adaptive/local Sauvola thresholding,ridge map,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3705291748046875,124.0,88.0,0.6971544027328491,5.106453074167113,7402.0,309.0,670.0,23.954692556634303,0.6627237796783447,
457__M_Right_index_finger.BMP,Medium quality,0.35,Segmentation,S3,Local variance foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.7594757080078125,6.0,3.0,0.9981716871261597,0.12054728467241274,2228.0,36.0,56.0,61.888888888888886,0.6990861892700195,0.7594757080078125
457__M_Right_index_finger.BMP,Medium quality,0.35,Segmentation,S4,Coherence-based foreground segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.7556915283203125,89.0,69.0,0.9758505821228027,1.7970721857647654,5183.0,155.0,232.0,33.438709677419354,0.7308105230331421,0.7556915283203125
457__M_Right_index_finger.BMP,Medium quality,0.35,Segmentation,S5,Orientation-confidence segmentation,foreground mask,M3 candidate,True,Binary/structural output; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.436614990234375,13.0,9.0,0.9130145907402039,0.45432305864262246,2661.0,66.0,121.0,40.31818181818182,0.786781370639801,0.436614990234375
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-1,Opening,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3592529296875,83.0,16.0,0.4830954670906067,3.5253143051308187,4518.0,210.0,53.0,21.514285714285716,0.6578404307365417,
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-2,Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.387725830078125,33.0,1.0,0.7292798161506653,1.2987012987012987,5153.0,106.0,113.0,48.613207547169814,0.6532913446426392,
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-3,Opening + Closing,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3647918701171875,61.0,9.0,0.5006901621818542,2.551553938177103,4605.0,159.0,61.0,28.962264150943398,0.6561082005500793,
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-4,Morphological reconstruction,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3754425048828125,38.0,2.0,0.712944507598877,1.5444015444015444,5271.0,184.0,151.0,28.64673913043478,0.6559498310089111,
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-5,Bridge / broken-ridge reconnection,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2321929931640625,32.0,2.0,0.7140697836875916,2.102911217717027,5096.0,99.0,109.0,51.474747474747474,0.6563411355018616,
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.3745269775390625,36.0,0.0,0.7146872878074646,1.4666938276634751,5249.0,180.0,151.0,29.16111111111111,0.6560097932815552,
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-7,Spur cleanup,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.22174072265625,38.0,8.0,0.7153867483139038,2.614918799889898,4806.0,103.0,74.0,46.66019417475728,0.664810299873352,
457__M_Right_index_finger.BMP,Medium quality,0.35,Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,ridge map,M3 candidate,True,Binary ridge restoration; PSNR/MSE/SSIM intentionally not calculated,,,,,,,,,0.2245635986328125,32.0,3.0,0.7201195955276489,2.1743561867228376,4914.0,93.0,93.0,52.83870967741935,0.6613739132881165,
457__M_Right_index_finger.BMP,Medium quality,0.35,Thinning / Feature Extraction,T1,Standard skeletonisation,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.074981689453125,32.0,19.0,0.7291412353515625,6.512006512006512,4914.0,93.0,93.0,52.83870967741935,0.6536082625389099,
457__M_Right_index_finger.BMP,Medium quality,0.35,Thinning / Feature Extraction,T2,Zhang-Suen thinning,skeleton,M4 candidate,True,"Skeleton/feature output; counts are detections, not ground-truth accuracy",,,,,,,,,0.083282470703125,32.0,17.0,0.731769859790802,5.862953462806889,4886.0,90.0,90.0,54.28888888888889,0.6609283685684204,
