Image,Severity,Method,MSE,PSNR (dB),SSIM,Coherence,Match score (%),Runtime (s),Ridge endings,Bifurcations
101__M_Right_little_finger.BMP,0.55,Hybrid,0.038275808737033026,14.170756242398873,0.5508583046746713,0.7310113310813904,3.0,0.4711117999995622,106,26
101__M_Right_middle_finger.BMP,0.75,Degraded input,0.04796896464423395,13.190396551873977,0.3083482774909668,0.43649202585220337,7.0,0.0,123,36
101__M_Right_middle_finger.BMP,0.75,Global HE,0.03247782857177261,14.884130148625598,0.43631171651132966,0.5735706686973572,6.666666666666667,0.005918299999393639,123,36
101__M_Right_middle_finger.BMP,0.75,M1 CLAHE,0.13717152665684595,8.627360278358255,0.3038238323976404,0.43266233801841736,1.6666666666666667,0.0063665999987279065,123,36
101__M_Right_middle_finger.BMP,0.75,M1 Median + CLAHE,0.10776439134760525,9.675247196312561,0.37010106515594615,0.5471259355545044,1.6666666666666667,0.008887399999366608,123,36
101__M_Right_middle_finger.BMP,0.75,M1 Wiener + CLAHE,0.06639903432326331,11.778382367634242,0.430890852036357,0.667601466178894,1.6666666666666667,0.008903100000679842,123,36
101__M_Right_middle_finger.BMP,0.75,M1 CLAHE + Unsharp,0.14563754267934886,8.367266574626363,0.25979151800288,0.3573080897331238,0.3333333333333333,0.007192600000053062,123,36
101__M_Right_middle_finger.BMP,0.75,M1 Wiener + CLAHE + Unsharp,0.06433406071183595,11.915590354318244,0.42880670914217206,0.641933262348175,1.3333333333333333,0.009739899998749024,123,36
101__M_Right_middle_finger.BMP,0.75,Gabor,0.0967790435572747,10.142186742283288,0.2659035033769729,0.46593940258026123,2.0,0.48482760000115377,123,36
101__M_Right_middle_finger.BMP,0.75,Hybrid,0.05811478244401933,12.357133836631997,0.42247589420151055,0.6424271464347839,3.0,0.48132880000048317,123,36
101__M_Right_ring_finger.BMP,0.35,Degraded input,0.013287294932447832,18.765634250382472,0.6183204370443193,0.7047290802001953,36.666666666666664,0.0,142,38
101__M_Right_ring_finger.BMP,0.35,Global HE,0.023624167847595873,16.266434804086344,0.5631825907705911,0.7184012532234192,13.333333333333334,0.006224199998541735,142,38
101__M_Right_ring_finger.BMP,0.35,M1 CLAHE,0.10812339295793746,9.660803344144043,0.40289768784345764,0.6535036563873291,2.6666666666666665,0.006045599999197293,142,38
101__M_Right_ring_finger.BMP,0.35,M1 Median + CLAHE,0.07377882846006095,11.320682452514006,0.4446189067946485,0.6977446675300598,4.0,0.008610400000179652,142,38
101__M_Right_ring_finger.BMP,0.35,M1 Wiener + CLAHE,0.04372454368732369,13.59274714156008,0.5699954419959122,0.7531870007514954,8.333333333333334,0.008460299999569543,142,38
101__M_Right_ring_finger.BMP,0.35,M1 CLAHE + Unsharp,0.09778481259785263,10.097285922178454,0.3972781945087645,0.6214354634284973,2.0,0.0068787000000156695,142,38
101__M_Right_ring_finger.BMP,0.35,M1 Wiener + CLAHE + Unsharp,0.04030782872727819,13.946105954753039,0.5747860774898121,0.7419245839118958,9.333333333333334,0.00999740000042948,142,38
101__M_Right_ring_finger.BMP,0.35,Gabor,0.06311228923403986,11.998860666374565,0.43715104680469397,0.7007104158401489,3.3333333333333335,0.4785203999999794,142,38
101__M_Right_ring_finger.BMP,0.35,Hybrid,0.036007136263972936,14.436114177625752,0.5909969953713499,0.741683304309845,6.666666666666667,0.4700876999995671,142,38
101__M_Right_thumb_finger.BMP,0.55,Degraded input,0.03017926065945312,15.202914039061158,0.5375099442117055,0.7007127404212952,23.0,0.0,130,25
101__M_Right_thumb_finger.BMP,0.55,Global HE,0.019183297880881137,17.170767293682005,0.6703605149947033,0.7780959010124207,25.0,0.0061671000003116205,130,25
101__M_Right_thumb_finger.BMP,0.55,M1 CLAHE,0.08514229213995372,10.69854662235768,0.5443712255867655,0.7030238509178162,5.666666666666667,0.006063099999664701,130,25
101__M_Right_thumb_finger.BMP,0.55,M1 Median + CLAHE,0.06274314644648792,12.024337060704786,0.5881356638159679,0.7640968561172485,5.0,0.009101100000407314,130,25
101__M_Right_thumb_finger.BMP,0.55,M1 Wiener + CLAHE,0.04329878760303833,13.635242640318994,0.6343264715313813,0.7809693813323975,6.666666666666667,0.010027599999375525,130,25
101__M_Right_thumb_finger.BMP,0.55,M1 CLAHE + Unsharp,0.08889649886979797,10.51115343095806,0.5086534051155531,0.6447688937187195,3.0,0.0072995999998966,130,25
101__M_Right_thumb_finger.BMP,0.55,M1 Wiener + CLAHE + Unsharp,0.04085337010130615,13.887721115665649,0.6386710166964618,0.7732033729553223,7.666666666666667,0.009908899999572895,130,25
101__M_Right_thumb_finger.BMP,0.55,Gabor,0.06429155276611817,11.918460850549156,0.4598363134550438,0.6974524259567261,6.333333333333333,0.4900671000013972,130,25
101__M_Right_thumb_finger.BMP,0.55,Hybrid,0.03511976016807631,14.544484585414672,0.6363540348243474,0.7720947861671448,9.333333333333334,0.48150510000050417,130,25
102__M_Left_index_finger.BMP,0.75,Degraded input,0.05395443717666126,12.679728334259686,0.38379667733758527,0.4317303001880646,4.666666666666667,0.0,137,53
102__M_Left_index_finger.BMP,0.75,Global HE,0.04427444301300882,13.538468936703172,0.5198541781934647,0.5616310238838196,6.666666666666667,0.006370200000674231,137,53
102__M_Left_index_finger.BMP,0.75,M1 CLAHE,0.09720709618695303,10.123020301113236,0.4368661578247747,0.43315136432647705,1.0,0.006114800000432297,137,53
102__M_Left_index_finger.BMP,0.75,M1 Median + CLAHE,0.08221940137438484,10.85025689569143,0.5123756401110166,0.5451400876045227,2.6666666666666665,0.009054100000867038,137,53
102__M_Left_index_finger.BMP,0.75,M1 Wiener + CLAHE,0.06487479057454311,11.879240311082967,0.5405000227410114,0.6275231242179871,4.0,0.009210700000039651,137,53
102__M_Left_index_finger.BMP,0.75,M1 CLAHE + Unsharp,0.1159243750549606,9.358252366951614,0.37191599924154506,0.3611568212509155,0.0,0.0076575000002776505,137,53
102__M_Left_index_finger.BMP,0.75,M1 Wiener + CLAHE + Unsharp,0.06321577007223708,11.991745672712765,0.5386934348626948,0.6072661876678467,4.0,0.010765700000774814,137,53
102__M_Left_index_finger.BMP,0.75,Gabor,0.0764512259543691,11.16615545948867,0.3807623238357001,0.45346149802207947,2.3333333333333335,0.4825983999999153,137,53
102__M_Left_index_finger.BMP,0.75,Hybrid,0.053694692026016684,12.700686442398936,0.5304631350890766,0.6055809855461121,2.0,0.47662490000038815,137,53
102__M_Left_little_finger.BMP,0.35,Degraded input,0.014761937221154767,18.308566459512242,0.7036076577764759,0.7085781693458557,21.333333333333332,0.0,130,33
102__M_Left_little_finger.BMP,0.35,Global HE,0.03223230138938108,14.917086847133385,0.6813406649930477,0.7335332632064819,17.333333333333332,0.005891799999517389,130,33
102__M_Left_little_finger.BMP,0.35,M1 CLAHE,0.06462345470223908,11.89609828769403,0.6069602540418547,0.6766397356987,4.0,0.005897400000321795,130,33
102__M_Left_little_finger.BMP,0.35,M1 Median + CLAHE,0.04479099539391512,13.488092860866548,0.6431880304813048,0.7064300775527954,7.333333333333333,0.00823589999890828,130,33
102__M_Left_little_finger.BMP,0.35,M1 Wiener + CLAHE,0.03085619719882955,15.1065759860112,0.7107371256329229,0.7410978674888611,7.0,0.00926429999890388,130,33
102__M_Left_little_finger.BMP,0.35,M1 CLAHE + Unsharp,0.06823096247425871,11.660185024660802,0.5903471310978938,0.6481463313102722,5.333333333333333,0.006973500001549837,130,33
102__M_Left_little_finger.BMP,0.35,M1 Wiener + CLAHE + Unsharp,0.029994723267780618,15.229551405220004,0.7156634405228437,0.7362213134765625,7.0,0.0092253000002529,130,33
102__M_Left_little_finger.BMP,0.35,Gabor,0.06159220565270053,12.10474243293329,0.5274015377077628,0.6810387969017029,4.666666666666667,0.4918331999997463,130,33
102__M_Left_little_finger.BMP,0.35,Hybrid,0.03184047593806236,14.97020449234325,0.7017865921339537,0.7317425608634949,6.666666666666667,0.4752115000010235,130,33
102__M_Left_middle_finger.BMP,0.55,Degraded input,0.03004280731702362,15.222594876023889,0.5468670990929038,0.6064059734344482,19.0,0.0,138,50
102__M_Left_middle_finger.BMP,0.55,Global HE,0.01642396916105037,17.845218791025296,0.711386939556473,0.6843118071556091,15.0,0.005562199999985751,138,50
102__M_Left_middle_finger.BMP,0.55,M1 CLAHE,0.07579850334902194,11.203393694824333,0.565090754891817,0.6085320115089417,3.3333333333333335,0.005350899999029934,138,50
102__M_Left_middle_finger.BMP,0.55,M1 Median + CLAHE,0.06446389167527151,11.9068347974087,0.6104767915471626,0.6683903336524963,2.3333333333333335,0.007835000000341097,138,50
102__M_Left_middle_finger.BMP,0.55,M1 Wiener + CLAHE,0.05381044381855809,12.69133425958415,0.6280192587988271,0.7002481818199158,2.3333333333333335,0.008075400000961963,138,50
102__M_Left_middle_finger.BMP,0.55,M1 CLAHE + Unsharp,0.08347619500915388,10.784373550568615,0.5176294169566316,0.5492845177650452,2.0,0.006241799999770592,138,50
102__M_Left_middle_finger.BMP,0.55,M1 Wiener + CLAHE + Unsharp,0.05121223140889073,12.906263007628437,0.6340614210470931,0.6896527409553528,3.3333333333333335,0.009298699998907978,138,50
102__M_Left_middle_finger.BMP,0.55,Gabor,0.07041070462521856,11.52361309519083,0.47562027173729604,0.6078273057937622,2.3333333333333335,0.46931079999922076,138,50
102__M_Left_middle_finger.BMP,0.55,Hybrid,0.04405116010552017,13.560426497765299,0.6211620494195165,0.6849960684776306,3.0,0.46853510000073584,138,50
102__M_Left_ring_finger.BMP,0.75,Degraded input,0.04920290191181604,13.080092824537143,0.33820481812262626,0.4430690109729767,2.6666666666666665,0.0,129,38
102__M_Left_ring_finger.BMP,0.75,Global HE,0.028418251629423085,15.464026446017499,0.5529025745172996,0.5841303467750549,3.0,0.006554999999934807,129,38
102__M_Left_ring_finger.BMP,0.75,M1 CLAHE,0.11177547023112909,9.516534944113507,0.391262761398468,0.4537091851234436,2.6666666666666665,0.005965499998637824,129,38
102__M_Left_ring_finger.BMP,0.75,M1 Median + CLAHE,0.0892479239001827,10.494018777276066,0.4720780857418743,0.5756350159645081,1.3333333333333333,0.008929899999202462,129,38
102__M_Left_ring_finger.BMP,0.75,M1 Wiener + CLAHE,0.06648083156809523,11.773035568656965,0.511435874316086,0.6583238840103149,2.0,0.008965799999714363,129,38
102__M_Left_ring_finger.BMP,0.75,M1 CLAHE + Unsharp,0.12327169689786374,9.091366256919773,0.33313075551367866,0.3764868378639221,0.6666666666666666,0.007143099999666447,129,38
102__M_Left_ring_finger.BMP,0.75,M1 Wiener + CLAHE + Unsharp,0.06377077471197874,11.953783070037478,0.5104937354663588,0.6372365951538086,2.3333333333333335,0.009623599999031285,129,38
102__M_Left_ring_finger.BMP,0.75,Gabor,0.08646429998208138,10.63163170235933,0.32872882523993757,0.4718453884124756,0.6666666666666666,0.482799100000193,129,38
102__M_Left_ring_finger.BMP,0.75,Hybrid,0.05491823083376328,12.602834618123746,0.5020519314101679,0.6360813975334167,2.6666666666666665,0.47925430000032065,129,38
