count,mean_psnr,std_psnr,median_psnr,min_psnr,max_psnr,mean_mse,mean_ssim,above_28_17,percentage_above_28_17,margin_to_benchmark
500,29.63029354748012,0.6246403593241537,29.57110948991891,28.417826467787087,31.746031827579554,0.0010998859094308391,0.9357139698291848,500,100.0,1.46029354748012
