severity,filename,relative_path,selection_seed,runtime_seconds,coherence_before,coherence_after,delta_coherence,contrast_before,contrast_after,delta_contrast,fragmentation_before,fragmentation_after,delta_fragmentation,continuity_before,continuity_after,delta_continuity,ridge_coverage_before,ridge_coverage_after,delta_ridge_coverage
Hard,131__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\131__M_Left_little_finger_Obl.BMP,20261905,0.14062750000016422,0.6407060623168945,0.7202865481376648,0.07958048582077026,0.14416666328907013,0.13731729984283447,-0.006849363446235657,2.8800335131172434,2.378812708146112,-0.5012208049711315,22.60355029585799,28.488188976377952,5.884638680519963,0.2913970947265625,0.2886505126953125,-0.00274658203125
Hard,348__F_Right_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\348__F_Right_thumb_finger_Obl.BMP,20261905,0.1653470000001107,0.6799814105033875,0.780612051486969,0.10063064098358154,0.16749878227710724,0.16793733835220337,0.00043855607509613037,0.584214523573056,0.5984440454817475,0.014229521908691423,44.848101265822784,53.92727272727273,9.079171461449945,0.5172549256617913,0.49200117774070073,-0.025253747921090586
Hard,580__M_Right_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\580__M_Right_index_finger_Obl.BMP,20261905,0.16281120000007832,0.7076888680458069,0.8087445497512817,0.10105568170547485,0.16801613569259644,0.16070401668548584,-0.007312119007110596,1.4141344462456455,1.4503263234227701,0.036191877177124576,41.82945736434109,43.252252252252255,1.4227948879111665,0.4423980712890625,0.43163215800428817,-0.010765913284774331
Hard,448__M_Right_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\448__M_Right_little_finger_CR.BMP,20261905,0.17087309999988065,0.7547701001167297,0.7931426763534546,0.038372576236724854,0.21673138439655304,0.21284791827201843,-0.003883466124534607,2.2420700555004225,2.1953488372093024,-0.04672121829112008,30.33132530120482,32.30718954248366,1.9758642412788419,0.41912376374896015,0.416272982140921,-0.0028507816080391435
Hard,469__M_Right_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\469__M_Right_index_finger_Obl.BMP,20261905,0.11488239999994221,0.7237038016319275,0.7910323739051819,0.0673285722732544,0.17918512225151062,0.1717562973499298,-0.0074288249015808105,1.1368725669204534,1.1022320198401763,-0.034640547080277084,43.1640625,43.65289256198347,0.4888300619834709,0.4429168701171875,0.4429931640625,7.62939453125e-05
Hard,57__M_Right_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\57__M_Right_index_finger_CR.BMP,20261905,0.1325466000000688,0.7254844903945923,0.7685296535491943,0.04304516315460205,0.1951419711112976,0.1895115226507187,-0.0056304484605789185,3.5111518972190083,3.237539470002798,-0.2736124272162104,24.963133640552996,27.68041237113402,2.7172787305810253,0.3824310302734375,0.3817596435546875,-0.00067138671875
Hard,576__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\576__M_Left_thumb_finger_Obl.BMP,20261905,0.11949470000013207,0.6789557933807373,0.737733006477356,0.05877721309661865,0.18447476625442505,0.17758780717849731,-0.006886959075927734,5.250997689561017,5.024055860688892,-0.22694182887212477,15.482758620689655,16.45614035087719,0.9733817301875369,0.3632354736328125,0.3583831787109375,-0.004852294921875
Hard,582__M_Right_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\582__M_Right_little_finger_CR.BMP,20261905,0.17010149999987334,0.5540357828140259,0.5982760190963745,0.04424023628234863,0.15713676810264587,0.15188568830490112,-0.005251079797744751,4.636350864047206,4.394669690955486,-0.24168117309172032,15.312280701754386,16.9402390438247,1.6279583420703148,0.3258209228515625,0.322906494140625,-0.0029144287109375
Hard,384__F_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\384__F_Left_little_finger_Obl.BMP,20261905,0.12941440000008697,0.502625048160553,0.5501520037651062,0.04752695560455322,0.1475348025560379,0.14244972169399261,-0.005085080862045288,2.108147991989038,2.134813470673,0.026665478683962185,18.09433962264151,18.730964467005077,0.6366248443635669,0.289520263671875,0.2859039306640625,-0.0036163330078125
Hard,79__M_Left_index_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\79__M_Left_index_finger_Obl.BMP,20261905,0.18245200000001205,0.6364859342575073,0.7187420129776001,0.08225607872009277,0.1612354964017868,0.15278835594654083,-0.008447140455245972,3.386739611827537,2.906848711737503,-0.4798909000900342,19.269709543568464,23.239583333333332,3.9698737897648684,0.3514251708984375,0.3464508056640625,-0.004974365234375
Hard,342__M_Right_middle_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\342__M_Right_middle_finger_CR.BMP,20261905,0.1519792999999936,0.7218717932701111,0.782414972782135,0.060543179512023926,0.19553649425506592,0.18899394571781158,-0.0065425485372543335,1.4127444419659454,1.3796189268801968,-0.03312551508574857,32.787709497206706,36.52229299363057,3.7345834964238662,0.410430908203125,0.4092254638671875,-0.0012054443359375
Hard,514__F_Left_middle_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Hard\514__F_Left_middle_finger_Zcut.BMP,20261905,0.19480640000006133,0.6886491775512695,0.7532751560211182,0.06462597846984863,0.1668613851070404,0.16071180999279022,-0.006149575114250183,1.3970382788488405,1.411688783124269,0.014650504275428577,31.958579881656803,36.172413793103445,4.213833911446642,0.3822784423828125,0.3783111572265625,-0.00396728515625
