severity,filename,coherence_before,contrast_before,fragmentation_before,continuity_before,ridge_coverage_before,coherence_after,contrast_after,fragmentation_after,continuity_after,ridge_coverage_after,delta_coherence,delta_contrast,delta_fragmentation,delta_continuity,delta_ridge_coverage
Easy,588__M_Right_index_finger_Zcut.BMP,0.7134928107261658,0.23787064850330353,2.7472527472527473,27.380487804878047,0.44989013671875,0.7568433284759521,0.23298808932304382,2.3381112127681205,29.053475935828878,0.4503021240234375,0.04335051774978638,-0.004882559180259705,-0.40914153448462676,1.6729881309508308,0.0004119873046875
Easy,440__M_Left_little_finger_Zcut.BMP,0.63032066822052,0.18193504214286804,5.350454788657036,16.92982456140351,0.34222412109375,0.6709175109863281,0.17832304537296295,4.57748059058475,19.364754098360656,0.3400115966796875,0.040596842765808105,-0.0036119967699050903,-0.7729741980722853,2.4349295369571458,-0.0022125244140625
Easy,587__M_Left_ring_finger_Zcut.BMP,0.6721588373184204,0.1863357126712799,7.458164359297069,15.845921450151057,0.3273468017578125,0.7322128415107727,0.18116602301597595,5.41361952702061,19.7265625,0.321319580078125,0.060054004192352295,-0.005169689655303955,-2.0445448322764586,3.8806410498489434,-0.0060272216796875
Easy,62__M_Left_index_finger_Obl.BMP,0.6598409414291382,0.18518254160881042,4.556607080266386,20.537414965986393,0.3917999267578125,0.7128119468688965,0.1790340095758438,3.4756121373062054,23.78838174273859,0.3907318115234375,0.0529710054397583,-0.006148532032966614,-1.0809949429601806,3.250966776752197,-0.001068115234375
Easy,400__M_Left_little_finger_Obl.BMP,0.5511428713798523,0.16486701369285583,5.091131249363609,17.456066945606693,0.299713134765625,0.588797926902771,0.16168063879013062,4.445125689760883,18.97196261682243,0.29864501953125,0.0376550555229187,-0.0031863749027252197,-0.6460055596027257,1.5158956712157377,-0.001068115234375
Easy,184__M_Left_little_finger_Obl.BMP,0.6080968976020813,0.1685968041419983,0.9751340809361287,50.03921568627451,0.3442535400390625,0.6388635039329529,0.1648203730583191,0.755891507336594,55.02247191011236,0.343170166015625,0.030766606330871582,-0.0037764310836791992,-0.2192425735995347,4.983256223837849,-0.0010833740234375
Easy,91__F_Right_index_finger_CR.BMP,0.5701315999031067,0.17902344465255737,2.340341134470448,21.60754716981132,0.384674072265625,0.6129582524299622,0.1751364916563034,1.8931177282587262,23.358649789029535,0.3868865966796875,0.04282665252685547,-0.0038869529962539673,-0.44722340621172196,1.7511026192182158,0.0022125244140625
Easy,187__M_Right_little_finger_CR.BMP,0.5594992637634277,0.1726345717906952,13.613666228646519,7.952561669829222,0.2902984619140625,0.6114583015441895,0.1673501878976822,10.853873710099984,9.060402684563758,0.2853851318359375,0.05195903778076172,-0.0052843838930130005,-2.7597925185465346,1.1078410147345368,-0.004913330078125
Easy,358__M_Right_ring_finger_CR.BMP,0.6592485904693604,0.1937636137008667,5.536979110487901,17.644257703081234,0.4243927001953125,0.7206590175628662,0.186476469039917,4.1205345945752265,19.758278145695364,0.4258575439453125,0.06141042709350586,-0.007287144660949707,-1.4164445159126746,2.1140204426141302,0.00146484375
Easy,164__M_Right_thumb_finger_Zcut.BMP,0.5672405958175659,0.23022674024105072,5.108824970256841,13.633832976445396,0.436065673828125,0.5931262969970703,0.22724410891532898,4.79540760964682,14.075170842824601,0.4359283447265625,0.025885701179504395,-0.0029826313257217407,-0.31341736061002123,0.4413378663792056,-0.0001373291015625
Easy,365__M_Left_index_finger_Zcut.BMP,0.7063008546829224,0.15735499560832977,2.7673705722070845,26.557377049180328,0.3583984375,0.7797806262969971,0.14867208898067474,1.526318084688849,37.376068376068375,0.3498992919921875,0.07347977161407471,-0.00868290662765503,-1.2410524875182354,10.818691326888047,-0.0084991455078125
Easy,346__M_Left_little_finger_Obl.BMP,0.6445584297180176,0.1673574149608612,2.9640771544859317,29.901840490797547,0.35235615968574147,0.6995140910148621,0.1626494824886322,2.5418728155780492,33.00729927007299,0.3480300780386086,0.05495566129684448,-0.004707932472229004,-0.42220433890788245,3.1054587792754447,-0.0043260816471328845
Easy,465__F_Right_little_finger_Zcut.BMP,0.6484818458557129,0.18993212282657623,3.1400294129337416,25.78440366972477,0.3838958740234375,0.690894603729248,0.18568232655525208,2.7036698342014236,27.66331658291457,0.3837738037109375,0.042412757873535156,-0.004249796271324158,-0.436359578732318,1.8789129131898008,-0.0001220703125
Easy,258__M_Left_little_finger_Zcut.BMP,0.6237266063690186,0.1774386614561081,5.339028296849974,17.053459119496857,0.34295654296875,0.672673761844635,0.1727241426706314,3.2230628049599357,22.799126637554586,0.3408660888671875,0.048947155475616455,-0.004714518785476685,-2.115965491890038,5.745667518057729,-0.0020904541015625
Easy,258__M_Right_index_finger_Obl.BMP,0.6346731185913086,0.16039636731147766,1.654819662266351,37.35099337748344,0.4057159423828125,0.7045238614082336,0.1581462025642395,1.0154346060113728,48.64356435643565,0.3917014032519808,0.06985074281692505,-0.002250164747238159,-0.6393850562549781,11.292570978952206,-0.014014539130831727
Easy,265__M_Left_middle_finger_CR.BMP,0.6844030022621155,0.1976781040430069,2.946637603939614,26.643979057591622,0.378021240234375,0.7362561225891113,0.1927717924118042,2.3971072197619145,30.61006289308176,0.3755645751953125,0.05185312032699585,-0.004906311631202698,-0.5495303841776993,3.9660838354901387,-0.0024566650390625
Easy,501__M_Right_thumb_finger_Zcut.BMP,0.6570506691932678,0.1926940679550171,3.937156918417566,26.310924369747898,0.4030609130859375,0.7131224274635315,0.19001978635787964,3.623621232031219,26.90232558139535,0.3925685076050085,0.05607175827026367,-0.002674281597137451,-0.31353568638634677,0.591401211647451,-0.010492405480929001
Easy,405__M_Left_middle_finger_Obl.BMP,0.6880563497543335,0.15605464577674866,5.276289418790134,19.016949152542374,0.3730621337890625,0.789375901222229,0.14522284269332886,2.022670768193502,30.41717791411043,0.3621063232421875,0.10131955146789551,-0.0108318030834198,-3.2536186505966325,11.400228761568055,-0.010955810546875
Easy,220__F_Right_index_finger_Zcut.BMP,0.6986669301986694,0.2067161500453949,4.068286376943843,20.884476534296027,0.4013214111328125,0.7418926954269409,0.20207740366458893,3.2835706922225194,23.334710743801654,0.3996429443359375,0.043225765228271484,-0.004638746380805969,-0.7847156847213235,2.450234209505627,-0.001678466796875
Easy,515__M_Left_thumb_finger_Obl.BMP,0.6698339581489563,0.15892861783504486,15.46793959700739,8.492331288343559,0.3324432373046875,0.7795190215110779,0.14864858984947205,10.491493383742911,11.422907488986784,0.3228759765625,0.10968506336212158,-0.010280027985572815,-4.976446213264479,2.930576200643225,-0.0095672607421875
Easy,331__M_Right_middle_finger_Obl.BMP,0.6773927807807922,0.20751677453517914,1.7301038062283738,33.167883211678834,0.3880615234375,0.7123345732688904,0.2031116783618927,1.6634322151372332,35.959016393442624,0.3852691650390625,0.034941792488098145,-0.004405096173286438,-0.06667159109114063,2.79113318176379,-0.0027923583984375
Easy,139__M_Right_little_finger_Obl.BMP,0.6467084288597107,0.17267410457134247,4.237801186584332,20.23643410852713,0.3780670166015625,0.7004846334457397,0.16622334718704224,3.3478953170293555,24.014423076923077,0.3737335205078125,0.05377620458602905,-0.006450757384300232,-0.8899058695549766,3.7779889683959453,-0.00433349609375
Easy,299__M_Left_ring_finger_CR.BMP,0.6603781580924988,0.1507212519645691,2.3334915361493436,27.583732057416267,0.38580322265625,0.7521588206291199,0.14077015221118927,0.8032451102453914,47.526785714285715,0.3799285888671875,0.0917806625366211,-0.009951099753379822,-1.530246425903952,19.94305365686945,-0.0058746337890625
Easy,7__M_Left_ring_finger_Zcut.BMP,0.5982761383056641,0.17398622632026672,1.050685046650416,46.29661016949152,0.363067626953125,0.6190255880355835,0.17152541875839233,0.8822046714837843,50.132075471698116,0.36322021484375,0.020749449729919434,-0.0024608075618743896,-0.16848037516663172,3.835465302206593,0.000152587890625
Easy,294__M_Left_ring_finger_Zcut.BMP,0.6596493721008301,0.20330572128295898,4.016064257028113,23.453271028037385,0.341949462890625,0.6871907114982605,0.20071667432785034,3.229133964210432,27.583333333333332,0.3402252197265625,0.02754133939743042,-0.0025890469551086426,-0.7869302928176807,4.130062305295947,-0.0017242431640625
Easy,17__M_Right_little_finger_Obl.BMP,0.6376668214797974,0.1516110897064209,2.8750759263008705,26.6010101010101,0.3768157958984375,0.7138810753822327,0.14263364672660828,1.5497869043006587,34.6328125,0.3544464111328125,0.0762142539024353,-0.008977442979812622,-1.3252890220002118,8.0318023989899,-0.022369384765625
Easy,143__M_Right_middle_finger_CR.BMP,0.690852701663971,0.19975879788398743,6.463845557183487,14.987381703470032,0.354095458984375,0.7456260919570923,0.1933773308992386,4.913573747477407,17.51750972762646,0.347808837890625,0.05477339029312134,-0.00638146698474884,-1.5502718097060804,2.5301280241564292,-0.00628662109375
Easy,223__M_Right_thumb_finger_Zcut.BMP,0.6834282279014587,0.23398783802986145,8.675623800383876,11.098265895953757,0.397491455078125,0.7074689269065857,0.23056933283805847,8.086253369272237,11.579381443298969,0.396270751953125,0.024040699005126953,-0.0034185051918029785,-0.5893704311116394,0.4811155473452118,-0.001220703125
Easy,133__M_Left_index_finger_Obl.BMP,0.732996940612793,0.17664247751235962,2.576593260598253,30.12574850299401,0.3790130615234375,0.8118634819984436,0.1693008840084076,1.7989288196573858,38.90756302521008,0.3732147216796875,0.07886654138565063,-0.007341593503952026,-0.7776644409408673,8.78181452221607,-0.00579833984375
Easy,342__M_Left_little_finger_Obl.BMP,0.5978978872299194,0.15540258586406708,6.47777543711818,15.318840579710145,0.28973388671875,0.6602301597595215,0.1512221097946167,5.295207836907598,17.986899563318776,0.2881622314453125,0.06233227252960205,-0.004180476069450378,-1.1825676002105823,2.6680589836086313,-0.0015716552734375
