Pipeline ID,Pipeline,Is finalist,Final output used for PSNR/MSE/SSIM,Images,MSE_mean,MSE_std,PSNR_mean,PSNR_std,SSIM_mean,SSIM_std,Coherence_mean,Coherence_std,Runtime_mean
C4,P0 -> Total Variation Restoration -> CLAHE,True,CLAHE,24,0.04931035511748764,0.012402399543322696,13.224078003055553,1.2280269302856448,0.6092412044463782,0.11017788497242016,0.6129063380261263,0.08600565652290286,0.012284258339301838
C3,P0 -> CLAHE -> Total Variation Restoration,True,Total Variation Restoration,24,0.08185170477944483,0.022267309480767737,11.029381496425607,1.2245734314890007,0.5085953570526488,0.12704686751476604,0.5322785414755344,0.10973682915480479,0.010037233335121224
B1,P0 -> CLAHE,True,CLAHE,24,0.0936142299712216,0.02582292519090481,10.454648555593684,1.2644824695857697,0.46034017884377065,0.1330577684322336,0.46335367237528163,0.115343701278045,0.004788804176011278
B0,P0 only,False,P0,24,0.029307938823577698,0.014158197237080953,15.897014328690666,2.371908667322826,0.5080826086139989,0.1573526232967078,0.46895937000711757,0.12216336644714829,8.721249469090253e-05
