Experiment,Category,Altered split,Image,Relative path,Method ID,Member,Technique,Role,Is member technique,Is baseline,Fixed parameters,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Ridge coverage in foreground,Fragmentation per 1000 ridge pixels,Small connected components <20px,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0,Delta Ridge coherence vs NLM,Delta Local contrast vs NLM,Delta Foreground/background separation proxy vs NLM,Delta Ridge coverage in foreground vs NLM,Delta Fragmentation per 1000 ridge pixels vs NLM,Delta Small connected components <20px vs NLM,Delta Ridge continuity proxy vs NLM
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09498249995522201,0.7026429176330566,0.1958596557378769,0.1958596557378769,0.3940277099609375,2.0911590442628665,0.0,24.104761904761904,0.046852290630340576,-0.0054721832275390625,-0.0054721832275390625,-0.002288818359375,-0.1419291627213095,0.0,0.8840411840411839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",1.894367599976249,0.6766544580459595,0.18731701374053955,0.18731701374053955,0.390533447265625,2.5396577322810034,0.0,21.786324786324787,0.020863831043243408,-0.014014825224876404,-0.014014825224876404,-0.0057830810546875,0.30656952529682746,0.0,-1.4343959343959334,-0.025988459587097168,-0.008542641997337341,-0.008542641997337341,-0.0034942626953125,0.44849868801813697,0.0,-2.3184371184371173
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.003957199980504811,0.6816990971565247,0.1927691251039505,0.1927691251039505,0.3946533203125,2.3198267862666255,0.0,22.795454545454547,0.025908470153808594,-0.008562713861465454,-0.008562713861465454,-0.0016632080078125,0.08673857928244955,0.0,-0.4252661752661737,-0.020943820476531982,-0.0030905306339263916,-0.0030905306339263916,0.0006256103515625,0.22866774200375906,0.0,-1.3093073593073576
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.3177353999344632,0.6606062650680542,0.1869792342185974,0.1869792342185974,0.390960693359375,2.185621731324643,0.0,22.821428571428573,0.004815638065338135,-0.014352604746818542,-0.014352604746818542,-0.0053558349609375,-0.0474664756595331,0.0,-0.3992921492921475,-0.04203665256500244,-0.00888042151927948,-0.00888042151927948,-0.0030670166015625,0.09446268706177641,0.0,-1.2833333333333314
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}",0.006521499948576093,0.6825293898582458,0.21139775216579437,0.21139775216579437,0.3951416015625,2.162496138399753,0.0,23.562770562770563,0.026738762855529785,0.010065913200378418,0.010065913200378418,-0.0011749267578125,-0.07059206858442302,0.0,0.34204984204984257,-0.02011352777481079,0.01553809642791748,0.01553809642791748,0.0011138916015625,0.07133709413688649,0.0,-0.5419913419913414
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}",1.12832530005835,0.7119476795196533,0.14629864692687988,0.14629864692687988,0.330230712890625,3.6041031327973387,0.0,18.50194552529183,0.056157052516937256,-0.05503319203853607,-0.05503319203853607,-0.0660858154296875,1.3710149258131628,0.0,-4.71877519542889,0.00930476188659668,-0.04956100881099701,-0.04956100881099701,-0.0637969970703125,1.5129440885344723,0.0,-5.602816379470074
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}",0.0025158000644296408,0.6776590347290039,0.2105858325958252,0.2105858325958252,0.4005584716796875,2.1713458534912955,0.0,23.381165919282513,0.021868407726287842,0.00925399363040924,0.00925399363040924,0.004241943359375,-0.061742353492880486,0.0,0.16044519856179207,-0.024983882904052734,0.014726176857948303,0.014726176857948303,0.00653076171875,0.08018680922842902,0.0,-0.7235959854793919
direct Altered member comparison,Hard,Altered-Hard,285__M_Left_thumb_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Hard\285__M_Left_thumb_finger_Obl.BMP,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}",0.0009049000218510628,0.6557906270027161,0.20133183896541595,0.20133183896541595,0.3963165283203125,2.233088206984176,0.0,23.22072072072072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046852290630340576,0.0054721832275390625,0.0054721832275390625,0.002288818359375,0.1419291627213095,0.0,-0.8840411840411839
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}",0.00012209999840706587,0.5518267154693604,0.16344082355499268,0.16344082355499268,0.2894744873046875,1.9503452638237309,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019448041915893555,0.0017705559730529785,0.0017705559730529785,7.62939453125e-05,-0.1586919606832815,0.0,0.1913043478260903
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.10220449999906123,0.5712747573852539,0.1616702675819397,0.1616702675819397,0.289398193359375,2.1090372245070124,0.0,35.80869565217391,0.019448041915893555,-0.0017705559730529785,-0.0017705559730529785,-7.62939453125e-05,0.1586919606832815,0.0,-0.1913043478260903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",1.9038809000048786,0.5853292346000671,0.1478087604045868,0.1478087604045868,0.2823486328125,2.1076523994811933,0.0,35.55652173913043,0.03350251913070679,-0.015632063150405884,-0.015632063150405884,-0.0071258544921875,0.15730713565746246,0.0,-0.44347826086956843,0.014054477214813232,-0.013861507177352905,-0.013861507177352905,-0.007049560546875,-0.0013848250258190475,0.0,-0.25217391304347814
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.0032239999854937196,0.5731592178344727,0.15693241357803345,0.15693241357803345,0.289306640625,2.0042194092827,0.0,34.78813559322034,0.021332502365112305,-0.0065084099769592285,-0.0065084099769592285,-0.0001678466796875,0.05387414545896929,0.0,-1.211864406779661,0.00188446044921875,-0.00473785400390625,-0.00473785400390625,-9.1552734375e-05,-0.10481781522431222,0.0,-1.0205600589535706
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.3068674999522045,0.565946102142334,0.1543845385313034,0.1543845385313034,0.288482666015625,1.904157410345922,0.0,35.62068965517241,0.014119386672973633,-0.00905628502368927,-0.00905628502368927,-0.0009918212890625,-0.04618785347780885,0.0,-0.3793103448275872,-0.005328655242919922,-0.0072857290506362915,-0.0072857290506362915,-0.00091552734375,-0.20487981416109036,0.0,-0.1880059970014969
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}",0.004898899933323264,0.5624075531959534,0.16598981618881226,0.16598981618881226,0.2829742431640625,2.0490698301428956,0.0,36.43103448275862,0.010580837726593018,0.00254899263381958,0.00254899263381958,-0.006500244140625,0.09872456631916471,0.0,0.4310344827586192,-0.008867204189300537,0.004319548606872559,0.004319548606872559,-0.0064239501953125,-0.0599673943641168,0.0,0.6223388305847095
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}",0.8970823999261484,0.6755451560020447,0.12185219675302505,0.12185219675302505,0.2550201416015625,2.9916831209238315,1.0,30.022727272727273,0.12371844053268433,-0.04158862680196762,-0.04158862680196762,-0.034454345703125,1.0413378571001006,1.0,-5.977272727272727,0.10427039861679077,-0.03981807082891464,-0.03981807082891464,-0.0343780517578125,0.8826458964168191,1.0,-5.785968379446636
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}",0.0018091000383719802,0.5839823484420776,0.17129652202129364,0.17129652202129364,0.2920074462890625,1.9334273919632126,0.0,37.82727272727273,0.032155632972717285,0.007855698466300964,0.007855698466300964,0.002532958984375,-0.016917871860518297,0.0,1.827272727272728,0.01270759105682373,0.009626254439353943,0.009626254439353943,0.0026092529296875,-0.1756098325437998,0.0,2.0185770750988183
direct Altered member comparison,Hard,Altered-Hard,464__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Hard\464__M_Left_little_finger_CR.BMP,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}",0.0007731999503448606,0.5518267154693604,0.16344082355499268,0.16344082355499268,0.2894744873046875,1.9503452638237309,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019448041915893555,0.0017705559730529785,0.0017705559730529785,7.62939453125e-05,-0.1586919606832815,0.0,0.1913043478260903
