metric,count,mean,standard_deviation_sample,median,minimum,maximum,percentile_25,percentile_75
enhanced_psnr,500,29.63029354748012,0.6246403593241537,29.57110948991891,28.417826467787087,31.746031827579554,29.122362676139204,30.06214386349123
enhanced_mse,500,0.0010998859094308391,0.00015313548421820093,0.001103796600427664,0.0006689548661303979,0.0014395188401700582,,
enhanced_ssim,500,0.9357139698291848,0.029328794636261254,0.9430029845986962,0.6953224179074764,0.9666505660791397,,
degraded_psnr,500,27.385134996701147,0.2561153758672687,27.35184525799982,26.86447380312158,28.42125771837743,27.19080964802215,27.534927401702653
degraded_mse,500,0.0018290606972848128,0.00010539291432643067,0.00183999008910879,0.0014383819620004982,0.0020585082869914242,,
degraded_ssim,500,0.8339097923173535,0.049346196098029746,0.8371226833247989,0.6317532118041217,0.9222695010296702,,
delta_psnr,500,2.245158550778974,0.5215896514148926,2.161068959873358,1.25068276699945,4.121257904654573,1.8618387570943922,2.521295624865706
delta_mse,500,-0.0007291747878539734,0.000126006082220084,-0.0007068799481465553,-0.0011946160524400797,-0.0004162756597419614,,
delta_ssim,500,0.10180417751183123,0.04430214873500629,0.09968457536207137,-0.008564544488638637,0.27638081984448426,,
