Controlled index,Image,Path,Severity,Seed,Protocol source,Experiment,Pipeline ID,Pipeline,Is finalist,Final output used for PSNR/MSE/SSIM,MSE,PSNR (dB),SSIM,Ridge coherence,Runtime (s)
19,471__M_Left_little_finger.BMP,data\SOCOFing\Real\471__M_Left_little_finger.BMP,0.55,61,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C4,P0 -> Total Variation Restoration -> CLAHE,True,CLAHE,0.043124035477185,13.65280605347554,0.611599476266668,0.6304022669792175,0.014073399943299592
19,471__M_Left_little_finger.BMP,data\SOCOFing\Real\471__M_Left_little_finger.BMP,0.55,61,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C3,P0 -> CLAHE -> Total Variation Restoration,True,Total Variation Restoration,0.10082045231898988,9.96451358482864,0.40958640715141376,0.538847029209137,0.009717200009617954
20,516__M_Right_little_finger.BMP,data\SOCOFing\Real\516__M_Right_little_finger.BMP,0.75,62,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B0,P0 only,False,P0,0.044848563318974695,13.482514646072946,0.29702657738757515,0.3059859275817871,8.570001227781177e-05
20,516__M_Right_little_finger.BMP,data\SOCOFing\Real\516__M_Right_little_finger.BMP,0.75,62,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B1,P0 -> CLAHE,True,CLAHE,0.12886758691346437,8.898563037078377,0.28065487796795835,0.30875834822654724,0.0046811000211164355
20,516__M_Right_little_finger.BMP,data\SOCOFing\Real\516__M_Right_little_finger.BMP,0.75,62,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C4,P0 -> Total Variation Restoration -> CLAHE,True,CLAHE,0.06005845571801434,12.214258389996303,0.4118143147472043,0.47647276520729065,0.014482199971098453
20,516__M_Right_little_finger.BMP,data\SOCOFing\Real\516__M_Right_little_finger.BMP,0.75,62,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C3,P0 -> CLAHE -> Total Variation Restoration,True,Total Variation Restoration,0.11237672656267136,9.493236226813574,0.31932988702677645,0.3806397020816803,0.009982199990190566
21,455__M_Left_little_finger.BMP,data\SOCOFing\Real\455__M_Left_little_finger.BMP,0.35,63,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B0,P0 only,False,P0,0.011603674548016493,19.354044604952506,0.6664696059230519,0.5289819240570068,8.849997539073229e-05
21,455__M_Left_little_finger.BMP,data\SOCOFing\Real\455__M_Left_little_finger.BMP,0.35,63,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B1,P0 -> CLAHE,True,CLAHE,0.0731672374101764,11.356833423995166,0.5035904919659788,0.5044098496437073,0.004538000037427992
21,455__M_Left_little_finger.BMP,data\SOCOFing\Real\455__M_Left_little_finger.BMP,0.35,63,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C4,P0 -> Total Variation Restoration -> CLAHE,True,CLAHE,0.028269133739781554,15.486874995330096,0.7451802752038957,0.6582735180854797,0.012574899999890476
21,455__M_Left_little_finger.BMP,data\SOCOFing\Real\455__M_Left_little_finger.BMP,0.35,63,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C3,P0 -> CLAHE -> Total Variation Restoration,True,Total Variation Restoration,0.06284330533490966,12.017409806823405,0.572481220870208,0.5701014399528503,0.011391200008802116
22,466__F_Left_little_finger.BMP,data\SOCOFing\Real\466__F_Left_little_finger.BMP,0.55,64,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B0,P0 only,False,P0,0.03090636792412731,15.09952029656597,0.44553192054988794,0.43197768926620483,0.00011200003791600466
22,466__F_Left_little_finger.BMP,data\SOCOFing\Real\466__F_Left_little_finger.BMP,0.55,64,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B1,P0 -> CLAHE,True,CLAHE,0.10145305330029881,9.937348780390408,0.39235532896976894,0.414523720741272,0.005304999998770654
22,466__F_Left_little_finger.BMP,data\SOCOFing\Real\466__F_Left_little_finger.BMP,0.55,64,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C4,P0 -> Total Variation Restoration -> CLAHE,True,CLAHE,0.044616791377145436,13.50501665278211,0.5856860893352918,0.5744582414627075,0.013754699961282313
22,466__F_Left_little_finger.BMP,data\SOCOFing\Real\466__F_Left_little_finger.BMP,0.55,64,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C3,P0 -> CLAHE -> Total Variation Restoration,True,Total Variation Restoration,0.08911218771330422,10.500628942273494,0.43579688989322646,0.4841839373111725,0.009790199983399361
23,371__M_Right_index_finger.BMP,data\SOCOFing\Real\371__M_Right_index_finger.BMP,0.75,65,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B0,P0 only,False,P0,0.052331200866164815,12.812392992071155,0.3671201100462844,0.36429160833358765,0.0001183999702334404
23,371__M_Right_index_finger.BMP,data\SOCOFing\Real\371__M_Right_index_finger.BMP,0.75,65,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,B1,P0 -> CLAHE,True,CLAHE,0.11272712946618577,9.47971551925772,0.384538677777523,0.3701786696910858,0.004524400050286204
23,371__M_Right_index_finger.BMP,data\SOCOFing\Real\371__M_Right_index_finger.BMP,0.75,65,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C4,P0 -> Total Variation Restoration -> CLAHE,True,CLAHE,0.06219435517216713,12.06249030563634,0.5275097375082718,0.547166109085083,0.013763700088020414
23,371__M_Right_index_finger.BMP,data\SOCOFing\Real\371__M_Right_index_finger.BMP,0.75,65,screening24_metadata.json selected_relative_paths; same severity cycle and seed rule,Controlled aligned Real synthetic-degradation,C3,P0 -> CLAHE -> Total Variation Restoration,True,Total Variation Restoration,0.09729821351782063,10.118951336933666,0.44100335564419835,0.4503428339958191,0.008981499937362969
