Category,Category order,Image,Path,Real pair candidate path,Real pair candidate exists,Pairing used for metrics,Selection rule,Family,Technique ID,Technique,Output domain,Purpose,Is enhancement technique,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Foreground usable-area ratio,Ridge coverage in foreground,Detected ridge endings,Detected bifurcations,Ridge pixels,Connected components,Small connected components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.417572021484375,187.0,98.0,27366.0,66.0,1.0,0.5232405066490173,2.4117518088138565,5881.0,187.0,98.0,31.449197860962567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.013351799978408962,0.7708094716072083,0.25653764605522156,0.25653764605522156,1.0,0.4291229248046875,182.0,86.0,28123.0,59.0,1.0,0.5019023418426514,2.097926963695196,6075.0,182.0,86.0,33.379120879120876,0.009239137172698975,0.03173069655895233,0.03173069655895233,0.0115509033203125,-0.3138248451186607,0.0,1.9299230181583091
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0012276999768801033,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.417572021484375,187.0,98.0,27366.0,66.0,1.0,0.5232405066490173,2.4117518088138565,5881.0,187.0,98.0,31.449197860962567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.003810899972449988,0.7541338205337524,0.1822122484445572,0.1822122484445572,1.0,0.404388427734375,192.0,80.0,26502.0,69.0,1.0,0.5329409241676331,2.603577088521621,5803.0,192.0,80.0,30.223958333333332,-0.007436513900756836,-0.042594701051712036,-0.042594701051712036,-0.01318359375,0.19182527970776464,0.0,-1.2252395276292347
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9451370000024326,0.7829720973968506,0.16601639986038208,0.16601639986038208,1.0,0.3742828369140625,190.0,61.0,24529.0,75.0,2.0,0.41493740677833557,3.05760528354193,5546.0,190.0,61.0,29.189473684210526,0.02140176296234131,-0.058790549635887146,-0.058790549635887146,-0.0432891845703125,0.6458534747280735,1.0,-2.259724176752041
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,1.9051468999823555,0.7600427865982056,0.2054770290851593,0.2054770290851593,1.0,0.4109954833984375,189.0,90.0,26935.0,72.0,1.0,0.4613328278064728,2.6731019120103956,5824.0,189.0,90.0,30.814814814814813,-0.001527547836303711,-0.019329920411109924,-0.019329920411109924,-0.0065765380859375,0.26135010319653906,0.0,-0.6343830461477538
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.2973186999442987,0.767471194267273,0.20402483642101288,0.20402483642101288,1.0,0.4107666015625,188.0,99.0,26920.0,67.0,2.0,0.6648960113525391,2.488855869242199,5847.0,188.0,99.0,31.101063829787233,0.005900859832763672,-0.020782113075256348,-0.020782113075256348,-0.006805419921875,0.07710406042834261,1.0,-0.34813403117533426
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.08950940001523122,0.763568639755249,0.21645967662334442,0.21645967662334442,1.0,0.4153289794921875,186.0,95.0,27219.0,66.0,1.0,0.6093904972076416,2.424776810316323,5860.0,186.0,95.0,31.50537634408602,0.001998305320739746,-0.008347272872924805,-0.008347272872924805,-0.0022430419921875,0.013025001502466438,0.0,0.056178483123453304
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.010658999963197857,0.7764383554458618,0.23020219802856445,0.23020219802856445,1.0,0.42071533203125,176.0,91.0,27572.0,65.0,1.0,0.5225228667259216,2.3574640940084146,5877.0,176.0,91.0,33.39204545454545,0.014868021011352539,0.005395248532295227,0.005395248532295227,0.003143310546875,-0.05428771480544192,0.0,1.9428475935828864
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.006191299995407462,0.7689265608787537,0.2225641906261444,0.2225641906261444,1.0,0.416046142578125,178.0,97.0,27266.0,65.0,0.0,0.5234357714653015,2.3839213672705934,5864.0,178.0,97.0,32.943820224719104,0.007356226444244385,-0.002242758870124817,-0.002242758870124817,-0.00152587890625,-0.027830441543263085,-1.0,1.4946223637565375
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.08906750002643093,0.7958945631980896,0.20261546969413757,0.20261546969413757,1.0,0.4139862060546875,187.0,84.0,27131.0,69.0,1.0,0.5279937982559204,2.543216247097416,5684.0,187.0,84.0,30.39572192513369,0.03432422876358032,-0.022191479802131653,-0.022191479802131653,-0.0035858154296875,0.13146443828355947,0.0,-1.053475935828878
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.011587999993935227,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.4246368408203125,160.0,133.0,27829.0,51.0,0.0,0.6044773459434509,1.832620647525962,5974.0,160.0,133.0,37.3375,0.0,0.0,0.0,0.0070648193359375,-0.5791311612878944,-1.0,5.888302139037432
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.011587999993935227,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.4063262939453125,240.0,81.0,26629.0,100.0,18.0,0.3715498149394989,3.755304367418979,5335.0,240.0,81.0,22.229166666666668,0.0,0.0,0.0,-0.0112457275390625,1.3435525586051225,17.0,-9.220031194295899
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.011587999993935227,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.417572021484375,187.0,98.0,27366.0,66.0,1.0,0.5232405066490173,2.4117518088138565,5881.0,187.0,98.0,31.449197860962567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.011587999993935227,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.4159393310546875,177.0,98.0,27259.0,61.0,0.0,0.5252944231033325,2.2377930224879856,5852.0,177.0,98.0,33.06214689265537,0.0,0.0,0.0,-0.0016326904296875,-0.17395878632587092,-1.0,1.6129490316928035
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,binary ridge map,binary ridge-structure restoration,True,0.011587999993935227,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.2580108642578125,143.0,98.0,16909.0,47.0,1.0,0.5656159520149231,2.7795848364776155,5634.0,143.0,98.0,39.3986013986014,0.0,0.0,0.0,-0.1595611572265625,0.3678330276637589,0.0,7.949403537638833
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T1,Morphological Skeleton,skeleton,skeletonised ridge analysis output,True,0.046210500004235655,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.085968017578125,143.0,98.0,5634.0,47.0,16.0,0.5747249126434326,8.342208022719204,5634.0,143.0,98.0,39.3986013986014,0.0,0.0,0.0,-0.33160400390625,5.930456213905347,15.0,7.949403537638833
Easy,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T2,Medial Axis,skeleton,medial-axis skeleton analysis output,True,0.046210500004235655,0.7615703344345093,0.22480694949626923,0.22480694949626923,1.0,0.0876922607421875,152.0,113.0,5747.0,47.0,15.0,0.5615103244781494,8.17817991995824,5747.0,152.0,113.0,37.80921052631579,0.0,0.0,0.0,-0.3298797607421875,5.766428111144383,14.0,6.360012665353221
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.236572265625,303.0,78.0,15504.0,117.0,7.0,0.3363003134727478,7.546439628482973,2932.0,303.0,78.0,9.676567656765677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.008015599974896759,0.5786245465278625,0.20286902785301208,0.20286902785301208,1.0,0.3397064208984375,447.0,154.0,22263.0,146.0,3.0,0.3512554466724396,6.5579661321475085,4284.0,447.0,154.0,9.583892617449665,0.05990117788314819,0.04443149268627167,0.04443149268627167,0.1031341552734375,-0.9884734963354642,-4.0,-0.09267503931601162
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0009945000056177378,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.236572265625,303.0,78.0,15504.0,117.0,7.0,0.3363003134727478,7.546439628482973,2932.0,303.0,78.0,9.676567656765677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.002417399955447763,0.5176024436950684,0.16195917129516602,0.16195917129516602,1.0,0.34173583984375,433.0,145.0,22396.0,149.0,9.0,0.3724772334098816,6.652973745311662,4030.0,433.0,145.0,9.30715935334873,-0.001120924949645996,0.003521636128425598,0.003521636128425598,0.10516357421875,-0.8934658831713103,2.0,-0.36940830341694664
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9290990000008605,0.6162183284759521,0.12573662400245667,0.12573662400245667,1.0,0.190948486328125,274.0,49.0,12514.0,114.0,9.0,0.4940866231918335,9.10979702732939,2563.0,274.0,49.0,9.354014598540147,0.09749495983123779,-0.03270091116428375,-0.03270091116428375,-0.045623779296875,1.563357398846418,2.0,-0.32255305822553026
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,1.855062899994664,0.5375415086746216,0.1501789689064026,0.1501789689064026,1.0,0.2325439453125,309.0,72.0,15240.0,120.0,9.0,0.495406836271286,7.874015748031496,2832.0,309.0,72.0,9.16504854368932,0.018818140029907227,-0.00825856626033783,-0.00825856626033783,-0.0040283203125,0.3275761195485236,2.0,-0.511519113076357
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.30081359995529056,0.5311933159828186,0.15213002264499664,0.15213002264499664,1.0,0.23480224609375,304.0,83.0,15388.0,113.0,9.0,0.49382635951042175,7.343384455419808,2898.0,304.0,83.0,9.532894736842104,0.012469947338104248,-0.006307512521743774,-0.006307512521743774,-0.00177001953125,-0.20305517306316467,2.0,-0.14367291992357245
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.09095659997547045,0.5237135291099548,0.15562330186367035,0.15562330186367035,1.0,0.2351226806640625,299.0,78.0,15409.0,114.0,8.0,0.49243947863578796,7.398273736128236,2905.0,299.0,78.0,9.715719063545151,0.0049901604652404785,-0.0028142333030700684,-0.0028142333030700684,-0.0014495849609375,-0.14816589235473643,1.0,0.039151406779474485
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.0017413999885320663,0.5430173277854919,0.16114580631256104,0.16114580631256104,1.0,0.239532470703125,321.0,74.0,15698.0,127.0,9.0,0.33259013295173645,8.090202573576251,2967.0,321.0,74.0,9.242990654205608,0.024293959140777588,0.0027082711458206177,0.0027082711458206177,0.002960205078125,0.5437629450932784,2.0,-0.43357700256006915
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.0024087000056169927,0.5274643898010254,0.15778982639312744,0.15778982639312744,1.0,0.2357177734375,300.0,77.0,15448.0,116.0,7.0,0.33726048469543457,7.509062661833247,2896.0,300.0,77.0,9.653333333333334,0.008741021156311035,-0.0006477087736129761,-0.0006477087736129761,-0.0008544921875,-0.037376966649725674,0.0,-0.023234323432342663
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.0062679999973624945,0.5822937488555908,0.14224310219287872,0.14224310219287872,1.0,0.22711181640625,263.0,66.0,14884.0,105.0,9.0,0.3503090441226959,7.054555227089492,2614.0,263.0,66.0,9.939163498098859,0.06357038021087646,-0.016194432973861694,-0.016194432973861694,-0.00946044921875,-0.4918844013934809,2.0,0.2625958413331819
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.010320059990044683,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.2425079345703125,263.0,98.0,15893.0,92.0,2.0,0.32806897163391113,5.788712011577424,2947.0,263.0,98.0,11.20532319391635,0.0,0.0,0.0,0.0059356689453125,-1.757727616905549,-5.0,1.5287555371506727
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.010320059990044683,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.2278900146484375,288.0,54.0,14935.0,130.0,36.0,0.3491128087043762,8.704385671242049,2417.0,288.0,54.0,8.39236111111111,0.0,0.0,0.0,-0.0086822509765625,1.1579460427590762,29.0,-1.2842065456545662
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.010320059990044683,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.236572265625,303.0,78.0,15504.0,117.0,7.0,0.3363003134727478,7.546439628482973,2932.0,303.0,78.0,9.676567656765677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.010320059990044683,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.224212646484375,234.0,73.0,14694.0,84.0,0.0,0.35483869910240173,5.716619028174765,2702.0,234.0,73.0,11.547008547008547,0.0,0.0,0.0,-0.012359619140625,-1.8298206003082074,-7.0,1.87044089024287
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,binary ridge map,binary ridge-structure restoration,True,0.010320059990044683,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.116851806640625,197.0,64.0,7658.0,71.0,11.0,0.19456776976585388,9.271350221990076,2458.0,197.0,64.0,12.47715736040609,0.0,0.0,0.0,-0.119720458984375,1.7249105935071034,4.0,2.800589703640414
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T1,Morphological Skeleton,skeleton,skeletonised ridge analysis output,True,0.046745200001168996,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.037506103515625,197.0,64.0,2458.0,71.0,50.0,0.20138323307037354,28.88527257933279,2458.0,197.0,64.0,12.47715736040609,0.0,0.0,0.0,-0.199066162109375,21.338832950849817,43.0,2.800589703640414
Easy,1,179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\179__M_Left_little_finger_Obl.BMP,data\SOCOFing\Real\179__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T2,Medial Axis,skeleton,medial-axis skeleton analysis output,True,0.046745200001168996,0.5187233686447144,0.15843753516674042,0.15843753516674042,1.0,0.041412353515625,226.0,93.0,2714.0,71.0,43.0,0.18312454223632812,26.160648489314664,2714.0,226.0,93.0,12.008849557522124,0.0,0.0,0.0,-0.195159912109375,18.614208860831692,36.0,2.3322819007564473
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.42950439453125,141.0,78.0,28148.0,44.0,0.0,0.7058761119842529,1.5631661219269575,5782.0,141.0,78.0,41.00709219858156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.007261799997650087,0.781429648399353,0.24591821432113647,0.24591821432113647,1.0,0.4262542724609375,164.0,91.0,27935.0,45.0,1.0,0.7182387709617615,1.6108824055843924,6049.0,164.0,91.0,36.88414634146341,0.023595094680786133,0.031064480543136597,0.031064480543136597,-0.0032501220703125,0.047716283657434966,1.0,-4.122945857118147
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0011470000026747584,0.7578345537185669,0.21485373377799988,0.21485373377799988,1.0,0.42950439453125,141.0,78.0,28148.0,44.0,0.0,0.7058761119842529,1.5631661219269575,5782.0,141.0,78.0,41.00709219858156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.002471699961461127,0.7550504803657532,0.17107103765010834,0.17107103765010834,1.0,0.3998870849609375,176.0,73.0,26207.0,58.0,2.0,0.6452856063842773,2.2131491586217424,5690.0,176.0,73.0,32.32954545454545,-0.0027840733528137207,-0.04378269612789154,-0.04378269612789154,-0.0296173095703125,0.649983036694785,2.0,-8.677546744036107
Easy,2,255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\255__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\255__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9007957999710925,0.7922419309616089,0.15531909465789795,0.15531909465789795,1.0,0.36322021484375,169.0,85.0,23804.0,58.0,1.0,0.4938245713710785,2.43656528314569,5469.0,169.0,85.0,32.36094674556213,0.03440737724304199,-0.05953463912010193,-0.05953463912010193,-0.0662841796875,0.8733991612187324,1.0,-8.646145453019429
