Category,Category order,Image,Path,Real pair candidate path,Real pair candidate exists,Pairing used for metrics,Selection rule,Family,Technique ID,Technique,Output domain,Purpose,Is enhancement technique,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Foreground usable-area ratio,Ridge coverage in foreground,Detected ridge endings,Detected bifurcations,Ridge pixels,Connected components,Small connected components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.006038899999111891,0.5958859324455261,0.13458704948425293,0.642652029171586,0.9734344482421875,0.3509992946155655,125.0,148.0,22392.0,26.0,2.0,0.6399160623550415,1.1611289746337978,3874.0,125.0,148.0,30.992,0.0679585337638855,-0.01023826003074646,0.49782671965658665,-0.012922824525059495,0.02905350293568465,1.0,-2.023267175572517
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.011258700001053511,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.370269775390625,113.0,202.0,24266.0,22.0,1.0,0.7386466860771179,0.9066183136899366,4358.0,113.0,202.0,38.56637168141593,0.0,0.0,0.0,0.00634765625,-0.22545715800817656,0.0,5.551104505843412
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.011258700001053511,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.3601837158203125,123.0,149.0,23605.0,32.0,5.0,0.662020742893219,1.3556449904681211,3873.0,123.0,149.0,31.48780487804878,0.0,0.0,0.0,-0.0037384033203125,0.22356951877000797,4.0,-1.527462297523737
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.011258700001053511,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.363922119140625,131.0,189.0,23850.0,27.0,1.0,0.656519889831543,1.1320754716981132,4325.0,131.0,189.0,33.01526717557252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.011258700001053511,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.3618621826171875,121.0,189.0,23715.0,21.0,0.0,0.6602572202682495,0.8855154965211891,4298.0,121.0,189.0,35.52066115702479,0.0,0.0,0.0,-0.0020599365234375,-0.24655997517692407,-1.0,2.505393981452272
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,binary ridge map,binary ridge-structure restoration,True,0.011258700001053511,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.1780853271484375,102.0,161.0,11671.0,19.0,1.0,0.6801473498344421,1.6279667552052095,3957.0,102.0,161.0,38.794117647058826,0.0,0.0,0.0,-0.1858367919921875,0.4958912835070963,0.0,5.778850471486308
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T1,Morphological Skeleton,skeleton,skeletonised ridge analysis output,True,0.04387235001195222,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.0603790283203125,102.0,161.0,3957.0,19.0,11.0,0.6858731508255005,4.801617386909275,3957.0,102.0,161.0,38.794117647058826,0.0,0.0,0.0,-0.3035430908203125,3.6695419152111617,10.0,5.778850471486308
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T2,Medial Axis,skeleton,medial-axis skeleton analysis output,True,0.04387235001195222,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.060943603515625,105.0,174.0,3994.0,19.0,9.0,0.6752628684043884,4.757135703555333,3994.0,105.0,174.0,38.03809523809524,0.0,0.0,0.0,-0.302978515625,3.62506023185722,8.0,5.02282806252272
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.38037109375,205.0,68.0,24928.0,76.0,1.0,0.21782734990119934,3.048780487804878,4995.0,205.0,68.0,24.365853658536587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.005610199994407594,0.7456501722335815,0.2422693818807602,0.2422693818807602,1.0,0.3964996337890625,207.0,70.0,25985.0,75.0,2.0,0.30509909987449646,2.886280546469117,5194.0,207.0,70.0,25.091787439613526,0.020945072174072266,0.012654170393943787,0.012654170393943787,0.0161285400390625,-0.1624999413357613,1.0,0.7259337810769395
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0007865000516176224,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.38037109375,205.0,68.0,24928.0,76.0,1.0,0.21782734990119934,3.048780487804878,4995.0,205.0,68.0,24.365853658536587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.0023104000138118863,0.7185698747634888,0.18903473019599915,0.18903473019599915,1.0,0.3984375,209.0,70.0,26112.0,74.0,3.0,0.313112735748291,2.8339460784313726,5100.0,209.0,70.0,24.401913875598087,-0.006135225296020508,-0.04058048129081726,-0.04058048129081726,0.01806640625,-0.2148344093735055,2.0,0.03606021706150031
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9326160000055097,0.7697898149490356,0.16986656188964844,0.16986656188964844,1.0,0.34783935546875,231.0,56.0,22796.0,91.0,2.0,0.22153009474277496,3.991928408492718,4841.0,231.0,56.0,20.956709956709958,0.04508471488952637,-0.05974864959716797,-0.05974864959716797,-0.03253173828125,0.9431479206878399,1.0,-3.409143701826629
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,1.8307567000156268,0.7308140993118286,0.20844677090644836,0.20844677090644836,1.0,0.371673583984375,219.0,70.0,24358.0,81.0,0.0,0.21836768090724945,3.3253961737416864,4938.0,219.0,70.0,22.54794520547945,0.006108999252319336,-0.021168440580368042,-0.021168440580368042,-0.008697509765625,0.2766156859368083,-1.0,-1.8179084530571359
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.2898653000011109,0.7369730472564697,0.2145494669675827,0.2145494669675827,1.0,0.37646484375,199.0,66.0,24672.0,75.0,0.0,0.3103923499584198,3.03988326848249,4934.0,199.0,66.0,24.79396984924623,0.01226794719696045,-0.015065744519233704,-0.015065744519233704,-0.00390625,-0.008897219322387961,-1.0,0.4281161907096447
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.08838470000773668,0.7295721173286438,0.22367769479751587,0.22367769479751587,1.0,0.3787078857421875,203.0,67.0,24819.0,75.0,0.0,0.31479915976524353,3.0218783996131995,4974.0,203.0,67.0,24.502463054187192,0.0048670172691345215,-0.005937516689300537,-0.005937516689300537,-0.0016632080078125,-0.026902088191678608,-1.0,0.1366093956506056
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.0020900999661535025,0.7419502139091492,0.2342601716518402,0.2342601716518402,1.0,0.3822021484375,201.0,71.0,25048.0,73.0,0.0,0.2172229290008545,2.9144043436601725,5007.0,201.0,71.0,24.91044776119403,0.017245113849639893,0.004644960165023804,0.004644960165023804,0.0018310546875,-0.13437614414470556,-1.0,0.5445941026574417
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.002353499992750585,0.7309019565582275,0.22843840718269348,0.22843840718269348,1.0,0.3793792724609375,208.0,71.0,24863.0,76.0,2.0,0.21831637620925903,3.056750995455094,4996.0,208.0,71.0,24.01923076923077,0.006196856498718262,-0.0011768043041229248,-0.0011768043041229248,-0.0009918212890625,0.007970507650215897,1.0,-0.34662288930581653
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.004913299984764308,0.7621694207191467,0.21077269315719604,0.21077269315719604,1.0,0.376953125,201.0,63.0,24704.0,78.0,1.0,0.21980245411396027,3.1573834196891193,4821.0,201.0,63.0,23.98507462686567,0.03746432065963745,-0.01884251832962036,-0.01884251832962036,-0.00341796875,0.1086029318842412,0.0,-0.3807790316709152
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.010798239998985082,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.388214111328125,183.0,113.0,25442.0,56.0,1.0,0.3368445932865143,2.2010848203757565,5030.0,183.0,113.0,27.48633879781421,0.0,0.0,0.0,0.007843017578125,-0.8476956674291216,0.0,3.1204851392776227
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.010798239998985082,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.3735198974609375,233.0,70.0,24479.0,90.0,10.0,0.2147146463394165,3.6766207769925243,4447.0,233.0,70.0,19.085836909871244,0.0,0.0,0.0,-0.0068511962890625,0.6278402891876462,9.0,-5.280016748665343
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.010798239998985082,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.38037109375,205.0,68.0,24928.0,76.0,1.0,0.21782734990119934,3.048780487804878,4995.0,205.0,68.0,24.365853658536587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.010798239998985082,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.37872314453125,195.0,68.0,24820.0,71.0,0.0,0.2187751829624176,2.860596293311845,4958.0,195.0,68.0,25.425641025641024,0.0,0.0,0.0,-0.00164794921875,-0.18818419449303292,-1.0,1.0597873671044375
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-8,Controlled ridge-restoration pipeline,binary ridge map,binary ridge-structure restoration,True,0.010798239998985082,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.216094970703125,161.0,87.0,14162.0,51.0,3.0,0.30136987566947937,3.6011862731252644,4676.0,161.0,87.0,29.043478260869566,0.0,0.0,0.0,-0.164276123046875,0.5524057853203863,2.0,4.67762460233298
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T1,Morphological Skeleton,skeleton,skeletonised ridge analysis output,True,0.04390074999537319,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.07135009765625,161.0,87.0,4676.0,51.0,25.0,0.3071000874042511,10.906757912745936,4676.0,161.0,87.0,29.043478260869566,0.0,0.0,0.0,-0.30902099609375,7.857977424941058,24.0,4.67762460233298
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M4 / Thinning,M4-T2,Medial Axis,skeleton,medial-axis skeleton analysis output,True,0.04390074999537319,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.0738983154296875,174.0,100.0,4843.0,51.0,22.0,0.30270493030548096,10.530662812306423,4843.0,174.0,100.0,27.833333333333332,0.0,0.0,0.0,-0.3064727783203125,7.4818823245015444,21.0,3.4674796747967456
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Input / Common Preprocessing Control,P0,Original Altered Input after P0,grayscale,"input condition and neutral preprocessing control, not enhancement",False,0.0,0.6936447024345398,0.1684635728597641,0.1684635728597641,1.0,0.43695068359375,113.0,214.0,28636.0,17.0,0.0,0.850328266620636,0.5936583321692974,6574.0,113.0,214.0,58.176991150442475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C1,CLAHE,grayscale,local contrast enhancement baseline,True,0.005323600023984909,0.7469624280929565,0.22973455488681793,0.22973455488681793,1.0,0.4157562255859375,117.0,172.0,27247.0,20.0,1.0,0.9212757349014282,0.7340257643043271,6478.0,117.0,172.0,55.36752136752137,0.05331772565841675,0.06127098202705383,0.06127098202705383,-0.0211944580078125,0.14036743213502967,1.0,-2.8094697829211057
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C2,Contrast Stretching,grayscale,global contrast expansion,True,0.0008988999761641026,0.6936447024345398,0.1684635728597641,0.1684635728597641,1.0,0.43695068359375,113.0,214.0,28636.0,17.0,0.0,0.850328266620636,0.5936583321692974,6574.0,113.0,214.0,58.176991150442475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M1 / Contrast or General Enhancement,M1-C3,Global Histogram Equalization,grayscale,global histogram redistribution baseline,True,0.002629399998113513,0.6989473104476929,0.14652913808822632,0.14652913808822632,1.0,0.374176025390625,153.0,139.0,24522.0,40.0,1.0,0.7450452446937561,1.631188320691624,6175.0,153.0,139.0,40.35947712418301,0.005302608013153076,-0.02193443477153778,-0.02193443477153778,-0.062774658203125,1.0375299885223266,1.0,-17.817514026259467
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R1,Ordinary Gabor,grayscale,ordinary fixed-frequency multi-orientation ridge filter,True,0.9015789999975823,0.7564751505851746,0.12339390069246292,0.12339390069246292,1.0,0.3266448974609375,175.0,95.0,21407.0,51.0,0.0,0.6297005414962769,2.3823982809361426,5684.0,175.0,95.0,32.48,0.06283044815063477,-0.04506967216730118,-0.04506967216730118,-0.1103057861328125,1.7887399487668452,0.0,-25.69699115044248
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R2,Literature-Inspired Modified Gabor,grayscale,local orientation and local frequency Gabor; not exact paper replication,True,1.8254826999618672,0.713384747505188,0.1575089395046234,0.1575089395046234,1.0,0.425262451171875,123.0,180.0,27870.0,27.0,0.0,0.8275564908981323,0.968783638320775,6419.0,123.0,180.0,52.1869918699187,0.019740045070648193,-0.010954633355140686,-0.010954633355140686,-0.011688232421875,0.37512530615147754,0.0,-5.989999280523776
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R3,Coherence-Guided Directional Diffusion,grayscale,ridge-flow-preserving directional smoothing,True,0.2878455999889411,0.7028212547302246,0.15369999408721924,0.15369999408721924,1.0,0.4298553466796875,116.0,211.0,28171.0,19.0,0.0,0.9160484075546265,0.6744524511021973,6482.0,116.0,211.0,55.87931034482759,0.009176552295684814,-0.01476357877254486,-0.01476357877254486,-0.0070953369140625,0.0807941189328999,0.0,-2.2976808056148883
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M2 / Ridge Enhancement,M2-R4,Directional Oriented Filter-Bank,grayscale,orientation-selected ridge-flow filtering,True,0.08659990003798157,0.6968100070953369,0.16260595619678497,0.16260595619678497,1.0,0.4336090087890625,108.0,214.0,28417.0,16.0,0.0,0.9331386089324951,0.5630432487595453,6535.0,108.0,214.0,60.50925925925926,0.003165304660797119,-0.005857616662979126,-0.005857616662979126,-0.0033416748046875,-0.030615083409752164,0.0,2.332268108816784
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D1,Wiener Deconvolution,grayscale,supporting restoration; assumes mild Gaussian PSF because direct Altered blur is not known,True,0.0019432000117376447,0.7228028774261475,0.17254486680030823,0.17254486680030823,1.0,0.43768310546875,108.0,209.0,28684.0,15.0,0.0,0.8533677458763123,0.5229396179054525,6593.0,108.0,209.0,61.0462962962963,0.029158174991607666,0.004081293940544128,0.004081293940544128,0.000732421875,-0.0707187142638449,0.0,2.869305145853822
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D2,Wavelet Denoising,grayscale,supporting denoising without clean-reference use,True,0.0022213999764062464,0.7012778520584106,0.16719265282154083,0.16719265282154083,1.0,0.4358673095703125,107.0,208.0,28565.0,17.0,0.0,0.8502013087272644,0.5951339051286539,6557.0,107.0,208.0,61.2803738317757,0.00763314962387085,-0.0012709200382232666,-0.0012709200382232666,-0.0010833740234375,0.0014755729593565192,0.0,3.1033826813332226
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Restoration / Denoising Supporting Candidate,SUP-D3,Total Variation Restoration,grayscale,supporting edge-preserving smoothing,True,0.005880400014575571,0.7359952330589294,0.1475602686405182,0.1475602686405182,1.0,0.4359130859375,123.0,187.0,28568.0,23.0,1.0,0.8329599499702454,0.8050966115933912,6287.0,123.0,187.0,51.113821138211385,0.04235053062438965,-0.02090330421924591,-0.02090330421924591,-0.00103759765625,0.21143827942409377,1.0,-7.06317001223109
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-2,Closing,binary ridge map,binary ridge-structure restoration,True,0.010689639998599888,0.6936447024345398,0.1684635728597641,0.1684635728597641,1.0,0.4490509033203125,88.0,265.0,29429.0,10.0,0.0,0.8648951649665833,0.33980087668626185,6662.0,88.0,265.0,75.70454545454545,0.0,0.0,0.0,0.0121002197265625,-0.25385745548303557,0.0,17.527554304102978
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-3,Opening + Closing,binary ridge map,binary ridge-structure restoration,True,0.010689639998599888,0.6936447024345398,0.1684635728597641,0.1684635728597641,1.0,0.4255523681640625,194.0,155.0,27889.0,51.0,11.0,0.6310014724731445,1.8286779733945284,5783.0,194.0,155.0,29.809278350515463,0.0,0.0,0.0,-0.0113983154296875,1.235019641225231,11.0,-28.367712799927013
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-4,Morphological reconstruction,binary ridge map,binary ridge-structure restoration,True,0.010689639998599888,0.6936447024345398,0.1684635728597641,0.1684635728597641,1.0,0.43695068359375,113.0,214.0,28636.0,17.0,0.0,0.850328266620636,0.5936583321692974,6574.0,113.0,214.0,58.176991150442475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",M3 / Morphological Ridge Restoration,M3-6,Remove small objects / isolated noise,binary ridge map,binary ridge-structure restoration,True,0.010689639998599888,0.6936447024345398,0.1684635728597641,0.1684635728597641,1.0,0.436279296875,109.0,214.0,28592.0,15.0,0.0,0.8516368269920349,0.5246222719641858,6560.0,109.0,214.0,60.18348623853211,0.0,0.0,0.0,-0.00067138671875,-0.06903606020511166,0.0,2.006495088089636
