Combination ID,Image,Quality band,Severity,Stage order,Stage,MSE,PSNR (dB),SSIM,Ridge coherence,Runtime (s),Delta PSNR vs previous stage (dB),Delta SSIM vs previous stage,Delta coherence vs previous stage
R1->G1->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,0,Degraded,0.014399337938248978,18.416574757085808,0.7061618986973255,0.6278500556945801,0.0,,,
R1->G1->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,1,Common Preprocessing P0,0.014399337938248978,18.416574757085808,0.7061618986973255,0.6278500556945801,0.0,0.0,0.0,0.0
R1->G1->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,2,M1 Wiener deconvolution,0.013281466477996804,18.76753969535795,0.732117417270063,0.6414128541946411,0.0020392999867908657,0.35096493827214204,0.02595551857273748,0.013562798500061035
R1->G1->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,3,M2 Ordinary Gabor filter,0.03084369832363167,15.108335532784082,0.6256579784130779,0.6569716930389404,1.027684299973771,-3.659204162573868,-0.10645943885698506,0.015558838844299316
R1->G1->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,4,Team Fusion,0.014574840430345827,18.363961913270714,0.721415216472256,0.640955924987793,1.0297235999605618,3.255626380486632,0.09575723805917813,-0.01601576805114746
R1->G1->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,0,Degraded,0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,,,
R1->G1->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,1,Common Preprocessing P0,0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,0.0,0.0,0.0
R1->G1->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,2,M1 Wiener deconvolution,0.025402194038171712,15.951287708792854,0.5600917841507604,0.5179650783538818,0.002121899975463748,0.3297376961089995,0.040938040423631916,0.0357435941696167
R1->G1->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,3,M2 Ordinary Gabor filter,0.0420400717185956,13.763365517550287,0.4561036138019202,0.5399641990661621,1.042457600007765,-2.187922191242567,-0.10398817034884023,0.021999120712280273
R1->G1->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,4,Team Fusion,0.02636512487850783,15.789701672902861,0.5507222726798747,0.5181093215942383,1.0445794999832287,2.026336155352574,0.09461865887795451,-0.021854877471923828
R1->G1->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,0,Degraded,0.037505378832330516,14.259064434807145,0.3472088247192675,0.3226686716079712,0.0,,,
R1->G1->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,1,Common Preprocessing P0,0.037505378832330516,14.259064434807145,0.3472088247192675,0.3226686716079712,0.0,0.0,0.0,0.0
R1->G1->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,2,M1 Wiener deconvolution,0.03522573272729222,14.531399644042667,0.39590013095385185,0.3766220510005951,0.0021688000415451825,0.27233520923552135,0.04869130623458434,0.0539533793926239
R1->G1->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,3,M2 Ordinary Gabor filter,0.046076292463013174,13.365224737609317,0.3387076678221515,0.4171891212463379,0.9806363999960013,-1.1661749064333495,-0.057192463131700344,0.0405670702457428
R1->G1->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,4,Team Fusion,0.035605620512591835,14.484814412143239,0.39183174452818875,0.37878501415252686,0.9828052000375465,1.1195896745339216,0.05312407670603725,-0.038404107093811035
R1->G1->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,0,Degraded,0.013497373831101628,18.697507234760902,0.7171050518347732,0.6117162108421326,0.0,,,
R1->G1->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,1,Common Preprocessing P0,0.013497373831101628,18.697507234760902,0.7171050518347732,0.6117162108421326,0.0,0.0,0.0,0.0
R1->G1->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,2,M1 Wiener deconvolution,0.012493608932786594,19.03312092194295,0.7397979672442115,0.6229068040847778,0.0020287000224925578,0.33561368718204676,0.022692915409438297,0.011190593242645264
R1->G1->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,3,M2 Ordinary Gabor filter,0.03535487169164083,14.51550734539737,0.6057057497388648,0.6397273540496826,0.9785298999631777,-4.517613576545578,-0.13409221750534672,0.016820549964904785
R1->G1->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,4,Team Fusion,0.013931398076527754,18.560052980445334,0.7259730568431132,0.6220149397850037,0.9805585999856703,4.044545635047964,0.12026730710424838,-0.017712414264678955
R1->G1->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,0,Degraded,0.028741822356150123,15.414856991757253,0.5234865874058405,0.49878770112991333,0.0,,,
R1->G1->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,1,Common Preprocessing P0,0.028741822356150123,15.414856991757253,0.5234865874058405,0.49878770112991333,0.0,0.0,0.0,0.0
R1->G1->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,2,M1 Wiener deconvolution,0.026767183884943577,15.723973175528101,0.5628293700482917,0.530820369720459,0.0024837999953888357,0.3091161837708487,0.03934278264245117,0.032032668590545654
R1->G1->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,3,M2 Ordinary Gabor filter,0.0412325313987207,13.847600016345332,0.4747788788547303,0.5507949590682983,0.9749268000014126,-1.8763731591827693,-0.0880504911935614,0.019974589347839355
R1->G1->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,4,Team Fusion,0.027637134548317663,15.585069871431578,0.5540187614558123,0.5313708782196045,0.9774105999968015,1.7374698550862462,0.079239882601082,-0.019424080848693848
R1->G1->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,0,Degraded,0.03650229166639555,14.376798690551027,0.2948518343508618,0.2769134044647217,0.0,,,
R1->G1->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,1,Common Preprocessing P0,0.03650229166639555,14.376798690551027,0.2948518343508618,0.2769134044647217,0.0,0.0,0.0,0.0
R1->G1->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,2,M1 Wiener deconvolution,0.034800066829743986,14.584199220372936,0.3310282695820731,0.3063080906867981,0.0022123000235296786,0.20740052982190882,0.03617643523121128,0.029394686222076416
R1->G1->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,3,M2 Ordinary Gabor filter,0.04770263543930464,13.214576267223597,0.2984270920826938,0.3452112674713135,0.9792531999992207,-1.3696229531493387,-0.0326011774993793,0.03890317678451538
R1->G1->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,4,Team Fusion,0.03530120193290829,14.522105075316336,0.3288296392777957,0.3069224953651428,0.9814655000227503,1.307528808092739,0.03040254719510188,-0.038288772106170654
R1->G1->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,0,Degraded,0.009071834659731591,20.423048736871216,0.7047279850341517,0.544333815574646,0.0,,,
R1->G1->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,1,Common Preprocessing P0,0.009071834659731591,20.423048736871216,0.7047279850341517,0.544333815574646,0.0,0.0,0.0,0.0
R1->G1->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,2,M1 Wiener deconvolution,0.008439588990882319,20.73678703058967,0.7331368261644412,0.5624552369117737,0.0022715000086463988,0.31373829371845474,0.02840884113028952,0.018121421337127686
R1->G1->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,3,M2 Ordinary Gabor filter,0.022645544043394403,16.450172412337988,0.6245809589847899,0.5952481031417847,0.9786095999879763,-4.286614618251683,-0.10855586717965127,0.032792866230010986
R1->G1->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,4,Team Fusion,0.009234223956093603,20.345995967855078,0.7253070291590583,0.5624164938926697,0.9808810999966227,3.89582355551709,0.10072607017426838,-0.03283160924911499
R1->G1->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,0,Degraded,0.028699726523408173,15.42122241591465,0.5122240778470925,0.4813656508922577,0.0,,,
R1->G1->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,1,Common Preprocessing P0,0.028699726523408173,15.42122241591465,0.5122240778470925,0.4813656508922577,0.0,0.0,0.0,0.0
R1->G1->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,2,M1 Wiener deconvolution,0.026720488137116447,15.731556123147675,0.5500364851517571,0.514381468296051,0.002016899990849197,0.3103337072330241,0.03781240730466462,0.033015817403793335
R1->G1->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,3,M2 Ordinary Gabor filter,0.05859498895301217,12.321395232841294,0.42823242611717155,0.532114565372467,1.0666227000183426,-3.410160890306381,-0.12180405903458552,0.017733097076416016
R1->G1->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,4,Team Fusion,0.02841744396334713,15.464149877222615,0.5380450776226255,0.5137190222740173,1.0686396000091918,3.1427546443813217,0.109812651505454,-0.018395543098449707
R1->G1->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,0,Degraded,0.044556419395196015,13.510897168331795,0.3285024152864841,0.3337242603302002,0.0,,,
R1->G1->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,1,Common Preprocessing P0,0.044556419395196015,13.510897168331795,0.3285024152864841,0.3337242603302002,0.0,0.0,0.0,0.0
R1->G1->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,2,M1 Wiener deconvolution,0.042408422920845144,13.72547877729152,0.37211069569522676,0.382784903049469,0.0025692000053822994,0.2145816089597261,0.04360828040874265,0.0490606427192688
R1->G1->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,3,M2 Ordinary Gabor filter,0.05408113882551492,12.669541717182415,0.3359089715782511,0.41283950209617615,0.9896289000171237,-1.0559370601091054,-0.03620172411697564,0.030054599046707153
R1->G1->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,4,Team Fusion,0.04294697024898211,13.670674686327411,0.3684992756234724,0.3839687705039978,0.992198100022506,1.0011329691449955,0.032590304045221286,-0.028870731592178345
R1->G1->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,0,Degraded,0.013251318050460982,18.777409222122316,0.6898256189738503,0.6012032628059387,0.0,,,
R1->G1->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,1,Common Preprocessing P0,0.013251318050460982,18.777409222122316,0.6898256189738503,0.6012032628059387,0.0,0.0,0.0,0.0
R1->G1->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,2,M1 Wiener deconvolution,0.012331748820074047,19.08975329807252,0.7135447036434547,0.6136176586151123,0.0019510999554768205,0.31234407595020386,0.023719084669604373,0.012414395809173584
R1->G1->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,3,M2 Ordinary Gabor filter,0.03555513507623788,14.490976671079967,0.5884999281298661,0.6334848403930664,0.9753094000043347,-4.598776626992553,-0.1250447755135886,0.0198671817779541
R1->G1->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,4,Team Fusion,0.013778576823093145,18.607956380014464,0.6995801606033505,0.6121203899383545,0.9772604999598116,4.1169797089344975,0.11108023247348442,-0.021364450454711914
R1->G1->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,0,Degraded,0.02774234539963244,15.568568254884044,0.5394321414318124,0.5299065709114075,0.0,,,
R1->G1->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,1,Common Preprocessing P0,0.02774234539963244,15.568568254884044,0.5394321414318124,0.5299065709114075,0.0,0.0,0.0,0.0
R1->G1->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,2,M1 Wiener deconvolution,0.025919556086176385,15.8637244072486,0.5715112625076556,0.5579662919044495,0.0022166999988257885,0.29515615236455695,0.03207912107584321,0.028059720993041992
R1->G1->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,3,M2 Ordinary Gabor filter,0.05792615058446669,12.371253310809799,0.45056981732994306,0.575812578201294,0.9859782999847084,-3.492471096438802,-0.12094144517771255,0.017846286296844482
R1->G1->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,4,Team Fusion,0.027858705449421747,15.550390684301865,0.5584630761760087,0.5572898387908936,0.9881949999835342,3.1791373734920665,0.1078932588460656,-0.01852273941040039
R1->G1->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,0,Degraded,0.05116287396425381,12.910450679510072,0.32278156574308914,0.3605555295944214,0.0,,,
R1->G1->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,1,Common Preprocessing P0,0.05116287396425381,12.910450679510072,0.32278156574308914,0.3605555295944214,0.0,0.0,0.0,0.0
R1->G1->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,2,M1 Wiener deconvolution,0.04834439556222803,13.156538652722992,0.36939152119235164,0.41808342933654785,0.00213199999416247,0.2460879732129193,0.0466099554492625,0.057527899742126465
R1->G1->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,3,M2 Ordinary Gabor filter,0.05957105311732519,12.249647222278233,0.32984660616558337,0.43951529264450073,0.9952980999951251,-0.9068914304447588,-0.03954491502676827,0.02143186330795288
R1->G1->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,4,Team Fusion,0.04887481541185634,13.109148698163038,0.3652637578181195,0.41944801807403564,0.9974300999892876,0.8595014758848052,0.035417151652536116,-0.020067274570465088
R1->G1->fusion,494__F_Left_thumb_finger.BMP,Medium quality,0.35,0,Degraded,0.013553076706866908,18.679621036724463,0.7133231194557166,0.6164482831954956,0.0,,,
R1->G1->fusion,494__F_Left_thumb_finger.BMP,Medium quality,0.35,1,Common Preprocessing P0,0.013553076706866908,18.679621036724463,0.7133231194557166,0.6164482831954956,0.0,0.0,0.0,0.0
R1->G1->fusion,494__F_Left_thumb_finger.BMP,Medium quality,0.35,2,M1 Wiener deconvolution,0.012522172401783167,19.023203212642322,0.7363436773337899,0.628631591796875,0.0019725000020116568,0.34358217591785944,0.023020557878073333,0.012183308601379395
R1->G1->fusion,494__F_Left_thumb_finger.BMP,Medium quality,0.35,3,M2 Ordinary Gabor filter,0.03429724416047821,14.647407748254597,0.6101745357351265,0.6432811617851257,1.0457771999645047,-4.375795464387725,-0.12616914159866344,0.014649569988250732
R1->G1->fusion,494__F_Left_thumb_finger.BMP,Medium quality,0.35,4,Team Fusion,0.013999532828880796,18.538864566949336,0.7232464896734511,0.62743079662323,1.0477496999665163,3.8914568186947385,0.11307195393832459,-0.015850365161895752
R1->G1->fusion,159__M_Right_thumb_finger.BMP,Lower quality,0.55,0,Degraded,0.02976756429694738,15.26256699638508,0.3952516253058921,0.37059158086776733,0.0,,,
R1->G1->fusion,159__M_Right_thumb_finger.BMP,Lower quality,0.55,1,Common Preprocessing P0,0.02976756429694738,15.26256699638508,0.3952516253058921,0.37059158086776733,0.0,0.0,0.0,0.0
R1->G1->fusion,159__M_Right_thumb_finger.BMP,Lower quality,0.55,2,M1 Wiener deconvolution,0.028570962247713067,15.440751326716962,0.4316914302012243,0.39472106099128723,0.003565100021660328,0.17818433033188086,0.03643980489533222,0.024129480123519897
R1->G1->fusion,159__M_Right_thumb_finger.BMP,Lower quality,0.55,3,M2 Ordinary Gabor filter,0.05299536210730643,12.757621360471132,0.40498353094222744,0.4253881275653839,0.9843674000003375,-2.6831299662458292,-0.02670789925899686,0.03066706657409668
R1->G1->fusion,159__M_Right_thumb_finger.BMP,Lower quality,0.55,4,Team Fusion,0.029887412793732318,15.245116780700156,0.4271597901696257,0.3945653736591339,0.9879325000219978,2.487495420229024,0.022176259227398243,-0.03082275390625
R1->G1->fusion,493__M_Left_little_finger.BMP,Lower quality,0.75,0,Degraded,0.044177192527388644,13.54801887120194,0.31363286437437116,0.28244054317474365,0.0,,,
R1->G1->fusion,493__M_Left_little_finger.BMP,Lower quality,0.75,1,Common Preprocessing P0,0.044177192527388644,13.54801887120194,0.31363286437437116,0.28244054317474365,0.0,0.0,0.0,0.0
R1->G1->fusion,493__M_Left_little_finger.BMP,Lower quality,0.75,2,M1 Wiener deconvolution,0.04254976064983503,13.711028785582007,0.3514122692823294,0.3080686330795288,0.0019619999802671373,0.1630099143800674,0.037779404907958225,0.025628089904785156
R1->G1->fusion,493__M_Left_little_finger.BMP,Lower quality,0.75,3,M2 Ordinary Gabor filter,0.05162000433429384,12.871819633264426,0.32662530090385,0.3593524694442749,0.9787117000087164,-0.8392091523175811,-0.02478696837847938,0.051283836364746094
R1->G1->fusion,493__M_Left_little_finger.BMP,Lower quality,0.75,4,Team Fusion,0.04301265299619842,13.664037695808581,0.3499322380759766,0.3088628351688385,0.9806736999889836,0.7922180625441548,0.02330693717212662,-0.0504896342754364
R1->G1->fusion,543__M_Right_middle_finger.BMP,Lower quality,0.35,0,Degraded,0.013593711746510157,18.666619434933,0.622298704735867,0.4842648506164551,0.0,,,
R1->G1->fusion,543__M_Right_middle_finger.BMP,Lower quality,0.35,1,Common Preprocessing P0,0.013593711746510157,18.666619434933,0.622298704735867,0.4842648506164551,0.0,0.0,0.0,0.0
R1->G1->fusion,543__M_Right_middle_finger.BMP,Lower quality,0.35,2,M1 Wiener deconvolution,0.012930871748949344,18.883721956922052,0.6539069612884598,0.49805665016174316,0.0019895999575965106,0.21710252198905167,0.031608256552592806,0.013791799545288086
R1->G1->fusion,543__M_Right_middle_finger.BMP,Lower quality,0.35,3,M2 Ordinary Gabor filter,0.022206067098993268,16.53528352232742,0.6131330951556931,0.5364366173744202,0.9751202000188641,-2.348438434594634,-0.04077386613276668,0.038379967212677
R1->G1->fusion,543__M_Right_middle_finger.BMP,Lower quality,0.35,4,Team Fusion,0.013611997003545265,18.660781551789242,0.6503815750038787,0.4981422424316406,0.9771097999764606,2.1254980294618235,0.03724847984818558,-0.03829437494277954
R1->G1->fusion,471__M_Left_little_finger.BMP,Lower quality,0.55,0,Degraded,0.030785269586528136,15.116570389401645,0.45705769311734173,0.48607102036476135,0.0,,,
R1->G1->fusion,471__M_Left_little_finger.BMP,Lower quality,0.55,1,Common Preprocessing P0,0.030785269586528136,15.116570389401645,0.45705769311734173,0.48607102036476135,0.0,0.0,0.0,0.0
R1->G1->fusion,471__M_Left_little_finger.BMP,Lower quality,0.55,2,M1 Wiener deconvolution,0.028906988012384807,15.389971576460912,0.4971780012518633,0.5117788910865784,0.0021495000110007823,0.2734011870592674,0.040120308134521554,0.025707870721817017
R1->G1->fusion,471__M_Left_little_finger.BMP,Lower quality,0.55,3,M2 Ordinary Gabor filter,0.040863349456287154,13.886660383211822,0.47337305188065126,0.5292942523956299,0.9742739999783225,-1.5033111932490897,-0.023804949371212025,0.017515361309051514
R1->G1->fusion,471__M_Left_little_finger.BMP,Lower quality,0.55,4,Team Fusion,0.029774045235599983,15.261621561443837,0.4920981363372023,0.5119491815567017,0.9764234999893233,1.3749611782320148,0.018725084456551022,-0.017345070838928223
R1->G1->fusion,516__M_Right_little_finger.BMP,Lower quality,0.75,0,Degraded,0.044848563318974695,13.482514646072946,0.29702657738757515,0.3059859275817871,0.0,,,
R1->G1->fusion,516__M_Right_little_finger.BMP,Lower quality,0.75,1,Common Preprocessing P0,0.044848563318974695,13.482514646072946,0.29702657738757515,0.3059859275817871,0.0,0.0,0.0,0.0
R1->G1->fusion,516__M_Right_little_finger.BMP,Lower quality,0.75,2,M1 Wiener deconvolution,0.04262519332810341,13.70333638236675,0.3358044662253286,0.3406983017921448,0.0019632999901659787,0.22082173629380364,0.03877788883775346,0.034712374210357666
R1->G1->fusion,516__M_Right_little_finger.BMP,Lower quality,0.75,3,M2 Ordinary Gabor filter,0.056423583104068684,12.485393380155632,0.3226691635646105,0.3707474172115326,1.105219000019133,-1.2179430022111184,-0.013135302660718107,0.030049115419387817
R1->G1->fusion,516__M_Right_little_finger.BMP,Lower quality,0.75,4,Team Fusion,0.04325569067396078,13.639567491073041,0.3337272465618274,0.34151434898376465,1.107182300009299,1.1541741109174097,0.01105808299721689,-0.029233068227767944
R1->G1->fusion,455__M_Left_little_finger.BMP,Lower quality,0.35,0,Degraded,0.011603674548016493,19.354044604952506,0.6664696059230519,0.5289819240570068,0.0,,,
R1->G1->fusion,455__M_Left_little_finger.BMP,Lower quality,0.35,1,Common Preprocessing P0,0.011603674548016493,19.354044604952506,0.6664696059230519,0.5289819240570068,0.0,0.0,0.0,0.0
R1->G1->fusion,455__M_Left_little_finger.BMP,Lower quality,0.35,2,M1 Wiener deconvolution,0.010929662690315594,19.613932409775718,0.6970263302313555,0.5462804436683655,0.0022250000038184226,0.2598878048232116,0.030556724308303584,0.017298519611358643
R1->G1->fusion,455__M_Left_little_finger.BMP,Lower quality,0.35,3,M2 Ordinary Gabor filter,0.022725640144885775,16.434838745537,0.616664494949821,0.590232253074646,1.077655200031586,-3.1790936642387173,-0.08036183528153451,0.04395180940628052
R1->G1->fusion,455__M_Left_little_finger.BMP,Lower quality,0.35,4,Team Fusion,0.011764994043451701,19.294082883686833,0.6910454598093918,0.5475046634674072,1.0798802000354044,2.8592441381498332,0.0743809648595708,-0.04272758960723877
R1->G1->fusion,466__F_Left_little_finger.BMP,Lower quality,0.55,0,Degraded,0.03090636792412731,15.09952029656597,0.44553192054988794,0.43197768926620483,0.0,,,
R1->G1->fusion,466__F_Left_little_finger.BMP,Lower quality,0.55,1,Common Preprocessing P0,0.03090636792412731,15.09952029656597,0.44553192054988794,0.43197768926620483,0.0,0.0,0.0,0.0
R1->G1->fusion,466__F_Left_little_finger.BMP,Lower quality,0.55,2,M1 Wiener deconvolution,0.02933308461692284,15.326422649543543,0.48600170712031193,0.46196550130844116,0.0030014999792911112,0.22690235297757333,0.04046978657042399,0.029987812042236328
R1->G1->fusion,466__F_Left_little_finger.BMP,Lower quality,0.55,3,M2 Ordinary Gabor filter,0.03811272145341432,14.189300391574537,0.45431614427138445,0.4925428330898285,0.9847934999852441,-1.137122257969006,-0.031685562848927484,0.03057733178138733
R1->G1->fusion,466__F_Left_little_finger.BMP,Lower quality,0.55,4,Team Fusion,0.029831880029097264,15.253193761875716,0.4820651798819499,0.46230611205101013,0.9877949999645352,1.0638933703011784,0.027749035610565465,-0.03023672103881836
R1->G1->fusion,371__M_Right_index_finger.BMP,Lower quality,0.75,0,Degraded,0.052331200866164815,12.812392992071155,0.3671201100462844,0.36429160833358765,0.0,,,
R1->G1->fusion,371__M_Right_index_finger.BMP,Lower quality,0.75,1,Common Preprocessing P0,0.052331200866164815,12.812392992071155,0.3671201100462844,0.36429160833358765,0.0,0.0,0.0,0.0
R1->G1->fusion,371__M_Right_index_finger.BMP,Lower quality,0.75,2,M1 Wiener deconvolution,0.049783880315634826,13.029112561004348,0.40905482147338507,0.40475282073020935,0.0022189999581314623,0.21671956893319333,0.041934711427100646,0.040461212396621704
R1->G1->fusion,371__M_Right_index_finger.BMP,Lower quality,0.75,3,M2 Ordinary Gabor filter,0.05658437139119858,12.473035044269022,0.37671828013363806,0.4279455840587616,1.105872200045269,-0.5560775167353267,-0.032336541339747005,0.023192763328552246
R1->G1->fusion,371__M_Right_index_finger.BMP,Lower quality,0.75,4,Team Fusion,0.05003291628515187,13.007441825126097,0.4053050159189906,0.40494394302368164,1.1080912000034004,0.5344067808570756,0.028586735785352535,-0.023001641035079956
R1->G2,75__F_Left_middle_finger.BMP,Higher quality,0.35,0,Degraded,0.015114983280240843,18.205923288899456,0.7435694100628281,0.7118552923202515,0.0,,,
R1->G2,75__F_Left_middle_finger.BMP,Higher quality,0.35,1,Common Preprocessing P0,0.015114983280240843,18.205923288899456,0.7435694100628281,0.7118552923202515,0.0,0.0,0.0,0.0
R1->G2,75__F_Left_middle_finger.BMP,Higher quality,0.35,2,M1 Wiener deconvolution,0.013920737179669651,18.56337765832812,0.7661431879490186,0.7264577150344849,0.0023959000245667994,0.3574543694286625,0.022573777886190527,0.014602422714233398
R1->G2,75__F_Left_middle_finger.BMP,Higher quality,0.35,3,M2 Literature-inspired Modified Gabor,0.016271482913566414,17.88572865512344,0.7543524204124015,0.7355100512504578,2.1384215999860317,-0.677649003204678,-0.01179076753661712,0.0090523362159729
R1->G2,75__F_Left_middle_finger.BMP,Higher quality,0.35,4,Team Final Output,0.016271482913566414,17.88572865512344,0.7543524204124015,0.7355100512504578,2.1408175000105985,0.0,0.0,0.0
R1->G2,422__M_Left_index_finger.BMP,Higher quality,0.55,0,Degraded,0.029822220553575703,15.254600222425044,0.5762982588451102,0.5745490789413452,0.0,,,
R1->G2,422__M_Left_index_finger.BMP,Higher quality,0.55,1,Common Preprocessing P0,0.029822220553575703,15.254600222425044,0.5762982588451102,0.5745490789413452,0.0,0.0,0.0,0.0
R1->G2,422__M_Left_index_finger.BMP,Higher quality,0.55,2,M1 Wiener deconvolution,0.02762668593858207,15.586712093618107,0.6130640316541539,0.6048991680145264,0.0022497999598272145,0.33211187119306373,0.036765772809043695,0.030350089073181152
R1->G2,422__M_Left_index_finger.BMP,Higher quality,0.55,3,M2 Literature-inspired Modified Gabor,0.027866399663856033,15.549191384673506,0.6203324306722247,0.6218461394309998,2.2112191000487655,-0.037520708944601466,0.007268399018070748,0.01694697141647339
R1->G2,422__M_Left_index_finger.BMP,Higher quality,0.55,4,Team Final Output,0.027866399663856033,15.549191384673506,0.6203324306722247,0.6218461394309998,2.2134689000085928,0.0,0.0,0.0
R1->G2,184__M_Right_index_finger.BMP,Higher quality,0.75,0,Degraded,0.054350025105621494,12.648002509662726,0.3909409718803697,0.42632046341896057,0.0,,,
R1->G2,184__M_Right_index_finger.BMP,Higher quality,0.75,1,Common Preprocessing P0,0.054350025105621494,12.648002509662726,0.3909409718803697,0.42632046341896057,0.0,0.0,0.0,0.0
R1->G2,184__M_Right_index_finger.BMP,Higher quality,0.75,2,M1 Wiener deconvolution,0.05093042482928517,12.930227011997337,0.43832963501002326,0.4842767119407654,0.002134300011675805,0.2822245023346106,0.04738866312965356,0.05795624852180481
R1->G2,184__M_Right_index_finger.BMP,Higher quality,0.75,3,M2 Literature-inspired Modified Gabor,0.049609861134058075,13.044319886218815,0.451957934534172,0.5030544996261597,2.054458099999465,0.11409287422147862,0.013628299524148735,0.018777787685394287
R1->G2,184__M_Right_index_finger.BMP,Higher quality,0.75,4,Team Final Output,0.049609861134058075,13.044319886218815,0.451957934534172,0.5030544996261597,2.056592400011141,0.0,0.0,0.0
R1->G2,445__M_Left_ring_finger.BMP,Higher quality,0.35,0,Degraded,0.014399337938248978,18.416574757085808,0.7061618986973255,0.6278500556945801,0.0,,,
R1->G2,445__M_Left_ring_finger.BMP,Higher quality,0.35,1,Common Preprocessing P0,0.014399337938248978,18.416574757085808,0.7061618986973255,0.6278500556945801,0.0,0.0,0.0,0.0
R1->G2,445__M_Left_ring_finger.BMP,Higher quality,0.35,2,M1 Wiener deconvolution,0.013281466477996804,18.76753969535795,0.732117417270063,0.6414128541946411,0.0019960000063292682,0.35096493827214204,0.02595551857273748,0.013562798500061035
R1->G2,445__M_Left_ring_finger.BMP,Higher quality,0.35,3,M2 Literature-inspired Modified Gabor,0.01590976041147606,17.98336360438732,0.7131137109484544,0.6287343502044678,2.146172699984163,-0.7841760909706288,-0.019003706321608527,-0.01267850399017334
R1->G2,445__M_Left_ring_finger.BMP,Higher quality,0.35,4,Team Final Output,0.01590976041147606,17.98336360438732,0.7131137109484544,0.6287343502044678,2.1481686999904923,0.0,0.0,0.0
R1->G2,576__M_Right_middle_finger.BMP,Higher quality,0.55,0,Degraded,0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,,,
R1->G2,576__M_Right_middle_finger.BMP,Higher quality,0.55,1,Common Preprocessing P0,0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,0.0,0.0,0.0
