Combination ID,Image,Quality band,Severity,Stage order,Stage,MSE,PSNR (dB),SSIM,Ridge coherence,Runtime (s),Delta PSNR vs previous stage (dB),Delta SSIM vs previous stage,Delta coherence vs previous stage
R2->G7,195__M_Right_index_finger.BMP,Medium quality,0.55,3,M2 Coherence-guided directional diffusion,0.027306585719933253,15.63732598494099,0.5523310476723495,0.5789885520935059,0.33379950001835823,-0.1295065576127694,-0.00888357944533924,0.03172338008880615
R2->G7,195__M_Right_index_finger.BMP,Medium quality,0.55,4,Team Final Output,0.027306585719933253,15.63732598494099,0.5523310476723495,0.5789885520935059,0.3513228999800049,0.0,0.0,0.0
R2->G7,183__M_Left_ring_finger.BMP,Medium quality,0.75,0,Degraded,0.05116287396425381,12.910450679510072,0.32278156574308914,0.3605555295944214,0.0,,,
R2->G7,183__M_Left_ring_finger.BMP,Medium quality,0.75,1,Common Preprocessing P0,0.05116287396425381,12.910450679510072,0.32278156574308914,0.3605555295944214,0.0,0.0,0.0,0.0
R2->G7,183__M_Left_ring_finger.BMP,Medium quality,0.75,2,M1 Richardson-Lucy deconvolution,0.04968017257659693,13.038169041975475,0.34734587748520274,0.3941701650619507,0.01767860003747046,0.12771836246540325,0.024564311742113598,0.0336146354675293
R2->G7,183__M_Left_ring_finger.BMP,Medium quality,0.75,3,M2 Coherence-guided directional diffusion,0.049718744027016495,13.034798508474827,0.3442584724439222,0.4285137355327606,0.3718066999572329,-0.0033705335006484205,-0.003087405041280522,0.034343570470809937
R2->G7,183__M_Left_ring_finger.BMP,Medium quality,0.75,4,Team Final Output,0.049718744027016495,13.034798508474827,0.3442584724439222,0.4285137355327606,0.3894852999947034,0.0,0.0,0.0
R2->G7,494__F_Left_thumb_finger.BMP,Medium quality,0.35,0,Degraded,0.013553076706866908,18.679621036724463,0.7133231194557166,0.6164482831954956,0.0,,,
R2->G7,494__F_Left_thumb_finger.BMP,Medium quality,0.35,1,Common Preprocessing P0,0.013553076706866908,18.679621036724463,0.7133231194557166,0.6164482831954956,0.0,0.0,0.0,0.0
R2->G7,494__F_Left_thumb_finger.BMP,Medium quality,0.35,2,M1 Richardson-Lucy deconvolution,0.012794383151302784,18.92980647677787,0.7275232401037095,0.618442177772522,0.019838400010485202,0.25018544005340715,0.01420012064799292,0.001993894577026367
R2->G7,494__F_Left_thumb_finger.BMP,Medium quality,0.35,3,M2 Coherence-guided directional diffusion,0.013668655345730066,18.642742070600402,0.7208400731807127,0.6495035290718079,0.3318407000042498,-0.28706440617746765,-0.006683166922996753,0.03106135129928589
R2->G7,494__F_Left_thumb_finger.BMP,Medium quality,0.35,4,Team Final Output,0.013668655345730066,18.642742070600402,0.7208400731807127,0.6495035290718079,0.351679100014735,0.0,0.0,0.0
R2->G7,159__M_Right_thumb_finger.BMP,Lower quality,0.55,0,Degraded,0.02976756429694738,15.26256699638508,0.3952516253058921,0.37059158086776733,0.0,,,
R2->G7,159__M_Right_thumb_finger.BMP,Lower quality,0.55,1,Common Preprocessing P0,0.02976756429694738,15.26256699638508,0.3952516253058921,0.37059158086776733,0.0,0.0,0.0,0.0
R2->G7,159__M_Right_thumb_finger.BMP,Lower quality,0.55,2,M1 Richardson-Lucy deconvolution,0.02898936140877339,15.377613513818268,0.41815410422433563,0.38634440302848816,0.01830229995539412,0.11504651743318739,0.022902478918443547,0.015752822160720825
R2->G7,159__M_Right_thumb_finger.BMP,Lower quality,0.55,3,M2 Coherence-guided directional diffusion,0.02883451748045668,15.400873117172221,0.43248227816947843,0.42149224877357483,0.3323287999955937,0.02325960335395294,0.014328173945142797,0.03514784574508667
R2->G7,159__M_Right_thumb_finger.BMP,Lower quality,0.55,4,Team Final Output,0.02883451748045668,15.400873117172221,0.43248227816947843,0.42149224877357483,0.35063109995098785,0.0,0.0,0.0
R2->G7,493__M_Left_little_finger.BMP,Lower quality,0.75,0,Degraded,0.044177192527388644,13.54801887120194,0.31363286437437116,0.28244054317474365,0.0,,,
R2->G7,493__M_Left_little_finger.BMP,Lower quality,0.75,1,Common Preprocessing P0,0.044177192527388644,13.54801887120194,0.31363286437437116,0.28244054317474365,0.0,0.0,0.0,0.0
R2->G7,493__M_Left_little_finger.BMP,Lower quality,0.75,2,M1 Richardson-Lucy deconvolution,0.04325809539373011,13.63932605983437,0.33535813296680883,0.29979971051216125,0.02009080001153052,0.09130718863243104,0.021725268592437674,0.017359167337417603
R2->G7,493__M_Left_little_finger.BMP,Lower quality,0.75,3,M2 Coherence-guided directional diffusion,0.042871171909440974,13.67834644624493,0.3475072617087676,0.3243611752986908,0.3274515999946743,0.03902038641055938,0.012149128741958781,0.02456146478652954
R2->G7,493__M_Left_little_finger.BMP,Lower quality,0.75,4,Team Final Output,0.042871171909440974,13.67834644624493,0.3475072617087676,0.3243611752986908,0.34754240000620484,0.0,0.0,0.0
R2->G7,543__M_Right_middle_finger.BMP,Lower quality,0.35,0,Degraded,0.013593711746510157,18.666619434933,0.622298704735867,0.4842648506164551,0.0,,,
R2->G7,543__M_Right_middle_finger.BMP,Lower quality,0.35,1,Common Preprocessing P0,0.013593711746510157,18.666619434933,0.622298704735867,0.4842648506164551,0.0,0.0,0.0,0.0
R2->G7,543__M_Right_middle_finger.BMP,Lower quality,0.35,2,M1 Richardson-Lucy deconvolution,0.013155995882075671,18.80876271126757,0.6373447209006634,0.48778191208839417,0.01784430001862347,0.14214327633456847,0.015046016164796394,0.003517061471939087
R2->G7,543__M_Right_middle_finger.BMP,Lower quality,0.35,3,M2 Coherence-guided directional diffusion,0.013550314387506198,18.680506283928832,0.6465467042538731,0.5116347074508667,0.325870800006669,-0.1282564273387372,0.009201983353209653,0.023852795362472534
R2->G7,543__M_Right_middle_finger.BMP,Lower quality,0.35,4,Team Final Output,0.013550314387506198,18.680506283928832,0.6465467042538731,0.5116347074508667,0.3437151000252925,0.0,0.0,0.0
R2->G7,471__M_Left_little_finger.BMP,Lower quality,0.55,0,Degraded,0.030785269586528136,15.116570389401645,0.45705769311734173,0.48607102036476135,0.0,,,
R2->G7,471__M_Left_little_finger.BMP,Lower quality,0.55,1,Common Preprocessing P0,0.030785269586528136,15.116570389401645,0.45705769311734173,0.48607102036476135,0.0,0.0,0.0,0.0
R2->G7,471__M_Left_little_finger.BMP,Lower quality,0.55,2,M1 Richardson-Lucy deconvolution,0.029512069547233347,15.300003343350587,0.4827835388462897,0.5026792883872986,0.018103299953509122,0.18343295394894277,0.025725845728947982,0.01660826802253723
R2->G7,471__M_Left_little_finger.BMP,Lower quality,0.55,3,M2 Coherence-guided directional diffusion,0.030307635234134548,15.184479483183413,0.48139905373905506,0.5318902730941772,0.32766420004190877,-0.11552386016717442,-0.0013844851072346565,0.029210984706878662
R2->G7,471__M_Left_little_finger.BMP,Lower quality,0.55,4,Team Final Output,0.030307635234134548,15.184479483183413,0.48139905373905506,0.5318902730941772,0.3457674999954179,0.0,0.0,0.0
R2->G7,516__M_Right_little_finger.BMP,Lower quality,0.75,0,Degraded,0.044848563318974695,13.482514646072946,0.29702657738757515,0.3059859275817871,0.0,,,
R2->G7,516__M_Right_little_finger.BMP,Lower quality,0.75,1,Common Preprocessing P0,0.044848563318974695,13.482514646072946,0.29702657738757515,0.3059859275817871,0.0,0.0,0.0,0.0
R2->G7,516__M_Right_little_finger.BMP,Lower quality,0.75,2,M1 Richardson-Lucy deconvolution,0.043635444252845816,13.601605981187708,0.3185136040356258,0.3266632556915283,0.017073500028345734,0.11909133511476178,0.021487026648050633,0.02067732810974121
R2->G7,516__M_Right_little_finger.BMP,Lower quality,0.75,3,M2 Coherence-guided directional diffusion,0.04350562279801143,13.614546098881233,0.32399750194010646,0.3496113419532776,0.32674689998384565,0.012940117693524655,0.005483897904480672,0.022948086261749268
R2->G7,516__M_Right_little_finger.BMP,Lower quality,0.75,4,Team Final Output,0.04350562279801143,13.614546098881233,0.32399750194010646,0.3496113419532776,0.3438204000121914,0.0,0.0,0.0
R2->G7,455__M_Left_little_finger.BMP,Lower quality,0.35,0,Degraded,0.011603674548016493,19.354044604952506,0.6664696059230519,0.5289819240570068,0.0,,,
R2->G7,455__M_Left_little_finger.BMP,Lower quality,0.35,1,Common Preprocessing P0,0.011603674548016493,19.354044604952506,0.6664696059230519,0.5289819240570068,0.0,0.0,0.0,0.0
R2->G7,455__M_Left_little_finger.BMP,Lower quality,0.35,2,M1 Richardson-Lucy deconvolution,0.011174097990840293,19.5178752442971,0.6828158074367083,0.533545196056366,0.018797700002323836,0.16383063934459585,0.0163462015136564,0.004563271999359131
R2->G7,455__M_Left_little_finger.BMP,Lower quality,0.35,3,M2 Coherence-guided directional diffusion,0.011668690075582647,19.32977895015201,0.6778394447808415,0.552466869354248,0.3310152000049129,-0.18809629414509033,-0.004976362655866873,0.01892167329788208
R2->G7,455__M_Left_little_finger.BMP,Lower quality,0.35,4,Team Final Output,0.011668690075582647,19.32977895015201,0.6778394447808415,0.552466869354248,0.34981290000723675,0.0,0.0,0.0
R2->G7,466__F_Left_little_finger.BMP,Lower quality,0.55,0,Degraded,0.03090636792412731,15.09952029656597,0.44553192054988794,0.43197768926620483,0.0,,,
R2->G7,466__F_Left_little_finger.BMP,Lower quality,0.55,1,Common Preprocessing P0,0.03090636792412731,15.09952029656597,0.44553192054988794,0.43197768926620483,0.0,0.0,0.0,0.0
R2->G7,466__F_Left_little_finger.BMP,Lower quality,0.55,2,M1 Richardson-Lucy deconvolution,0.02985280092830317,15.250149150994684,0.47162849789285044,0.45087453722953796,0.018509999965317547,0.15062885442871377,0.0260965773429625,0.01889684796333313
R2->G7,466__F_Left_little_finger.BMP,Lower quality,0.55,3,M2 Coherence-guided directional diffusion,0.030254819973462355,15.192054269247283,0.47279609564800357,0.4793262481689453,0.3372449000016786,-0.05809488174740096,0.001167597755153127,0.02845171093940735
R2->G7,466__F_Left_little_finger.BMP,Lower quality,0.55,4,Team Final Output,0.030254819973462355,15.192054269247283,0.47279609564800357,0.4793262481689453,0.35575489996699616,0.0,0.0,0.0
R2->G7,371__M_Right_index_finger.BMP,Lower quality,0.75,0,Degraded,0.052331200866164815,12.812392992071155,0.3671201100462844,0.36429160833358765,0.0,,,
R2->G7,371__M_Right_index_finger.BMP,Lower quality,0.75,1,Common Preprocessing P0,0.052331200866164815,12.812392992071155,0.3671201100462844,0.36429160833358765,0.0,0.0,0.0,0.0
R2->G7,371__M_Right_index_finger.BMP,Lower quality,0.75,2,M1 Richardson-Lucy deconvolution,0.05087194987373819,12.935216159527656,0.3915735828908917,0.39077362418174744,0.017736700014211237,0.12282316745650057,0.024453472844607305,0.02648201584815979
R2->G7,371__M_Right_index_finger.BMP,Lower quality,0.75,3,M2 Coherence-guided directional diffusion,0.05083740771056733,12.938166029980318,0.39513206728985373,0.4251801371574402,0.32445129996631294,0.00294987045266204,0.003558484398962003,0.03440651297569275
R2->G7,371__M_Right_index_finger.BMP,Lower quality,0.75,4,Team Final Output,0.05083740771056733,12.938166029980318,0.39513206728985373,0.4251801371574402,0.3421879999805242,0.0,0.0,0.0
R2->G7->fusion,75__F_Left_middle_finger.BMP,Higher quality,0.35,0,Degraded,0.015114983280240843,18.205923288899456,0.7435694100628281,0.7118552923202515,0.0,,,
R2->G7->fusion,75__F_Left_middle_finger.BMP,Higher quality,0.35,1,Common Preprocessing P0,0.015114983280240843,18.205923288899456,0.7435694100628281,0.7118552923202515,0.0,0.0,0.0,0.0
R2->G7->fusion,75__F_Left_middle_finger.BMP,Higher quality,0.35,2,M1 Richardson-Lucy deconvolution,0.014164651105405105,18.48794118274742,0.7602702943897159,0.7157467603683472,0.018844000005628914,0.2820178938479643,0.016700884326887877,0.003891468048095703
R2->G7->fusion,75__F_Left_middle_finger.BMP,Higher quality,0.35,3,M2 Coherence-guided directional diffusion,0.0171898478051073,17.647279684377107,0.7169097230974054,0.7285551428794861,0.3201441999990493,-0.8406614983703129,-0.043360571292310524,0.012808382511138916
R2->G7->fusion,75__F_Left_middle_finger.BMP,Higher quality,0.35,4,Team Fusion,0.014527256833850612,18.378163853161865,0.7551895869280942,0.7174370288848877,0.3389882000046782,0.7308841687847583,0.03827986383068882,-0.011118113994598389
R2->G7->fusion,422__M_Left_index_finger.BMP,Higher quality,0.55,0,Degraded,0.029822220553575703,15.254600222425044,0.5762982588451102,0.5745490789413452,0.0,,,
R2->G7->fusion,422__M_Left_index_finger.BMP,Higher quality,0.55,1,Common Preprocessing P0,0.029822220553575703,15.254600222425044,0.5762982588451102,0.5745490789413452,0.0,0.0,0.0,0.0
R2->G7->fusion,422__M_Left_index_finger.BMP,Higher quality,0.55,2,M1 Richardson-Lucy deconvolution,0.028313411405804473,15.480078005233256,0.6013644606977318,0.5930792689323425,0.01686659996630624,0.22547778280821262,0.02506620185262154,0.018530189990997314
R2->G7->fusion,422__M_Left_index_finger.BMP,Higher quality,0.55,3,M2 Coherence-guided directional diffusion,0.029832381160783395,15.25312080740627,0.5818464069358006,0.6248509883880615,0.32499630004167557,-0.22695719782698554,-0.019518053761931164,0.031771719455718994
R2->G7->fusion,422__M_Left_index_finger.BMP,Higher quality,0.55,4,Team Fusion,0.02849683963439125,15.45203301586234,0.5988655685597847,0.5967842936515808,0.3418629000079818,0.19891220845606838,0.01701916162398409,-0.028066694736480713
R2->G7->fusion,184__M_Right_index_finger.BMP,Higher quality,0.75,0,Degraded,0.054350025105621494,12.648002509662726,0.3909409718803697,0.42632046341896057,0.0,,,
R2->G7->fusion,184__M_Right_index_finger.BMP,Higher quality,0.75,1,Common Preprocessing P0,0.054350025105621494,12.648002509662726,0.3909409718803697,0.42632046341896057,0.0,0.0,0.0,0.0
R2->G7->fusion,184__M_Right_index_finger.BMP,Higher quality,0.75,2,M1 Richardson-Lucy deconvolution,0.052458139344599024,12.801871176096395,0.41703765274066523,0.46251681447029114,0.017679199983831495,0.15386866643366837,0.02609668086029554,0.036196351051330566
R2->G7->fusion,184__M_Right_index_finger.BMP,Higher quality,0.75,3,M2 Coherence-guided directional diffusion,0.052846277669116724,12.769855976601471,0.41029117924588676,0.502029299736023,0.3262094999663532,-0.03201519949492315,-0.006746473494778471,0.03951248526573181
R2->G7->fusion,184__M_Right_index_finger.BMP,Higher quality,0.75,4,Team Fusion,0.0524987730997151,12.798508459702287,0.4161347232168516,0.46672624349594116,0.3438886999501847,0.028652483100815473,0.005843543970964815,-0.03530305624008179
R2->G7->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,0,Degraded,0.014399337938248978,18.416574757085808,0.7061618986973255,0.6278500556945801,0.0,,,
R2->G7->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,1,Common Preprocessing P0,0.014399337938248978,18.416574757085808,0.7061618986973255,0.6278500556945801,0.0,0.0,0.0,0.0
R2->G7->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,2,M1 Richardson-Lucy deconvolution,0.013527234551173311,18.68790979597692,0.7227711910648335,0.6320569515228271,0.019602699961978942,0.2713350388911131,0.016609292367507966,0.00420689582824707
R2->G7->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,3,M2 Coherence-guided directional diffusion,0.014981870939477768,18.24433948455374,0.7097392730673155,0.6577500104904175,0.32814120000693947,-0.44357031142317993,-0.013031917997517906,0.025693058967590332
R2->G7->fusion,445__M_Left_ring_finger.BMP,Higher quality,0.35,4,Team Fusion,0.013700312307114782,18.632695327187264,0.7210217086958757,0.6352314949035645,0.3477438999689184,0.38835584263352274,0.011282435628560128,-0.022518515586853027
R2->G7->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,0,Degraded,0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,,,
R2->G7->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,1,Common Preprocessing P0,0.027405958687992386,15.621550012683855,0.5191537437271285,0.48222148418426514,0.0,0.0,0.0,0.0
R2->G7->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,2,M1 Richardson-Lucy deconvolution,0.02606951032751461,15.838671262561277,0.5466387554165733,0.5047087669372559,0.017565499991178513,0.21712124987742243,0.027485011689444727,0.022487282752990723
R2->G7->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,3,M2 Coherence-guided directional diffusion,0.02667836600909171,15.738407735173416,0.5340881547557893,0.5378618836402893,0.3193298999685794,-0.10026352738786137,-0.01255060066078395,0.03315311670303345
R2->G7->fusion,576__M_Right_middle_finger.BMP,Higher quality,0.55,4,Team Fusion,0.02613459761101171,15.82784182256972,0.5451255718388003,0.5083935856819153,0.3368953999597579,0.08943408739630421,0.01103741708301098,-0.029468297958374023
R2->G7->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,0,Degraded,0.037505378832330516,14.259064434807145,0.3472088247192675,0.3226686716079712,0.0,,,
R2->G7->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,1,Common Preprocessing P0,0.037505378832330516,14.259064434807145,0.3472088247192675,0.3226686716079712,0.0,0.0,0.0,0.0
R2->G7->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,2,M1 Richardson-Lucy deconvolution,0.036248404168847906,14.407111084286877,0.3734669628570599,0.35453474521636963,0.017842200002633035,0.14804664947973123,0.026258138137792375,0.03186607360839844
R2->G7->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,3,M2 Coherence-guided directional diffusion,0.03596783465387503,14.440857069182131,0.37302756347514293,0.38671696186065674,0.32965209998656064,0.03374598489525482,-0.0004393993819169495,0.03218221664428711
R2->G7->fusion,533__M_Right_ring_finger.BMP,Higher quality,0.75,4,Team Fusion,0.03621970040918887,14.410551462686254,0.3733333996925175,0.3573695719242096,0.3474942999891937,-0.030305606495877768,0.00030583621737456657,-0.029347389936447144
R2->G7->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,0,Degraded,0.013497373831101628,18.697507234760902,0.7171050518347732,0.6117162108421326,0.0,,,
R2->G7->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,1,Common Preprocessing P0,0.013497373831101628,18.697507234760902,0.7171050518347732,0.6117162108421326,0.0,0.0,0.0,0.0
R2->G7->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,2,M1 Richardson-Lucy deconvolution,0.012762565206074777,18.94062026016405,0.7315157811187692,0.6141787767410278,0.016783300030510873,0.24311302540314728,0.014410729283996004,0.0024625658988952637
R2->G7->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,3,M2 Coherence-guided directional diffusion,0.013767888540243415,18.611326585544923,0.7209973509739563,0.6450413465499878,0.3214414999820292,-0.3292936746191266,-0.010518430144812907,0.03086256980895996
R2->G7->fusion,158__M_Right_middle_finger.BMP,Higher quality,0.35,4,Team Fusion,0.012878423354224178,18.901373023855793,0.7302212066989914,0.6179090142250061,0.33822480001254007,0.2900464383108705,0.009223855725035035,-0.02713233232498169
R2->G7->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,0,Degraded,0.028741822356150123,15.414856991757253,0.5234865874058405,0.49878770112991333,0.0,,,
R2->G7->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,1,Common Preprocessing P0,0.028741822356150123,15.414856991757253,0.5234865874058405,0.49878770112991333,0.0,0.0,0.0,0.0
R2->G7->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,2,M1 Richardson-Lucy deconvolution,0.02739356354738818,15.623514679906865,0.5500091301857091,0.5191538333892822,0.01682220003567636,0.2086576881496125,0.02652254277986854,0.020366132259368896
R2->G7->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,3,M2 Coherence-guided directional diffusion,0.02838214315255622,15.46954813805005,0.5354287937992185,0.5459518432617188,0.32797799998661503,-0.1539665418568159,-0.014580336386490589,0.026798009872436523
R2->G7->fusion,148__M_Right_ring_finger.BMP,Higher quality,0.55,4,Team Fusion,0.02750751073836928,15.605487088289276,0.5481381265180304,0.5221377611160278,0.3448002000222914,0.1359389502392272,0.012709332718811917,-0.023814082145690918
R2->G7->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,0,Degraded,0.03650229166639555,14.376798690551027,0.2948518343508618,0.2769134044647217,0.0,,,
R2->G7->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,1,Common Preprocessing P0,0.03650229166639555,14.376798690551027,0.2948518343508618,0.2769134044647217,0.0,0.0,0.0,0.0
R2->G7->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,2,M1 Richardson-Lucy deconvolution,0.03556070886244854,14.490295904470027,0.31464454222129995,0.29416269063949585,0.0188773000263609,0.11349721391900047,0.01979270787043813,0.01724928617477417
R2->G7->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,3,M2 Coherence-guided directional diffusion,0.035226263518727416,14.531334203798632,0.3206515614235507,0.31278547644615173,0.32940139999845996,0.04103829932860492,0.006007019202250774,0.018622785806655884
R2->G7->fusion,112__M_Left_middle_finger.BMP,Medium quality,0.75,4,Team Fusion,0.03552991567697106,14.49405823219077,0.31506990726858075,0.2957955002784729,0.34827870002482086,-0.03727597160786189,-0.005581654154969973,-0.016989976167678833
R2->G7->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,0,Degraded,0.009071834659731591,20.423048736871216,0.7047279850341517,0.544333815574646,0.0,,,
R2->G7->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,1,Common Preprocessing P0,0.009071834659731591,20.423048736871216,0.7047279850341517,0.544333815574646,0.0,0.0,0.0,0.0
R2->G7->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,2,M1 Richardson-Lucy deconvolution,0.00866167790051251,20.623979702980442,0.7215246532875691,0.5471545457839966,0.01767690002452582,0.200930966109226,0.016796668253417413,0.002820730209350586
R2->G7->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,3,M2 Coherence-guided directional diffusion,0.009027126795632398,20.44450457367803,0.7164975838882932,0.5740950107574463,0.33102669997606426,-0.1794751293024106,-0.005027069399275885,0.026940464973449707
R2->G7->fusion,412__M_Left_middle_finger.BMP,Medium quality,0.35,4,Team Fusion,0.00869736398975551,20.60612354067642,0.7211367653737774,0.5503213405609131,0.3487036000005901,0.16161896699838962,0.004639181485484145,-0.023773670196533203
R2->G7->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,0,Degraded,0.028699726523408173,15.42122241591465,0.5122240778470925,0.4813656508922577,0.0,,,
R2->G7->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,1,Common Preprocessing P0,0.028699726523408173,15.42122241591465,0.5122240778470925,0.4813656508922577,0.0,0.0,0.0,0.0
R2->G7->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,2,M1 Richardson-Lucy deconvolution,0.027367337637756325,15.62767449775511,0.5379800668021901,0.5019329786300659,0.018198000034317374,0.20645208184046027,0.025755988955097675,0.020567327737808228
R2->G7->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,3,M2 Coherence-guided directional diffusion,0.02775656633370477,15.566342599231561,0.5294290511279944,0.5385361313819885,0.32136229996103793,-0.06133189852354981,-0.008551015674195694,0.03660315275192261
R2->G7->fusion,480__M_Right_thumb_finger.BMP,Medium quality,0.55,4,Team Fusion,0.027407083707289212,15.62137173771448,0.5369765225567713,0.5061123371124268,0.3395602999953553,0.05502913848291868,0.007547471428776875,-0.03242379426956177
R2->G7->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,0,Degraded,0.044556419395196015,13.510897168331795,0.3285024152864841,0.3337242603302002,0.0,,,
R2->G7->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,1,Common Preprocessing P0,0.044556419395196015,13.510897168331795,0.3285024152864841,0.3337242603302002,0.0,0.0,0.0,0.0
R2->G7->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,2,M1 Richardson-Lucy deconvolution,0.04333912151884102,13.631198960477297,0.3528659912750574,0.36275720596313477,0.018081999965943396,0.12030179214550252,0.024363575988573305,0.02903294563293457
R2->G7->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,3,M2 Coherence-guided directional diffusion,0.04321018030830658,13.644139214522689,0.35333853527176357,0.3892737030982971,0.32293080003000796,0.012940254045391342,0.000472543996706154,0.026516497135162354
R2->G7->fusion,514__F_Left_middle_finger.BMP,Medium quality,0.75,4,Team Fusion,0.04332736291844278,13.632377431101173,0.35273928509088576,0.36512291431427,0.34101279999595135,-0.011761783421516014,-0.0005992501808778083,-0.0241507887840271
R2->G7->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,0,Degraded,0.013251318050460982,18.777409222122316,0.6898256189738503,0.6012032628059387,0.0,,,
R2->G7->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,1,Common Preprocessing P0,0.013251318050460982,18.777409222122316,0.6898256189738503,0.6012032628059387,0.0,0.0,0.0,0.0
R2->G7->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,2,M1 Richardson-Lucy deconvolution,0.01258124236920204,19.00276471176268,0.7037860469682035,0.6031713485717773,0.017257100029382855,0.22535548964036423,0.013960427994353153,0.001968085765838623
R2->G7->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,3,M2 Coherence-guided directional diffusion,0.014105670766490089,18.50606257026598,0.6898570302139582,0.6244574785232544,0.32091639999998733,-0.49670214149670144,-0.013929016754245294,0.02128612995147705
R2->G7->fusion,457__M_Right_index_finger.BMP,Medium quality,0.35,4,Team Fusion,0.012761063761437551,18.941131213463372,0.7020173397989594,0.6057132482528687,0.3381735000293702,0.43506864319739336,0.01216030958500125,-0.018744230270385742
R2->G7->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,0,Degraded,0.02774234539963244,15.568568254884044,0.5394321414318124,0.5299065709114075,0.0,,,
R2->G7->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,1,Common Preprocessing P0,0.02774234539963244,15.568568254884044,0.5394321414318124,0.5299065709114075,0.0,0.0,0.0,0.0
R2->G7->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,2,M1 Richardson-Lucy deconvolution,0.02650432484462964,15.76683254255376,0.5612146271176888,0.5472651720046997,0.0176159999682568,0.1982642876697156,0.021782485685876374,0.017358601093292236
R2->G7->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,3,M2 Coherence-guided directional diffusion,0.027306585719933253,15.63732598494099,0.5523310476723495,0.5789885520935059,0.3268011000473052,-0.1295065576127694,-0.00888357944533924,0.03172338008880615
R2->G7->fusion,195__M_Right_index_finger.BMP,Medium quality,0.55,4,Team Fusion,0.026603435320804388,15.750622789878403,0.56001215174466,0.551062285900116,0.344417100015562,0.11329680493741279,0.007681104072310485,-0.027926266193389893
R2->G7->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,0,Degraded,0.05116287396425381,12.910450679510072,0.32278156574308914,0.3605555295944214,0.0,,,
R2->G7->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,1,Common Preprocessing P0,0.05116287396425381,12.910450679510072,0.32278156574308914,0.3605555295944214,0.0,0.0,0.0,0.0
R2->G7->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,2,M1 Richardson-Lucy deconvolution,0.04968017257659693,13.038169041975475,0.34734587748520274,0.3941701650619507,0.01738390000537038,0.12771836246540325,0.024564311742113598,0.0336146354675293
R2->G7->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,3,M2 Coherence-guided directional diffusion,0.049718744027016495,13.034798508474827,0.3442584724439222,0.4285137355327606,0.32430169999133795,-0.0033705335006484205,-0.003087405041280522,0.034343570470809937
R2->G7->fusion,183__M_Left_ring_finger.BMP,Medium quality,0.75,4,Team Fusion,0.04968396402226613,13.037837613758068,0.3468160044982481,0.3974781632423401,0.34168559999670833,0.003039105283241028,0.002557532054325906,-0.031035572290420532
