filename,index,noise_seed,degraded_psnr,enhanced_psnr,delta_psnr,degraded_mse,enhanced_mse,delta_mse,degraded_ssim,enhanced_ssim,delta_ssim,above_28_17,runtime_seconds
104__M_Right_ring_finger.BMP,48,20260951,27.329503018601432,29.07155190109725,1.7420488824958191,0.0018494802506543687,0.0012383539959810604,-0.0006111262546733083,0.8708009880930483,0.9430050207797289,0.07220403268668063,True,0.08143650000010894
104__M_Right_thumb_finger.BMP,49,20260952,27.259209524339532,29.46794641976173,2.2087368954221986,0.0018796589094311374,0.0011303302698828586,-0.0007493286395482788,0.9085053022445142,0.9483914110836983,0.03988610883918409,True,0.083487100000184
105__M_Left_index_finger.BMP,50,20260953,27.24438008061628,28.976787002484926,1.7324069218686446,0.0018860881737337407,0.0012656723709405181,-0.0006204158027932226,0.8709610558123588,0.9379829879623651,0.06702193215000629,True,0.08396670000001905
105__M_Left_little_finger.BMP,51,20260954,27.645504038079608,29.883539201326688,2.23803516324708,0.001719687744318285,0.0010271788768155547,-0.0006925088675027303,0.7962354832362533,0.9568762893593311,0.16064080612307785,True,0.08083870000018578
105__M_Left_middle_finger.BMP,52,20260955,27.176771227417,28.93022767696822,1.7534564495512193,0.0019156796122659337,0.0012793142349145261,-0.0006363653773514076,0.892408282068491,0.9493871353538036,0.0569788532853126,True,0.08178940000016155
105__M_Left_ring_finger.BMP,53,20260956,27.5449021262561,29.78273051580181,2.237828389545708,0.0017599883269132418,0.0010513006874958394,-0.0007086876394174024,0.842911131609261,0.9352017925407886,0.0922906609315276,True,0.08346090000031836
105__M_Left_thumb_finger.BMP,54,20260957,27.260543348794904,28.702014357966803,1.4414710091718987,0.0018790817088992838,0.0013483373475760717,-0.0005307443613232121,0.8766202702115774,0.9372556384615898,0.06063536825001237,True,0.08268920000000435
105__M_Right_index_finger.BMP,55,20260958,27.450814325934708,29.23619786938469,1.7853835434499814,0.0017985336486025755,0.0011922853648043393,-0.0006062482837982362,0.848561615553528,0.9075572551647425,0.05899563961121446,True,0.08240789999990739
105__M_Right_little_finger.BMP,56,20260959,27.823325870171,30.060694891603355,2.237369021432354,0.0016506971938018953,0.0009861216888977945,-0.0006645755049041009,0.7826177242683172,0.9228428536889554,0.14022512942063814,True,0.08179709999967599
105__M_Right_middle_finger.BMP,57,20260960,27.35093499170825,29.487332881485365,2.1363978897771148,0.0018403757446950812,0.0011252958360625752,-0.000715079908632506,0.8401181998926998,0.9358853208143711,0.09576712092167139,True,0.08075680000001739
105__M_Right_ring_finger.BMP,58,20260961,27.575476838801546,29.537418479914443,1.9619416411128974,0.0017476413675172752,0.0011123927559264831,-0.000635248611590792,0.8085184523175954,0.9050169041725397,0.09649845185494421,True,0.08210300000018833
105__M_Right_thumb_finger.BMP,59,20260962,27.524187006395717,29.706427892991986,2.1822408865962686,0.0017684032295283592,0.0010699345471677619,-0.0006984686823605973,0.8272064257186055,0.9211064187390804,0.09389999302047491,True,0.08399790000021312
106__M_Left_index_finger.BMP,60,20260963,27.453375563593283,29.350732670102726,1.8973571065094426,0.0017974732819058105,0.0011612526898913077,-0.0006362205920145028,0.8416337415627837,0.9457728973397016,0.1041391557769179,True,0.08436600000004546
106__M_Left_little_finger.BMP,61,20260964,27.611339965603992,29.803164797461097,2.1918248318571045,0.0017332691350168527,0.0010463657608803724,-0.0006869033741364803,0.8047386461895406,0.9424330096490383,0.1376943634594977,True,0.0802440000002207
106__M_Left_middle_finger.BMP,62,20260965,27.205121834960302,29.37453879163649,2.169416956676187,0.0019032148449206134,0.0011549046257573522,-0.0007483102191632612,0.9033115825352669,0.952514836820364,0.04920325428509709,True,0.08110339999984717
106__M_Left_ring_finger.BMP,63,20260966,27.321292638213954,29.21440758271185,1.8931149444978956,0.0018529800185990459,0.0011982825687147402,-0.0006546974498843057,0.8436594015962183,0.9503246349183321,0.10666523332211375,True,0.08295959999986735
106__M_Left_thumb_finger.BMP,64,20260967,27.36274173288725,29.169164558944033,1.8064228260567816,0.0018353792891331328,0.001210831035581255,-0.0006245482535518778,0.8534755678891539,0.9560138202180862,0.10253825232893232,True,0.0848399999999856
106__M_Right_index_finger.BMP,65,20260968,27.52251164414892,29.716101993974,2.1935903498250795,0.0017690855516998346,0.0010675538733232875,-0.000701531678376547,0.8263118390054107,0.9466167043819428,0.12030486537653207,True,0.08298889999969106
106__M_Right_little_finger.BMP,66,20260969,27.426863976622037,29.057240509690573,1.6303765330685351,0.0018084795506060215,0.0012424414993554883,-0.0005660380512505332,0.8365257764366865,0.9347342026970387,0.0982084262603522,True,0.08212140000023282
106__M_Right_middle_finger.BMP,67,20260970,27.35488779273975,29.3478158625331,1.9929280697933507,0.0018387014591850753,0.001162032872111127,-0.0006766685870739483,0.852168916274786,0.940767779309988,0.08859886303520204,True,0.08140559999992547
106__M_Right_ring_finger.BMP,68,20260971,27.23781973709854,28.89336434767445,1.6555446105759088,0.0018889394041802228,0.0012902193925304506,-0.0005987200116497721,0.8640045129228234,0.9327746220583916,0.06877010913556814,True,0.08120300000018688
106__M_Right_thumb_finger.BMP,69,20260972,27.318509526116475,28.975949125235427,1.657439599118952,0.0018541678540618925,0.0012659165786000326,-0.0005882512754618598,0.8579610128319264,0.9480746951019764,0.09011368227005001,True,0.08409579999988637
107__M_Left_index_finger.BMP,70,20260973,27.478020671135944,29.629992693962972,2.151972022827028,0.001787301965198117,0.0010889319252172373,-0.0006983700399808797,0.8554687711025775,0.9529152909009456,0.09744651979836816,True,0.0855466000002707
107__M_Left_little_finger.BMP,71,20260974,27.606360310896896,29.691911731264273,2.085551420367377,0.0017352576548557248,0.0010735167544116623,-0.0006617409004440625,0.8059777600064874,0.9555516177985668,0.14957385779207943,True,0.08094819999996616
107__M_Left_middle_finger.BMP,72,20260975,27.35530338479906,29.33088184889836,1.9755784640993,0.0018385255156267825,0.001166572716672041,-0.0006719527989547415,0.8587999022002221,0.9533468063462973,0.09454690414607525,True,0.08064680000006774
107__M_Left_ring_finger.BMP,73,20260976,27.443305900543628,29.468869065875687,2.025563165332059,0.0018016457848446575,0.0011300901599799501,-0.0006715556248647074,0.8362289163940549,0.9532064613059759,0.11697754491192092,True,0.08112160000018775
107__M_Left_thumb_finger.BMP,74,20260977,27.365406983744307,29.571832042606424,2.2064250588621164,0.0018342532684927741,0.001103612969846314,-0.0007306402986464601,0.8664566483824253,0.9430414155067205,0.07658476712429518,True,0.08233670000026905
107__M_Right_index_finger.BMP,75,20260978,27.768147259223618,30.32489984146023,2.556752582236612,0.0016718036692439872,0.0009279188898763999,-0.0007438847793675873,0.7775756748872399,0.9273815463628768,0.14980587147563695,True,0.08072410000022501
107__M_Right_little_finger.BMP,76,20260979,27.999534247140744,30.884371680224024,2.8848374330832804,0.0015850631711622227,0.000815760799584828,-0.0007693023715773946,0.7416468294937014,0.9367535318641662,0.1951067023704648,True,0.08080850000033024
107__M_Right_middle_finger.BMP,77,20260980,27.168655949720055,29.029325372814263,1.8606694230942082,0.0019192626202720183,0.0012504532588529917,-0.0006688093614190267,0.8994494934488833,0.934506222899437,0.035056729450553714,True,0.08126279999987673
107__M_Right_ring_finger.BMP,78,20260981,27.78551221854604,30.205759283445246,2.4202470648992076,0.0016651324260242167,0.0009537269867697467,-0.0007114054392544701,0.7845726843255162,0.9349805594359636,0.1504078751104474,True,0.08027760000004491
107__M_Right_thumb_finger.BMP,79,20260982,27.203180214762753,29.005392391506255,1.8022121767435024,0.0019040659141149492,0.0012573632446011434,-0.0006467026695138058,0.8968843046285808,0.9590447954789401,0.06216049085035924,True,0.08102980000012394
