Experiment,Protocol,Category,Image,Relative path,Seed,Candidate ID,Pipeline,Stage order,Stage,Stage parameters,Runtime (s),MSE,MSE_255_equivalent,PSNR (dB),SSIM,Delta PSNR vs previous stage (dB),Delta MSE vs previous stage,Delta SSIM vs previous stage,Altered split,Ridge coherence,Local contrast,Foreground/background separation proxy,Ridge coverage in foreground,Fragmentation per 1000 ridge pixels,Small connected components <20px,Ridge continuity proxy,Delta Ridge coherence vs previous stage,Delta Local contrast vs previous stage,Delta Fragmentation per 1000 ridge pixels vs previous stage,Delta Ridge continuity proxy vs previous stage
controlled compatibility,gaussian_noise_only_s055,Controlled,379__F_Left_ring_finger.BMP,data\SOCOFing\Real\379__F_Left_ring_finger.BMP,20260904.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.10793380008544773,0.001151911547324313,74.90304836476346,29.385808681209703,0.9459552329577208,0.17986249707568547,-4.8707921894249355e-05,0.003047794611334864,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,379__F_Left_ring_finger.BMP,data\SOCOFing\Real\379__F_Left_ring_finger.BMP,20260904.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,3,Directional Diffusion,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.36202680005226284,0.001756296542000374,114.20318264357431,27.55402153759463,0.9329082058640122,-1.8317871436150739,0.0006043849946760608,-0.01304702709370853,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C0_NLM,NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018068565174811926,117.49084504921454,27.430763334049047,0.8332492087816,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C0_NLM,NLM,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09989059995859861,0.0010697456180278188,69.56020881225892,29.707194838299948,0.9446846299544572,2.276431504250901,-0.0007371108994533738,0.11143542117285721,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C1_TV_NLM,TV -> NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018068565174811926,117.49084504921454,27.430763334049047,0.8332492087816,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C1_TV_NLM,TV -> NLM,1,TV,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.00871029996778816,0.0012069149457272232,78.47964434591269,29.183233346274857,0.9367944357494116,1.7524700122258103,-0.0005999415717539694,0.10354522696781154,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C1_TV_NLM,TV -> NLM,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.11736539995763451,0.001328571852765662,86.39038472608718,28.766149527962035,0.9282780395185948,-0.4170838183128218,0.00012165690703843887,-0.008516396230816792,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018068565174811926,117.49084504921454,27.430763334049047,0.8332492087816,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.10207199992146343,0.0010697456180278188,69.56020881225892,29.707194838299948,0.9446846299544572,2.276431504250901,-0.0007371108994533738,0.11143542117285721,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,2,Modified Gabor,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",2.0271935999626294,0.003292925279279215,214.12246628513094,24.824181238780994,0.9061385151945576,-4.883013599518954,0.002223179661251396,-0.03854611475989966,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018068565174811926,117.49084504921454,27.430763334049047,0.8332492087816,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09819629997946322,0.0010697456180278188,69.56020881225892,29.707194838299948,0.9446846299544572,2.276431504250901,-0.0007371108994533738,0.11143542117285721,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,2,Directional Diffusion,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.3146177999442443,0.0014241824849202213,92.60746608193739,28.464343596343795,0.9339912034713029,-1.2428512419561528,0.00035443686689240255,-0.0106934264831543,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018068565174811926,117.49084504921454,27.430763334049047,0.8332492087816,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,1,TV,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.005895699956454337,0.0012069149457272232,78.47964434591269,29.183233346274857,0.9367944357494116,1.7524700122258103,-0.0005999415717539694,0.10354522696781154,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09345630009192973,0.001328571852765662,86.39038472608718,28.766149527962035,0.9282780395185948,-0.4170838183128218,0.00012165690703843887,-0.008516396230816792,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,3,Directional Diffusion,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.31953550002072006,0.002231297774184228,145.09013776632943,26.514424677908046,0.9088890426558256,-2.2517248500539893,0.0009027259214185661,-0.01938899686276918,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C0_NLM,NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018821194461074912,122.38481698313961,27.25352818135514,0.8737519754238725,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C0_NLM,NLM,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.10028409992810339,0.0013302646698243235,86.50046015532664,28.76061943086476,0.950864035236597,1.507091249509621,-0.0005518547762831678,0.07711205981272451,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C1_TV_NLM,TV -> NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018821194461074912,122.38481698313961,27.25352818135514,0.8737519754238725,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C1_TV_NLM,TV -> NLM,1,TV,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.00500650005415082,0.001327647386882929,86.33027133206247,28.769172549870746,0.9504389220192433,1.5156443685156056,-0.0005544720592245622,0.07668694659537079,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C1_TV_NLM,TV -> NLM,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09975350007880479,0.0012760979221158335,82.97826738558206,28.941159984966337,0.9470887097163201,0.17198743509559122,-5.1549464767095595e-05,-0.0033502123029232056,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018821194461074912,122.38481698313961,27.25352818135514,0.8737519754238725,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09510750009212643,0.0013302646698243235,86.50046015532664,28.76061943086476,0.950864035236597,1.507091249509621,-0.0005518547762831678,0.07711205981272451,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,2,Modified Gabor,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",1.9023221000097692,0.0030559277659929565,198.711702983692,25.148569155418397,0.9287312173842155,-3.6120502754463644,0.001725663096168633,-0.022132817852381526,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018821194461074912,122.38481698313961,27.25352818135514,0.8737519754238725,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09635060001164675,0.0013302646698243235,86.50046015532664,28.76061943086476,0.950864035236597,1.507091249509621,-0.0005518547762831678,0.07711205981272451,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,2,Directional Diffusion,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.31230640003923327,0.0019811356600387773,128.8233462940215,27.030857847395787,0.9419614552013278,-1.7297615834689744,0.0006508709902144538,-0.008902580035269225,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0018821194461074912,122.38481698313961,27.25352818135514,0.8737519754238725,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,1,TV,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.006579000037163496,0.001327647386882929,86.33027133206247,28.769172549870746,0.9504389220192433,1.5156443685156056,-0.0005544720592245622,0.07668694659537079,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09540290001314133,0.0012760979221158335,82.97826738558206,28.941159984966337,0.9470887097163201,0.17198743509559122,-5.1549464767095595e-05,-0.0033502123029232056,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,3,Directional Diffusion,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.32099070004187524,0.002739992000276371,178.16797981797103,25.622507051507437,0.9294471065479517,-3.3186529334588997,0.0014638940781605376,-0.01764160316836838,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C0_NLM,NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.001711916776903414,111.31738841814449,27.66517351931141,0.850402770767808,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C0_NLM,NLM,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.0986778000369668,0.0009424709502700191,61.284173541307986,30.25732027150671,0.9331747810809612,2.592146752195301,-0.0007694458266333949,0.08277201031315318,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C1_TV_NLM,TV -> NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.001711916776903414,111.31738841814449,27.66517351931141,0.850402770767808,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C1_TV_NLM,TV -> NLM,1,TV,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.005383800016716123,0.0010625326089994912,69.09118290019192,29.736577326270876,0.9306786875401736,2.0714038069594665,-0.0006493841679039228,0.08027591677236556,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C1_TV_NLM,TV -> NLM,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09427530004177243,0.001275478800770325,82.93800902009039,28.943267552313596,0.9103660993355512,-0.7933097739572794,0.0002129461917708339,-0.02031258820462234,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.001711916776903414,111.31738841814449,27.66517351931141,0.850402770767808,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09556560008786619,0.0009424709502700191,61.284173541307986,30.25732027150671,0.9331747810809612,2.592146752195301,-0.0007694458266333949,0.08277201031315318,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,2,Modified Gabor,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}",1.8621715999906883,0.0037301549454530313,242.55332532808336,24.28273127827339,0.8625374330596178,-5.974588993233322,0.0027876839951830124,-0.07063734802134336,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.001711916776903414,111.31738841814449,27.66517351931141,0.850402770767808,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09378330002073199,0.0009424709502700191,61.284173541307986,30.25732027150671,0.9331747810809612,2.592146752195301,-0.0007694458266333949,0.08277201031315318,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,2,Directional Diffusion,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.2779171000001952,0.001121665303879173,72.93628638474321,29.50136713813261,0.9253578372704983,-0.7559531333740992,0.00017919435360915382,-0.00781694381046294,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.001711916776903414,111.31738841814449,27.66517351931141,0.850402770767808,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,1,TV,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.005337500013411045,0.0010625326089994912,69.09118290019192,29.736577326270876,0.9306786875401736,2.0714038069594665,-0.0006493841679039228,0.08027591677236556,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09578119998332113,0.001275478800770325,82.93800902009039,28.943267552313596,0.9103660993355512,-0.7933097739572794,0.0002129461917708339,-0.02031258820462234,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,3,Directional Diffusion,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}",0.28413399995770305,0.0017447861136816022,113.45471704214619,27.582578038572866,0.8972264256125688,-1.3606895137407307,0.00046930731291127716,-0.013139673722982415,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C0_NLM,NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0017130572501316702,111.39154768981186,27.662281227316278,0.8043506319574714,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C0_NLM,NLM,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09419829992111772,0.0011651664558396278,75.7649487909718,29.33612026836551,0.9208061531684398,1.6738390410492308,-0.0005478907942920424,0.11645552121096847,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C1_TV_NLM,TV -> NLM,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0017130572501316702,111.39154768981186,27.662281227316278,0.8043506319574714,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C1_TV_NLM,TV -> NLM,1,TV,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}",0.00552200002130121,0.0010657976428199553,69.3034917243676,29.72325244604976,0.9363194644300937,2.0609712187334814,-0.0006472596073117149,0.13196883247262237,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C1_TV_NLM,TV -> NLM,2,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.09015350008849055,0.00115657960669269,75.20658892519216,29.36824469631347,0.9110262014024257,-0.3550077497362878,9.078196387273473e-05,-0.02529326302766799,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,0,P0 degraded input,"{""gaussian_noise_sigma"": 0.04825}",0.0,0.0017130572501316702,111.39154768981186,27.662281227316278,0.8043506319574714,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,1,NLM,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}",0.0940221999771893,0.0011651664558396278,75.7649487909718,29.33612026836551,0.9208061531684398,1.6738390410492308,-0.0005478907942920424,0.11645552121096847,,,,,,,,,,,,
