filename,mse,psnr,ssim
100__M_Left_index_finger.BMP,0.0012402378129979567,29.064950317973143,0.9442284409844875
100__M_Left_little_finger.BMP,0.001101119925085298,29.58165378606391,0.9451587182465792
100__M_Left_middle_finger.BMP,0.001347875801952291,28.703501233880505,0.9430396579003334
