Category,Category order,Image,Path,Real pair candidate path,Real pair candidate exists,Pairing used for metrics,Selection rule,Hybrid ID,Stage order,Stage,Stage family,Output domain,Stage note,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Foreground usable-area ratio,Ridge coverage in foreground,Detected ridge endings,Detected bifurcations,Ridge pixels,Connected components,Small connected components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Delta Ridge coherence vs previous stage,Delta Local contrast vs previous stage,Delta Foreground/background separation proxy vs previous stage,Delta Ridge coverage in foreground vs previous stage,Delta Fragmentation per 1000 ridge pixels vs previous stage,Delta Small connected components <20px vs previous stage,Delta Ridge continuity proxy vs previous stage
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.5120904445648193,0.16978710889816284,0.16978710889816284,1.0,0.305572509765625,363.0,176.0,20026.0,90.0,5.0,0.2918206453323364,4.494157595126336,4260.0,363.0,176.0,11.735537190082646,,,,,,,
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005252500006463379,0.5619672536849976,0.18698835372924805,0.18698835372924805,1.0,0.313140869140625,365.0,194.0,20522.0,82.0,3.0,0.3981093466281891,3.9957119189162853,4436.0,365.0,194.0,12.153424657534247,0.04987680912017822,0.017201244831085205,0.017201244831085205,0.007568359375,-0.49844567621005087,-2.0,0.4178874674516013
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9415662999963388,0.6327923536300659,0.1421661078929901,0.1421661078929901,1.0,0.2614593505859375,352.0,161.0,17135.0,91.0,1.0,0.3674350678920746,5.310767435074409,4163.0,352.0,161.0,11.826704545454545,0.07082509994506836,-0.044822245836257935,-0.044822245836257935,-0.0516815185546875,1.3150555161581234,-2.0,-0.32672011207970186
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.6327923536300659,0.1421661078929901,0.1421661078929901,1.0,0.272247314453125,299.0,234.0,17842.0,49.0,1.0,0.37237977981567383,2.7463288868960882,4247.0,299.0,234.0,14.20401337792642,0.0,0.0,0.0,0.0107879638671875,-2.5644385481783205,0.0,2.3773088324718756
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.6327923536300659,0.1421661078929901,0.1421661078929901,1.0,0.07000732421875,449.0,403.0,4588.0,49.0,25.0,0.25370532274246216,10.68003487358326,4588.0,449.0,403.0,10.21826280623608,0.0,0.0,0.0,-0.202239990234375,7.933705986687172,24.0,-3.9857505716903407
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.6948041915893555,0.2514876127243042,0.2514876127243042,1.0,0.3835601806640625,251.0,25.0,25137.0,107.0,0.0,0.28042328357696533,4.25667342960576,4322.0,251.0,25.0,17.219123505976096,,,,,,,
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005997500033117831,0.7362430095672607,0.24951902031898499,0.24951902031898499,1.0,0.4012451171875,247.0,32.0,26296.0,100.0,0.0,0.35693642497062683,3.8028597505324004,4441.0,247.0,32.0,17.979757085020243,0.04143881797790527,-0.001968592405319214,-0.001968592405319214,0.0176849365234375,-0.45381367907335957,0.0,0.7606335790441463
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9215585999772884,0.7474144697189331,0.18509314954280853,0.18509314954280853,1.0,0.3648529052734375,252.0,28.0,23911.0,106.0,1.0,0.3078499436378479,4.433106101794153,4346.0,252.0,28.0,17.246031746031747,0.011171460151672363,-0.06442587077617645,-0.06442587077617645,-0.0363922119140625,0.6302463512617527,1.0,-0.7337253389884957
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7474144697189331,0.18509314954280853,0.18509314954280853,1.0,0.3703765869140625,222.0,45.0,24273.0,83.0,1.0,0.3079553544521332,3.4194372347876243,4347.0,222.0,45.0,19.58108108108108,0.0,0.0,0.0,0.005523681640625,-1.0136688670065288,0.0,2.3350493350493338
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7474144697189331,0.18509314954280853,0.18509314954280853,1.0,0.073028564453125,353.0,180.0,4786.0,83.0,28.0,0.2870873510837555,17.34224822398663,4786.0,353.0,180.0,13.558073654390935,0.0,0.0,0.0,-0.2973480224609375,13.922810989199006,27.0,-6.023007426690146
Medium,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.7484726905822754,0.21836848556995392,0.21836848556995392,1.0,0.40997314453125,220.0,93.0,26868.0,77.0,1.0,0.4113815724849701,2.8658627363406284,5658.0,220.0,93.0,25.71818181818182,,,,,,,
Medium,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005343800003174692,0.7576677799224854,0.253292977809906,0.253292977809906,1.0,0.4258270263671875,212.0,90.0,27907.0,67.0,0.0,0.44995880126953125,2.400831332640556,5903.0,212.0,90.0,27.84433962264151,0.009195089340209961,0.03492449223995209,0.03492449223995209,0.0158538818359375,-0.46503140370007223,-1.0,2.126157804459691
Medium,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9000606999616139,0.76463782787323,0.18601706624031067,0.18601706624031067,1.0,0.379669189453125,223.0,55.0,24882.0,88.0,3.0,0.42187124490737915,3.5366931918656053,5460.0,223.0,55.0,24.484304932735427,0.006970047950744629,-0.06727591156959534,-0.06727591156959534,-0.0461578369140625,1.1358618592250491,3.0,-3.360034689906083
Medium,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.76463782787323,0.18601706624031067,0.18601706624031067,1.0,0.3864593505859375,206.0,76.0,25327.0,73.0,2.0,0.43589845299720764,2.882299522248983,5509.0,206.0,76.0,26.74271844660194,0.0,0.0,0.0,0.0067901611328125,-0.6543936696166224,-1.0,2.2584135138665147
Medium,0,100__M_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\100__M_Left_index_finger_CR.BMP,data\SOCOFing\Real\100__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.76463782787323,0.18601706624031067,0.18601706624031067,1.0,0.0906524658203125,351.0,225.0,5941.0,73.0,25.0,0.3831004798412323,12.287493687931326,5941.0,351.0,225.0,16.925925925925927,0.0,0.0,0.0,-0.295806884765625,9.405194165682342,23.0,-9.816792520676014
Medium,1,178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\178__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.697451651096344,0.19416706264019012,0.4028067849576473,0.954010009765625,0.543680624420204,161.0,263.0,33992.0,24.0,0.0,0.6590962409973145,0.7060484819957638,7119.0,161.0,263.0,44.21739130434783,,,,,,,
Medium,1,178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\178__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005430700024589896,0.714484691619873,0.25140392780303955,0.25140392780303955,1.0,0.50250244140625,185.0,246.0,32932.0,32.0,0.0,0.6656747460365295,0.9716992590793149,7479.0,185.0,246.0,40.42702702702703,0.017033040523529053,0.057236865162849426,-0.15140285715460777,-0.04117818301395404,0.2656507770835511,0.0,-3.7903642773207977
Medium,1,178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\178__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9153952000197023,0.7191179990768433,0.178170308470726,0.178170308470726,1.0,0.4145965576171875,231.0,198.0,27171.0,51.0,1.0,0.5703507661819458,1.8770012145301977,6869.0,231.0,198.0,29.735930735930737,0.004633307456970215,-0.07323361933231354,-0.07323361933231354,-0.0879058837890625,0.9053019554508829,1.0,-10.691096291096294
Medium,1,178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\178__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7191179990768433,0.178170308470726,0.178170308470726,1.0,0.4266357421875,195.0,228.0,27960.0,36.0,1.0,0.5967096090316772,1.2875536480686696,6860.0,195.0,228.0,35.17948717948718,0.0,0.0,0.0,0.0120391845703125,-0.5894475664615282,0.0,5.443556443556446
Medium,1,178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\178__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\178__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7191179990768433,0.178170308470726,0.178170308470726,1.0,0.1104278564453125,405.0,463.0,7237.0,36.0,9.0,0.6016305088996887,4.9744369213762605,7237.0,405.0,463.0,17.869135802469135,0.0,0.0,0.0,-0.3162078857421875,3.6868832733075907,8.0,-17.310351377018048
Medium,2,256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Real\256__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.5783807039260864,0.1488335281610489,0.1488335281610489,1.0,0.315032958984375,144.0,70.0,20646.0,40.0,3.0,0.5278504490852356,1.9374212922600018,4318.0,144.0,70.0,29.98611111111111,,,,,,,
Medium,2,256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Real\256__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.0074742999859154224,0.6445709466934204,0.17985159158706665,0.17985159158706665,1.0,0.3249969482421875,192.0,88.0,21299.0,53.0,1.0,0.5911075472831726,2.488379736137847,4569.0,192.0,88.0,23.796875,0.06619024276733398,0.03101806342601776,0.03101806342601776,0.0099639892578125,0.550958443877845,-2.0,-6.189236111111111
Medium,2,256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Real\256__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,1.0961363000096753,0.7052104473114014,0.1315038502216339,0.1315038502216339,1.0,0.272430419921875,199.0,51.0,17854.0,71.0,0.0,0.538142740726471,3.976699899182256,4184.0,199.0,51.0,21.025125628140703,0.06063950061798096,-0.04834774136543274,-0.04834774136543274,-0.0525665283203125,1.4883201630444094,-1.0,-2.771749371859297
Medium,2,256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Real\256__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7052104473114014,0.1315038502216339,0.1315038502216339,1.0,0.27935791015625,166.0,72.0,18308.0,49.0,0.0,0.567456841468811,2.676425606292331,4213.0,166.0,72.0,25.379518072289155,0.0,0.0,0.0,0.006927490234375,-1.3002742928899251,0.0,4.354392444148452
Medium,2,256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\256__M_Right_little_finger_Obl.BMP,data\SOCOFing\Real\256__M_Right_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7052104473114014,0.1315038502216339,0.1315038502216339,1.0,0.0691070556640625,302.0,227.0,4529.0,49.0,25.0,0.5171119570732117,10.819165378670789,4529.0,302.0,227.0,14.996688741721854,0.0,0.0,0.0,-0.2102508544921875,8.142739772378459,25.0,-10.3828293305673
Medium,3,333__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\333__M_Left_little_finger_CR.BMP,data\SOCOFing\Real\333__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.5770723223686218,0.15930521488189697,0.15930521488189697,1.0,0.306854248046875,125.0,77.0,20110.0,34.0,1.0,0.3777722418308258,1.6907011437095973,4032.0,125.0,77.0,32.256,,,,,,,
Medium,3,333__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\333__M_Left_little_finger_CR.BMP,data\SOCOFing\Real\333__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.006699300021864474,0.6841030716896057,0.1762470304965973,0.1762470304965973,1.0,0.298583984375,130.0,68.0,19568.0,36.0,0.0,0.49197670817375183,1.839738348323794,4055.0,130.0,68.0,31.192307692307693,0.10703074932098389,0.016941815614700317,0.016941815614700317,-0.008270263671875,0.14903720461419656,-1.0,-1.0636923076923068
Medium,3,333__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\333__M_Left_little_finger_CR.BMP,data\SOCOFing\Real\333__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9903881000354886,0.7461588382720947,0.13421623408794403,0.13421623408794403,1.0,0.26837158203125,139.0,44.0,17588.0,44.0,0.0,0.4644075632095337,2.501705708437571,3804.0,139.0,44.0,27.366906474820144,0.062055766582489014,-0.04203079640865326,-0.04203079640865326,-0.03021240234375,0.6619673601137772,0.0,-3.825401217487549
Medium,3,333__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\333__M_Left_little_finger_CR.BMP,data\SOCOFing\Real\333__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7461588382720947,0.13421623408794403,0.13421623408794403,1.0,0.2754669189453125,121.0,71.0,18053.0,30.0,0.0,0.49831053614616394,1.6617736664266327,3841.0,121.0,71.0,31.74380165289256,0.0,0.0,0.0,0.0070953369140625,-0.8399320420109384,0.0,4.376895178072417
Medium,3,333__M_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\333__M_Left_little_finger_CR.BMP,data\SOCOFing\Real\333__M_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7461588382720947,0.13421623408794403,0.13421623408794403,1.0,0.06146240234375,206.0,160.0,4028.0,30.0,8.0,0.43272095918655396,7.4478649453823245,4028.0,206.0,160.0,19.553398058252426,0.0,0.0,0.0,-0.2140045166015625,5.786091278955691,8.0,-12.190403594640134
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.5279273986816406,0.1448253095149994,0.1448253095149994,1.0,0.363922119140625,131.0,189.0,23850.0,27.0,1.0,0.656519889831543,1.1320754716981132,4325.0,131.0,189.0,33.01526717557252,,,,,,,
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.007104700023774058,0.593440055847168,0.17841488122940063,0.17841488122940063,1.0,0.3472900390625,176.0,192.0,22760.0,34.0,1.0,0.7083479762077332,1.493848857644991,4478.0,176.0,192.0,25.443181818181817,0.06551265716552734,0.033589571714401245,0.033589571714401245,-0.016632080078125,0.3617733859468779,0.0,-7.572085357390701
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,1.0178273000055924,0.6630758047103882,0.13424725830554962,0.13424725830554962,1.0,0.2924652099609375,195.0,191.0,19167.0,38.0,0.0,0.5793812274932861,1.9825742161005895,4230.0,195.0,191.0,21.692307692307693,0.06963574886322021,-0.04416762292385101,-0.04416762292385101,-0.0548248291015625,0.4887253584555984,-1.0,-3.750874125874123
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.6630758047103882,0.13424725830554962,0.13424725830554962,1.0,0.30047607421875,162.0,195.0,19692.0,23.0,0.0,0.7634572386741638,1.1679869997968717,4217.0,162.0,195.0,26.030864197530864,0.0,0.0,0.0,0.0080108642578125,-0.8145872163037178,0.0,4.3385565052231705
Medium,4,40__F_Left_little_finger_CR.BMP,data\SOCOFing\Altered\Altered-Medium\40__F_Left_little_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_little_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.6630758047103882,0.13424725830554962,0.13424725830554962,1.0,0.068603515625,306.0,344.0,4496.0,23.0,9.0,0.7199733257293701,5.115658362989324,4496.0,306.0,344.0,14.69281045751634,0.0,0.0,0.0,-0.23187255859375,3.947671363192452,9.0,-11.338053740014525
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.7247051000595093,0.2296152114868164,0.2296152114868164,1.0,0.38037109375,205.0,68.0,24928.0,76.0,1.0,0.21782734990119934,3.048780487804878,4995.0,205.0,68.0,24.365853658536587,,,,,,,
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.007299500051885843,0.7456501722335815,0.2422693818807602,0.2422693818807602,1.0,0.3964996337890625,207.0,70.0,25985.0,75.0,2.0,0.30509909987449646,2.886280546469117,5194.0,207.0,70.0,25.091787439613526,0.020945072174072266,0.012654170393943787,0.012654170393943787,0.0161285400390625,-0.1624999413357613,1.0,0.7259337810769395
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,0.9537371000042185,0.7642645835876465,0.17863589525222778,0.17863589525222778,1.0,0.3556060791015625,225.0,54.0,23305.0,88.0,0.0,0.2942287027835846,3.7760137309590216,4898.0,225.0,54.0,21.76888888888889,0.01861441135406494,-0.06363348662853241,-0.06363348662853241,-0.0408935546875,0.8897331844899048,-2.0,-3.322898550724638
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,3,M3 - Closing,M3,binary ridge map,selected binary ridge restoration branch,,0.7642645835876465,0.17863589525222778,0.17863589525222778,1.0,0.3641204833984375,201.0,76.0,23863.0,67.0,0.0,0.29761555790901184,2.8076939194569,4932.0,201.0,76.0,24.53731343283582,0.0,0.0,0.0,0.008514404296875,-0.9683198115021217,0.0,2.7684245439469315
Medium,5,489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Medium\489__M_Left_index_finger_Zcut.BMP,data\SOCOFing\Real\489__M_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,4,M4 - Medial Axis,M4,skeleton,downstream thinning/feature extraction branch,,0.7642645835876465,0.17863589525222778,0.17863589525222778,1.0,0.08062744140625,317.0,192.0,5284.0,67.0,21.0,0.20439061522483826,12.67978803936412,5284.0,317.0,192.0,16.668769716088327,0.0,0.0,0.0,-0.2834930419921875,9.872094119907219,21.0,-7.868543716747492
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,0,Original Altered,input,grayscale,Original Altered image after P0 neutral handling,0.0,0.6936447024345398,0.1684635728597641,0.1684635728597641,1.0,0.43695068359375,113.0,214.0,28636.0,17.0,0.0,0.850328266620636,0.5936583321692974,6574.0,113.0,214.0,58.176991150442475,,,,,,,
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,1,M1 - CLAHE,M1,grayscale,selected from single-technique M1 evidence,0.005408800032455474,0.7469624280929565,0.22973455488681793,0.22973455488681793,1.0,0.4157562255859375,117.0,172.0,27247.0,20.0,1.0,0.9212757349014282,0.7340257643043271,6478.0,117.0,172.0,55.36752136752137,0.05331772565841675,0.06127098202705383,0.06127098202705383,-0.0211944580078125,0.14036743213502967,1.0,-2.8094697829211057
Medium,6,565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Medium\565__M_Right_middle_finger_Obl.BMP,data\SOCOFing\Real\565__M_Right_middle_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",DIRECT24-H1,2,M2 - Ordinary Gabor,M2,grayscale,selected from single-technique M2 evidence,1.040987300046254,0.7714799046516418,0.16419799625873566,0.16419799625873566,1.0,0.3577880859375,156.0,117.0,23448.0,37.0,0.0,0.8095786571502686,1.5779597407028318,6169.0,156.0,117.0,39.544871794871796,0.024517476558685303,-0.06553655862808228,-0.06553655862808228,-0.0579681396484375,0.8439339763985048,-1.0,-15.822649572649574
