Experiment,Split,Scenario ID,Scenario,Image,Relative path,Seed,Method ID,Member,Technique,Role,Is member technique,Is baseline,Fixed parameters,Degradation parameters,Runtime (s),Input MSE,Input PSNR (dB),Input SSIM,MSE,MSE_255_equivalent,PSNR (dB),SSIM,Delta PSNR vs degraded input (dB),PSNR delta to 28.17 dB,Target exceeded
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.9471920999931172,0.0018068565174811926,27.430763334049047,0.8332492087816,0.020013333742680325,1301.367026617788,16.98680562265495,0.7373994691700873,-10.443957711394098,-11.183194377345053,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.001984099973924458,0.0018068565174811926,27.430763334049047,0.8332492087816,0.0014008466025182064,91.09005032874637,28.536094188379145,0.8724173404096961,1.1053308543300986,0.36609418837914376,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,216__M_Right_ring_finger.BMP,data\SOCOFing\Real\216__M_Right_ring_finger.BMP,20260905,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.0008304999209940434,0.0018068565174811926,27.430763334049047,0.8332492087816,0.0018068565174811926,117.49084504921454,27.430763334049047,0.8332492087816,0.0,-0.7392366659509548,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.00013230007607489824,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0018821194461074912,122.38481698313961,27.25352818135514,0.8737519754238725,0.0,-0.9164718186448617,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.09546509990468621,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0013302646698243235,86.50046015532664,28.76061943086476,0.950864035236597,1.507091249509621,0.5906194308647592,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.9661543999100104,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.003148585855377736,204.7367952459373,25.018844598945766,0.8667993081211671,-2.2346835824093745,-3.151155401054236,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.005711500067263842,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.001327647386882929,86.33027133206247,28.769172549870746,0.9504389220192433,1.5156443685156056,0.5991725498707439,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.31718579994048923,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.002134851215254402,138.8187002719175,26.70632386983508,0.8852786429189443,-0.5472043115200584,-1.4636761301649202,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.007072100066579878,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0029539541291870915,192.08086725039064,25.29596252963,0.8624088621842265,-1.9575656517251403,-2.874037470370002,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.956296099931933,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.013451692613128714,874.6963121686947,18.712230653796492,0.8257464996679842,-8.541297527558648,-9.45776934620351,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.003095399937592447,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0015034948401700646,97.76475198205846,28.22898058012093,0.901918802306354,0.975452398765789,0.05898058012092733,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.0012249000137671828,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0018821194461074912,122.38481698313961,27.25352818135514,0.8737519754238725,0.0,-0.9164718186448617,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.00023560004774481058,0.001711916776903414,27.66517351931141,0.850402770767808,0.001711916776903414,111.31738841814449,27.66517351931141,0.850402770767808,0.0,-0.5048264806885925,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.09534280002117157,0.001711916776903414,27.66517351931141,0.850402770767808,0.0009424709502700191,61.284173541307986,30.25732027150671,0.9331747810809612,2.592146752195301,2.0873202715067087,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.962699000025168,0.001711916776903414,27.66517351931141,0.850402770767808,0.003891066160270175,253.01657707156815,24.099313847716928,0.8024792085547112,-3.565859671594481,-4.0706861522830735,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.006671000039204955,0.001711916776903414,27.66517351931141,0.850402770767808,0.0010625326089994912,69.09118290019192,29.736577326270876,0.9306786875401736,2.0714038069594665,1.566577326270874,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.3162089000688866,0.001711916776903414,27.66517351931141,0.850402770767808,0.0012408664422078124,80.687340404563,29.062749602688626,0.874263609080255,1.397576083377217,0.8927496026886246,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.007600100012496114,0.001711916776903414,27.66517351931141,0.850402770767808,0.003419352046815695,222.34336684419057,24.660561831699177,0.8170927968434989,-3.0046116876122326,-3.509438168300825,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.9332975000143051,0.001711916776903414,27.66517351931141,0.850402770767808,0.022979634504231735,1494.2507336376686,16.386568831350118,0.6807643858898027,-11.278604687961291,-11.783431168649884,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.0018923000898212194,0.001711916776903414,27.66517351931141,0.850402770767808,0.0012145822663896277,78.97821187198554,29.15573064120217,0.8859025890040397,1.4905571218907596,0.9857306412021671,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.0018898999551311135,0.001711916776903414,27.66517351931141,0.850402770767808,0.001711916776903414,111.31738841814449,27.66517351931141,0.850402770767808,0.0,-0.5048264806885925,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.00016199995297938585,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0017130572501316702,111.39154768981186,27.662281227316278,0.8043506319574714,0.0,-0.5077187726837238,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.09746620000805706,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0011651664558396278,75.7649487909718,29.33612026836551,0.9208061531684398,1.6738390410492308,1.166120268365507,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.9472687999950722,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0028312026180777996,184.0989502405089,25.480290487683178,0.8016419193306789,-2.1819907396331004,-2.689709512316824,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.005859899916686118,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0010657976428199553,69.3034917243676,29.72325244604976,0.9363194644300937,2.0609712187334814,1.5532524460497577,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.32226120005361736,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0014902919764845934,96.90623577091068,28.267286367194977,0.8296517142455578,0.6050051398786991,0.0972863671949753,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.00792210001964122,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.002864092039586439,186.2375848741082,25.430130297851903,0.7871326651499867,-2.2321509294643747,-2.7398697021480984,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.9761077000293881,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.010555782116614653,686.3897321328678,19.76509582693039,0.7846477252057001,-7.897185400385887,-8.40490417306961,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.002089999965392053,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.001311192952437816,85.26032173226899,28.823333937310235,0.8525007404477001,1.1610527099939567,0.6533339373102329,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.001461499952711165,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0017130572501316702,111.39154768981186,27.662281227316278,0.8043506319574714,0.0,-0.5077187726837238,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.00017200002912431955,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0019395189205992519,126.11721781196636,27.123059793679882,0.8763417573081553,0.0,-1.0469402063201194,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.10018399998079985,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.001110225396631721,72.19240641597766,29.545888423159383,0.9395819773564339,2.4228286294795005,1.375888423159381,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.9559072999982163,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.002805489214716992,182.4269361869724,25.519913965373906,0.8706481207773499,-1.6031458283059763,-2.6500860346260957,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.007369900005869567,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0012540493850985018,81.54456126603009,29.016853604323742,0.9457901936737299,1.89379381064386,0.8468536043237407,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,M4_COH_DIFF,Member 4,Coherence-Guided Directional Diffusion,Main frozen member technique,True,False,"{""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}","{""gaussian_noise_sigma"": 0.04825}",0.3007477999199182,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0016435910772472518,106.87450979800255,27.8420622510839,0.8920634358210564,0.7190024574040166,-0.32793774891610283,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,BL_CLAHE_c0.005,Baseline,CLAHE,Optional contrast baseline,False,True,"{""clip_limit"": 0.005, ""kernel_size"": 32}","{""gaussian_noise_sigma"": 0.04825}",0.006328399991616607,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0034149654245377837,222.05812673056937,24.666136890566698,0.8622954608666301,-2.4569229031131847,-3.503863109433304,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,BL_ORD_GABOR,Baseline,Ordinary Gabor,M2 ordinary Gabor comparator,False,True,"{""blend"": 0.3, ""frequency"": 0.115, ""orientations"": 8}","{""gaussian_noise_sigma"": 0.04825}",0.9020353999221697,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.015099504110658735,981.8452547955843,18.210373153254334,0.8266590730238571,-8.912686640425548,-9.959626846745667,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,BL_WIENER,Baseline,Wiener Deconvolution,M3 restoration comparator,False,True,"{""balance"": 0.06, ""blend"": 0.35, ""psf_sigma"": 0.98}","{""gaussian_noise_sigma"": 0.04825}",0.002419400028884411,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.001493939129184697,97.14339187523491,28.25667097565971,0.9053961370074749,1.133611181979827,0.0866709756597075,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909,BL_CONTRAST_1_99,Baseline,Contrast Stretching,Global contrast baseline,False,True,"{""high_percentile"": 99.0, ""low_percentile"": 1.0}","{""gaussian_noise_sigma"": 0.04825}",0.0008696999866515398,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0019395189205992519,126.11721781196636,27.123059793679882,0.8763417573081553,0.0,-1.0469402063201194,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,B0,Baseline,Degraded input / P0,Controlled degraded input or direct Altered P0 control,False,True,"{""operation"": ""P0 only; clip/float range only""}","{""gaussian_noise_sigma"": 0.04825}",0.0002191000385209918,0.001903407279495424,27.20468274081695,0.8733701479203702,0.001903407279495424,123.76905834918993,27.20468274081695,0.8733701479203702,0.0,-0.9653172591830526,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,M1_NLM_h0.06,Member 1,Non-Local Means Denoising,Main frozen member technique,True,False,"{""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}","{""gaussian_noise_sigma"": 0.04825}",0.09834860009141266,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0013020903715608443,84.66842641074389,28.85358872520388,0.9530143729838133,1.648905984386932,0.6835887252038795,True
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,M2_MOD_GABOR,Member 2,Literature-Inspired Modified / Orientation-Adaptive Gabor,Main frozen member technique,True,False,"{""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}","{""gaussian_noise_sigma"": 0.04825}",1.8788186999736354,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0031359873684057575,203.91757863058436,25.03625695299693,0.8656332030776441,-2.16842578782002,-3.1337430470030725,False
member controlled comparison,dev,gaussian_noise_only_s055,Clean Real -> Gaussian noise severity 0.55 -> P0 -> fixed member technique,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910,M3_TV_w0.02,Member 3,Total Variation Restoration,Main frozen member technique,True,False,"{""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}","{""gaussian_noise_sigma"": 0.04825}",0.004928799928165972,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0013261874501598108,86.23533894664169,28.77395086175278,0.9500596928757429,1.5692681209358312,0.6039508617527787,True
