Category,Category order,Image,Path,Real pair candidate path,Real pair candidate exists,Pairing used for metrics,Selection rule,Experiment,Pipeline ID,Pipeline,Purpose,Final output domain,Has Closing stage,Is baseline,Is grayscale finalist candidate,Runtime (s),Ridge coherence,Local contrast,Foreground/background separation proxy,Foreground usable-area ratio,Ridge coverage in foreground,Detected ridge endings,Detected bifurcations,Ridge pixels,Connected components,Small connected components <20px,Largest component fraction,Fragmentation per 1000 ridge pixels,Skeleton pixels,Skeleton endpoints,Skeleton bifurcations,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0,Delta Ridge coherence vs CLAHE,Delta Local contrast vs CLAHE,Delta Foreground/background separation proxy vs CLAHE,Delta Ridge coverage in foreground vs CLAHE,Delta Fragmentation per 1000 ridge pixels vs CLAHE,Delta Small connected components <20px vs CLAHE,Delta Ridge continuity proxy vs CLAHE
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C5,P0 -> CLAHE -> Coherence-Guided Directional Diffusion -> Closing,test whether morphology can repair ridge gaps after directional enhancement,morphology-assisted structural output,True,False,False,0.33103500003926456,0.7159686088562012,0.23140491545200348,0.23140491545200348,1.0,0.421875,245.0,72.0,27648.0,84.0,1.0,0.5017361044883728,3.0381944444444446,5207.0,245.0,72.0,21.253061224489795,0.04972153902053833,0.026819750666618347,0.026819750666618347,0.1068267822265625,-4.129917145617066,-10.0,8.93353459727086,0.010021686553955078,-0.016337841749191284,-0.016337841749191284,0.000244140625,-1.44935622145017,0.0,4.668396687748579
Easy,3,332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\332__M_Left_thumb_finger_CR.BMP,data\SOCOFing\Real\332__M_Left_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C6,P0 -> CLAHE -> Total Variation Restoration -> Closing,test whether morphology improves continuity after CLAHE plus TV restoration,morphology-assisted structural output,True,False,False,0.06239789997925982,0.7374255061149597,0.22667106986045837,0.22667106986045837,1.0,0.4234466552734375,247.0,60.0,27751.0,91.0,0.0,0.4446326196193695,3.279161111311304,5073.0,247.0,60.0,20.53846153846154,0.07117843627929688,0.022085905075073242,0.022085905075073242,0.1083984375,-3.8889504787502065,-11.0,8.218934911242606,0.03147858381271362,-0.02107168734073639,-0.02107168734073639,0.0018157958984375,-1.2083895545833108,-1.0,3.953797001720325
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B0,P0 only,neutral common-preprocessing control,grayscale,False,True,False,0.00014429999282583594,0.6760505437850952,0.20546554028987885,0.20546554028987885,1.0,0.3878631591796875,185.0,103.0,25419.0,49.0,1.0,0.30610960721969604,1.9276918840237618,4622.0,185.0,103.0,24.983783783783785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045108795166015625,-0.022032618522644043,-0.022032618522644043,0.0032806396484375,-0.29417766049298133,1.0,0.664196154917807
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B1,P0 -> CLAHE,main M1 enhancement baseline from Direct24,grayscale,False,True,True,0.005080700037069619,0.7211593389511108,0.2274981588125229,0.2274981588125229,1.0,0.38458251953125,194.0,89.0,25204.0,56.0,0.0,0.3747817873954773,2.221869544516743,4718.0,194.0,89.0,24.31958762886598,0.045108795166015625,0.022032618522644043,0.022032618522644043,-0.0032806396484375,0.29417766049298133,-1.0,-0.664196154917807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C1,P0 -> CLAHE -> Ordinary Gabor,measure exact trade-off of the Direct24 M2 coherence winner,grayscale,False,False,True,0.8723104998935014,0.7437410354614258,0.16675201058387756,0.16675201058387756,1.0,0.3421630859375,204.0,71.0,22424.0,70.0,0.0,0.3411969244480133,3.121655369247235,4425.0,204.0,71.0,21.691176470588236,0.06769049167633057,-0.03871352970600128,-0.03871352970600128,-0.0457000732421875,1.1939634852234733,-1.0,-3.29260731319555,0.02258169651031494,-0.060746148228645325,-0.060746148228645325,-0.04241943359375,0.899785824730492,0.0,-2.6284111582777427
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C2,P0 -> CLAHE -> Coherence-Guided Directional Diffusion,test whether directional enhancement is more compatible with CLAHE than Ordinary Gabor,grayscale,False,False,True,0.2864448999171145,0.7295545339584351,0.21189559996128082,0.21189559996128082,1.0,0.3790435791015625,192.0,77.0,24841.0,59.0,0.0,0.37784308195114136,2.375105672074393,4597.0,192.0,77.0,23.942708333333332,0.053503990173339844,0.0064300596714019775,0.0064300596714019775,-0.008819580078125,0.44741378805063126,-1.0,-1.0410754504504531,0.008395195007324219,-0.015602558851242065,-0.015602558851242065,-0.0055389404296875,0.15323612755764993,0.0,-0.3768792955326461
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C3,P0 -> CLAHE -> Total Variation Restoration,test CLAHE followed by the best Direct24 supporting restoration candidate,grayscale,False,False,True,0.009525500005111098,0.751569390296936,0.20893973112106323,0.20893973112106323,1.0,0.38092041015625,183.0,74.0,24964.0,58.0,0.0,0.3688912093639374,2.323345617689473,4501.0,183.0,74.0,24.595628415300546,0.07551884651184082,0.003474190831184387,0.003474190831184387,-0.0069427490234375,0.3956537336657113,-1.0,-0.3881553684832397,0.030410051345825195,-0.018558427691459656,-0.018558427691459656,-0.003662109375,0.10147607317273,0.0,0.2760407864345673
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C4,P0 -> Total Variation Restoration -> CLAHE,explicit order test for restoration before local contrast enhancement,grayscale,False,False,True,0.00940690003335476,0.7694718837738037,0.21755695343017578,0.21755695343017578,1.0,0.3827056884765625,177.0,70.0,25081.0,57.0,0.0,0.3663729429244995,2.272636657230573,4504.0,177.0,70.0,25.44632768361582,0.0934213399887085,0.012091413140296936,0.012091413140296936,-0.005157470703125,0.34494477320681116,-1.0,0.4625438998320348,0.04831254482269287,-0.009941205382347107,-0.009941205382347107,-0.0018768310546875,0.05076711271382983,0.0,1.1267400547498418
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C5,P0 -> CLAHE -> Coherence-Guided Directional Diffusion -> Closing,test whether morphology can repair ridge gaps after directional enhancement,morphology-assisted structural output,True,False,False,0.34185729996534064,0.7295545339584351,0.21189559996128082,0.21189559996128082,1.0,0.385406494140625,165.0,88.0,25258.0,47.0,0.0,0.3965476155281067,1.8607965793016075,4593.0,165.0,88.0,27.836363636363636,0.053503990173339844,0.0064300596714019775,0.0064300596714019775,-0.0024566650390625,-0.06689530472215433,-1.0,2.8525798525798507,0.008395195007324219,-0.015602558851242065,-0.015602558851242065,0.000823974609375,-0.36107296521513566,0.0,3.5167760074976577
Easy,4,40__F_Left_index_finger_CR.BMP,data\SOCOFing\Altered\Altered-Easy\40__F_Left_index_finger_CR.BMP,data\SOCOFing\Real\40__F_Left_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C6,P0 -> CLAHE -> Total Variation Restoration -> Closing,test whether morphology improves continuity after CLAHE plus TV restoration,morphology-assisted structural output,True,False,False,0.06393489992478862,0.751569390296936,0.20893973112106323,0.20893973112106323,1.0,0.385955810546875,164.0,87.0,25294.0,47.0,0.0,0.3885901868343353,1.8581481774333835,4523.0,164.0,87.0,27.579268292682926,0.07551884651184082,0.003474190831184387,0.003474190831184387,-0.0019073486328125,-0.06954370659037834,-1.0,2.5954845088991405,0.030410051345825195,-0.018558427691459656,-0.018558427691459656,0.001373291015625,-0.36372136708335967,0.0,3.2596806638169475
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B0,P0 only,neutral common-preprocessing control,grayscale,False,True,False,0.00013050000416114926,0.6666898131370544,0.18614163994789124,0.18614163994789124,1.0,0.44537353515625,143.0,191.0,29188.0,27.0,1.0,0.7895367741584778,0.9250376867205702,6179.0,143.0,191.0,43.20979020979021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06724482774734497,-0.04385419189929962,-0.04385419189929962,0.040435791015625,-0.16773494120919097,1.0,4.650041782117249
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B1,P0 -> CLAHE,main M1 enhancement baseline from Direct24,grayscale,False,True,True,0.005179799976758659,0.7339346408843994,0.22999583184719086,0.22999583184719086,1.0,0.404937744140625,159.0,155.0,26538.0,29.0,0.0,0.7803903818130493,1.0927726279297612,6131.0,159.0,155.0,38.55974842767296,0.06724482774734497,0.04385419189929962,0.04385419189929962,-0.040435791015625,0.16773494120919097,-1.0,-4.650041782117249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C1,P0 -> CLAHE -> Ordinary Gabor,measure exact trade-off of the Direct24 M2 coherence winner,grayscale,False,False,True,0.8711768999928609,0.7640490531921387,0.16622424125671387,0.16622424125671387,1.0,0.3472900390625,209.0,134.0,22760.0,46.0,1.0,0.6958699226379395,2.0210896309314585,5721.0,209.0,134.0,27.373205741626794,0.09735924005508423,-0.019917398691177368,-0.019917398691177368,-0.09808349609375,1.0960519442108883,0.0,-15.836584468163412,0.030114412307739258,-0.06377159059047699,-0.06377159059047699,-0.057647705078125,0.9283170030016974,1.0,-11.186542686046163
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C2,P0 -> CLAHE -> Coherence-Guided Directional Diffusion,test whether directional enhancement is more compatible with CLAHE than Ordinary Gabor,grayscale,False,False,True,0.2757440999848768,0.7428710460662842,0.20897164940834045,0.20897164940834045,1.0,0.39874267578125,166.0,143.0,26132.0,33.0,0.0,0.7429588437080383,1.2628195316087554,6017.0,166.0,143.0,36.24698795180723,0.07618123292922974,0.02283000946044922,0.02283000946044922,-0.046630859375,0.3377818448881852,-1.0,-6.962802257982979,0.008936405181884766,-0.021024182438850403,-0.021024182438850403,-0.006195068359375,0.17004690367899422,0.0,-2.31276047586573
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C3,P0 -> CLAHE -> Total Variation Restoration,test CLAHE followed by the best Direct24 supporting restoration candidate,grayscale,False,False,True,0.009188099997118115,0.761284351348877,0.20789802074432373,0.20789802074432373,1.0,0.4022674560546875,166.0,136.0,26363.0,34.0,0.0,0.6868337988853455,1.2896863027728256,5908.0,166.0,136.0,35.59036144578313,0.09459453821182251,0.021756380796432495,0.021756380796432495,-0.0431060791015625,0.3646486160522554,-1.0,-7.6194287640070755,0.02734971046447754,-0.022097811102867126,-0.022097811102867126,-0.0026702880859375,0.19691367484306443,0.0,-2.9693869818898264
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C4,P0 -> Total Variation Restoration -> CLAHE,explicit order test for restoration before local contrast enhancement,grayscale,False,False,True,0.010256399982608855,0.7744231224060059,0.21887937188148499,0.21887937188148499,1.0,0.3998565673828125,177.0,127.0,26205.0,38.0,1.0,0.692119836807251,1.4501049418049992,5663.0,177.0,127.0,31.994350282485875,0.10773330926895142,0.03273773193359375,0.03273773193359375,-0.0455169677734375,0.525067255084429,0.0,-11.215439927304331,0.040488481521606445,-0.011116459965705872,-0.011116459965705872,-0.0050811767578125,0.357332313875238,1.0,-6.565398145187082
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C5,P0 -> CLAHE -> Coherence-Guided Directional Diffusion -> Closing,test whether morphology can repair ridge gaps after directional enhancement,morphology-assisted structural output,True,False,False,0.3361321000265889,0.7428710460662842,0.20897164940834045,0.20897164940834045,1.0,0.4096221923828125,130.0,173.0,26845.0,23.0,0.0,0.8233935832977295,0.856770348295772,6015.0,130.0,173.0,46.26923076923077,0.07618123292922974,0.02283000946044922,0.02283000946044922,-0.0357513427734375,-0.06826733842479815,-1.0,3.05944055944056,0.008936405181884766,-0.021024182438850403,-0.021024182438850403,0.0046844482421875,-0.23600227963398912,0.0,7.709482341557809
Easy,5,487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\487__M_Right_index_finger_Zcut.BMP,data\SOCOFing\Real\487__M_Right_index_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C6,P0 -> CLAHE -> Total Variation Restoration -> Closing,test whether morphology improves continuity after CLAHE plus TV restoration,morphology-assisted structural output,True,False,False,0.06317720003426075,0.761284351348877,0.20789802074432373,0.20789802074432373,1.0,0.4119415283203125,139.0,171.0,26997.0,25.0,0.0,0.7428233027458191,0.9260288180168167,5943.0,139.0,171.0,42.75539568345324,0.09459453821182251,0.021756380796432495,0.021756380796432495,-0.0334320068359375,0.0009911312962465058,-1.0,-0.4543945263369693,0.02734971046447754,-0.022097811102867126,-0.022097811102867126,0.0070037841796875,-0.16674380991294446,0.0,4.19564725578028
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B0,P0 only,neutral common-preprocessing control,grayscale,False,True,False,0.00013110000872984529,0.5120904445648193,0.16978710889816284,0.16978710889816284,1.0,0.305572509765625,363.0,176.0,20026.0,90.0,5.0,0.2918206453323364,4.494157595126336,4260.0,363.0,176.0,11.735537190082646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04987680912017822,-0.017201244831085205,-0.017201244831085205,-0.007568359375,0.49844567621005087,2.0,-0.4178874674516013
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B1,P0 -> CLAHE,main M1 enhancement baseline from Direct24,grayscale,False,True,True,0.005050100036896765,0.5619672536849976,0.18698835372924805,0.18698835372924805,1.0,0.313140869140625,365.0,194.0,20522.0,82.0,3.0,0.3981093466281891,3.9957119189162853,4436.0,365.0,194.0,12.153424657534247,0.04987680912017822,0.017201244831085205,0.017201244831085205,0.007568359375,-0.49844567621005087,-2.0,0.4178874674516013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C1,P0 -> CLAHE -> Ordinary Gabor,measure exact trade-off of the Direct24 M2 coherence winner,grayscale,False,False,True,0.8730272998800501,0.6327923536300659,0.1421661078929901,0.1421661078929901,1.0,0.2614593505859375,352.0,161.0,17135.0,91.0,1.0,0.3674350678920746,5.310767435074409,4163.0,352.0,161.0,11.826704545454545,0.12070190906524658,-0.02762100100517273,-0.02762100100517273,-0.0441131591796875,0.8166098399480726,-4.0,0.09116735537189946,0.07082509994506836,-0.044822245836257935,-0.044822245836257935,-0.0516815185546875,1.3150555161581234,-2.0,-0.32672011207970186
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C2,P0 -> CLAHE -> Coherence-Guided Directional Diffusion,test whether directional enhancement is more compatible with CLAHE than Ordinary Gabor,grayscale,False,False,True,0.28206699999282137,0.5733588933944702,0.17895916104316711,0.17895916104316711,1.0,0.3107147216796875,354.0,187.0,20363.0,83.0,3.0,0.40023571252822876,4.076020232775131,4353.0,354.0,187.0,12.296610169491526,0.06126844882965088,0.009172052145004272,0.009172052145004272,0.0051422119140625,-0.4181373623512048,-2.0,0.5610729794088805,0.011391639709472656,-0.008029192686080933,-0.008029192686080933,-0.0024261474609375,0.08030831385884607,0.0,0.14318551195727913
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C3,P0 -> CLAHE -> Total Variation Restoration,test CLAHE followed by the best Direct24 supporting restoration candidate,grayscale,False,False,True,0.009243899956345558,0.5910478234291077,0.17064973711967468,0.17064973711967468,1.0,0.30908203125,349.0,181.0,20256.0,82.0,5.0,0.37978869676589966,4.048183254344392,4182.0,349.0,181.0,11.982808022922637,0.07895737886428833,0.0008626282215118408,0.0008626282215118408,0.003509521484375,-0.44597434078194453,0.0,0.24727083283999107,0.029080569744110107,-0.016338616609573364,-0.016338616609573364,-0.004058837890625,0.052471335428106336,2.0,-0.17061663461161025
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C4,P0 -> Total Variation Restoration -> CLAHE,explicit order test for restoration before local contrast enhancement,grayscale,False,False,True,0.00985699996817857,0.688572347164154,0.18012814223766327,0.18012814223766327,1.0,0.312713623046875,340.0,178.0,20494.0,84.0,3.0,0.2550990581512451,4.098760612862301,4094.0,340.0,178.0,12.041176470588235,0.17648190259933472,0.010341033339500427,0.010341033339500427,0.00714111328125,-0.3953969822640353,-2.0,0.30563928050558964,0.1266050934791565,-0.006860211491584778,-0.006860211491584778,-0.00042724609375,0.10304869394601557,0.0,-0.11224818694601169
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C5,P0 -> CLAHE -> Coherence-Guided Directional Diffusion -> Closing,test whether morphology can repair ridge gaps after directional enhancement,morphology-assisted structural output,True,False,False,0.3322803999762982,0.5733588933944702,0.17895916104316711,0.17895916104316711,1.0,0.322662353515625,272.0,235.0,21146.0,46.0,1.0,0.38740187883377075,2.1753523124940886,4405.0,272.0,235.0,16.19485294117647,0.06126844882965088,0.009172052145004272,0.009172052145004272,0.01708984375,-2.3188052826322476,-4.0,4.4593157510938255,0.011391639709472656,-0.008029192686080933,-0.008029192686080933,0.009521484375,-1.8203596064221967,-2.0,4.041428283642224
Easy,6,564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Altered\Altered-Easy\564__M_Left_ring_finger_Obl.BMP,data\SOCOFing\Real\564__M_Left_ring_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C6,P0 -> CLAHE -> Total Variation Restoration -> Closing,test whether morphology improves continuity after CLAHE plus TV restoration,morphology-assisted structural output,True,False,False,0.06241540005430579,0.5910478234291077,0.17064973711967468,0.17064973711967468,1.0,0.3192291259765625,279.0,214.0,20921.0,53.0,2.0,0.3680512309074402,2.533339706514985,4167.0,279.0,214.0,14.935483870967742,0.07895737886428833,0.0008626282215118408,0.0008626282215118408,0.0136566162109375,-1.9608178886113512,-3.0,3.1999466808850965,0.029080569744110107,-0.016338616609573364,-0.016338616609573364,0.0060882568359375,-1.4623722124013003,-1.0,2.782059213433495
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B0,P0 only,neutral common-preprocessing control,grayscale,False,True,False,0.00017600000137463212,0.6948041915893555,0.2514876127243042,0.2514876127243042,1.0,0.3835601806640625,251.0,25.0,25137.0,107.0,0.0,0.28042328357696533,4.25667342960576,4322.0,251.0,25.0,17.219123505976096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04143881797790527,0.001968592405319214,0.001968592405319214,-0.0176849365234375,0.45381367907335957,0.0,-0.7606335790441463
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,B1,P0 -> CLAHE,main M1 enhancement baseline from Direct24,grayscale,False,True,True,0.00473059993237257,0.7362430095672607,0.24951902031898499,0.24951902031898499,1.0,0.4012451171875,247.0,32.0,26296.0,100.0,0.0,0.35693642497062683,3.8028597505324004,4441.0,247.0,32.0,17.979757085020243,0.04143881797790527,-0.001968592405319214,-0.001968592405319214,0.0176849365234375,-0.45381367907335957,0.0,0.7606335790441463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C1,P0 -> CLAHE -> Ordinary Gabor,measure exact trade-off of the Direct24 M2 coherence winner,grayscale,False,False,True,0.8765704000252299,0.7474144697189331,0.18509314954280853,0.18509314954280853,1.0,0.3648529052734375,252.0,28.0,23911.0,106.0,1.0,0.3078499436378479,4.433106101794153,4346.0,252.0,28.0,17.246031746031747,0.05261027812957764,-0.06639446318149567,-0.06639446318149567,-0.018707275390625,0.1764326721883931,1.0,0.026908240055650623,0.011171460151672363,-0.06442587077617645,-0.06442587077617645,-0.0363922119140625,0.6302463512617527,1.0,-0.7337253389884957
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C2,P0 -> CLAHE -> Coherence-Guided Directional Diffusion,test whether directional enhancement is more compatible with CLAHE than Ordinary Gabor,grayscale,False,False,True,0.29418049997184426,0.749893844127655,0.23733094334602356,0.23733094334602356,1.0,0.39849853515625,243.0,34.0,26116.0,98.0,1.0,0.3569459319114685,3.752488895696125,4432.0,243.0,34.0,18.238683127572017,0.05508965253829956,-0.01415666937828064,-0.01415666937828064,0.0149383544921875,-0.5041845339096351,1.0,1.0195596215959206,0.013650834560394287,-0.012188076972961426,-0.012188076972961426,-0.00274658203125,-0.05037085483627557,1.0,0.2589260425517743
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C3,P0 -> CLAHE -> Total Variation Restoration,test CLAHE followed by the best Direct24 supporting restoration candidate,grayscale,False,False,True,0.009882599988486618,0.7575976848602295,0.2313978523015976,0.2313978523015976,1.0,0.3978729248046875,244.0,33.0,26075.0,100.0,2.0,0.267344206571579,3.8350910834132312,4345.0,244.0,33.0,17.807377049180328,0.06279349327087402,-0.020089760422706604,-0.020089760422706604,0.014312744140625,-0.42158234619252877,2.0,0.5882535432042317,0.02135467529296875,-0.01812116801738739,-0.01812116801738739,-0.0033721923828125,0.0322313328808308,2.0,-0.17238003583991457
Easy,7,9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Altered\Altered-Easy\9__M_Right_thumb_finger_Zcut.BMP,data\SOCOFing\Real\9__M_Right_thumb_finger.BMP,True,False,"sorted category file list, 8 evenly spaced indexes",Direct Altered,C4,P0 -> Total Variation Restoration -> CLAHE,explicit order test for restoration before local contrast enhancement,grayscale,False,False,True,0.008472500019706786,0.7616034150123596,0.2406175136566162,0.2406175136566162,1.0,0.4063720703125,235.0,32.0,26632.0,97.0,0.0,0.24943676590919495,3.64223490537699,4383.0,235.0,32.0,18.651063829787233,0.06679922342300415,-0.010870099067687988,-0.010870099067687988,0.0228118896484375,-0.61443852422877,0.0,1.431940323811137,0.025360405445098877,-0.008901506662368774,-0.008901506662368774,0.005126953125,-0.16062484515541042,0.0,0.6713067447669907
