Experiment,Protocol,Category,Image,Relative path,Seed,Candidate ID,Pipeline,Fixed parameters,Degradation parameters,Runtime (s),Input MSE,Input PSNR (dB),Input SSIM,MSE,MSE_255_equivalent,PSNR (dB),SSIM,Delta PSNR vs degraded input (dB),PSNR delta to 28.17 dB,Target exceeded,Delta PSNR vs NLM (dB),Delta MSE vs NLM,Delta SSIM vs NLM,Altered split,Member,Is member technique,Is baseline,Ridge coherence,Local contrast,Foreground/background separation proxy,Ridge coverage in foreground,Fragmentation per 1000 ridge pixels,Small connected components <20px,Ridge continuity proxy,Delta Ridge coherence vs P0,Delta Local contrast vs P0,Delta Foreground/background separation proxy vs P0,Delta Ridge coverage in foreground vs P0,Delta Fragmentation per 1000 ridge pixels vs P0,Delta Small connected components <20px vs P0,Delta Ridge continuity proxy vs P0,Delta Ridge coherence vs NLM,Delta Local contrast vs NLM,Delta Foreground/background separation proxy vs NLM,Delta Ridge coverage in foreground vs NLM,Delta Fragmentation per 1000 ridge pixels vs NLM,Delta Small connected components <20px vs NLM,Delta Ridge continuity proxy vs NLM
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C0_NLM,NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.10028409992810339,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0013302646698243235,86.50046015532664,28.76061943086476,0.950864035236597,1.507091249509621,0.5906194308647592,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C1_TV_NLM,TV -> NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.10476000013295561,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0012760979221158335,82.97826738558206,28.941159984966337,0.9470887097163201,1.6876318036111968,0.7711599849663351,True,0.18054055410157588,-5.416674770848998e-05,-0.0037753255202769287,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,"{""Modified Gabor"": {""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",1.9974296001018956,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0030559277659929565,198.711702983692,25.148569155418397,0.9287312173842155,-2.1049590259367434,-3.021430844581605,False,-3.6120502754463644,0.001725663096168633,-0.022132817852381526,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.40865700005088,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.0019811356600387773,128.8233462940215,27.030857847395787,0.9419614552013278,-0.22267033395935343,-1.1391421526042151,False,-1.7297615834689744,0.0006508709902144538,-0.008902580035269225,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,598__M_Right_little_finger.BMP,data\SOCOFing\Real\598__M_Right_little_finger.BMP,20260906.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.4229726000921801,0.0018821194461074912,27.25352818135514,0.8737519754238725,0.002739992000276371,178.16797981797103,25.622507051507437,0.9294471065479517,-1.6310211298477029,-2.5474929484925646,False,-3.138112379357324,0.0014097273304520476,-0.02141692868864531,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C0_NLM,NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.0986778000369668,0.001711916776903414,27.66517351931141,0.850402770767808,0.0009424709502700191,61.284173541307986,30.25732027150671,0.9331747810809612,2.592146752195301,2.0873202715067087,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C1_TV_NLM,TV -> NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.09965910005848855,0.001711916776903414,27.66517351931141,0.850402770767808,0.001275478800770325,82.93800902009039,28.943267552313596,0.9103660993355512,1.278094033002187,0.7732675523135946,True,-1.3140527191931142,0.000333007850500306,-0.022808681745409953,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,"{""Modified Gabor"": {""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",1.9577372000785545,0.001711916776903414,27.66517351931141,0.850402770767808,0.0037301549454530313,242.55332532808336,24.28273127827339,0.8625374330596178,-3.382442241038021,-3.8872687217266133,False,-5.974588993233322,0.0027876839951830124,-0.07063734802134336,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.3717004000209272,0.001711916776903414,27.66517351931141,0.850402770767808,0.001121665303879173,72.93628638474321,29.50136713813261,0.9253578372704983,1.836193618821202,1.3313671381326095,True,-0.7559531333740992,0.00017919435360915382,-0.00781694381046294,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,241__M_Right_thumb_finger.BMP,data\SOCOFing\Real\241__M_Right_thumb_finger.BMP,20260907.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.38525269995443523,0.001711916776903414,27.66517351931141,0.850402770767808,0.0017447861136816022,113.45471704214619,27.582578038572866,0.8972264256125688,-0.08259548073854361,-0.5874219614271361,False,-2.674742232933845,0.0008023151634115832,-0.03594835546839237,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C0_NLM,NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.09419829992111772,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0011651664558396278,75.7649487909718,29.33612026836551,0.9208061531684398,1.6738390410492308,1.166120268365507,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C1_TV_NLM,TV -> NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.09567550010979176,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.00115657960669269,75.20658892519216,29.36824469631347,0.9110262014024257,1.7059634689971936,1.1982446963134699,True,0.032124427947962886,-8.586849146937758e-06,-0.009779951766014094,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,"{""Modified Gabor"": {""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",1.986635599983856,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.00268510519887718,174.59896555698862,25.71038694546598,0.8978854520524815,-1.9518942818502971,-2.459613054534021,False,-3.625733322899528,0.0015199387430375523,-0.022920701115958342,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.38696570007596165,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0012748168884399657,82.89496817080878,28.945521917407415,0.9170140134792328,1.2832406900911373,0.7755219174074135,True,-0.3905983509580935,0.00010965043260033791,-0.003792139689206997,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,318__F_Left_little_finger.BMP,data\SOCOFing\Real\318__F_Left_little_finger.BMP,20260908.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.39548580010887235,0.0017130572501316702,27.662281227316278,0.8043506319574714,0.0016884416939421496,109.79092114858827,27.72513932029693,0.9017904385690689,0.06285809298065104,-0.44486067970307275,False,-1.6109809480685797,0.0005232752381025218,-0.019015714599370903,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909.0,C0_NLM,NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.09484109992627054,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.001110225396631721,72.19240641597766,29.545888423159383,0.9395819773564339,2.4228286294795005,1.375888423159381,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909.0,C1_TV_NLM,TV -> NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.09978659998159856,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0012949492364249429,84.20407409853192,28.877472561175903,0.929442343678832,1.7544127674960208,0.7074725611759014,True,-0.6684158619834797,0.00018472383979322186,-0.010139633677601845,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,"{""Modified Gabor"": {""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",1.9368125000037253,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0026018556155586237,169.18566140169952,25.847168073539795,0.9176754559949338,-1.2758917201400877,-2.322831926460207,False,-3.698720349619588,0.0014916302189269027,-0.021906521361500064,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.3785872998414561,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0015673899000265212,101.91952824922454,28.04822956073189,0.9301966620498896,0.925169767052008,-0.12177043926811137,False,-1.4976588624274925,0.00045716450339480016,-0.009385315306544295,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,533__M_Left_thumb_finger.BMP,data\SOCOFing\Real\533__M_Left_thumb_finger.BMP,20260909.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.380239799967967,0.0019395189205992519,27.123059793679882,0.8763417573081553,0.0023565863729590572,153.23702890166268,26.27716637970092,0.9114532305656672,-0.8458934139789633,-1.8928336202990828,False,-3.268722043458464,0.0012463609763273362,-0.028128746790766712,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910.0,C0_NLM,NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.09442829992622137,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0013020903715608443,84.66842641074389,28.85358872520388,0.9530143729838133,1.648905984386932,0.6835887252038795,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910.0,C1_TV_NLM,TV -> NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.09275449987035245,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0012662920845575706,82.34064279835603,28.974661078410154,0.947938025053978,1.769978337593205,0.8046610784101524,True,0.12107235320627296,-3.579828700327366e-05,-0.005076347929835356,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,"{""Modified Gabor"": {""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",1.9242101999698207,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0030166774059357266,196.15944832097063,25.204711294381088,0.9292875071834102,-1.999971446435861,-2.9652887056189137,False,-3.648877430822793,0.0017145870343748823,-0.023726865800403063,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.38104639993980527,0.001903407279495424,27.20468274081695,0.8733701479203702,0.0017511189712992343,113.8665111087327,27.566843468785546,0.9448454016305208,0.3621607279685968,-0.6031565312144558,False,-1.2867452564183353,0.00044902859973839,-0.008168971353292531,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,352__M_Left_ring_finger.BMP,data\SOCOFing\Real\352__M_Left_ring_finger.BMP,20260910.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.3809862000634894,0.001903407279495424,27.20468274081695,0.8733701479203702,0.002490867808333372,161.9686792368775,26.036493200888387,0.9302074716200829,-1.1681895399285622,-2.133506799111615,False,-2.8170955243154943,0.0011887774367725277,-0.022806901363730425,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911.0,C0_NLM,NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.08693350001703948,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0008344819015862363,54.262185650645016,30.785830779499392,0.9040560610564947,3.5808738492329155,2.6158307794993902,True,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911.0,C1_TV_NLM,TV -> NLM,"{""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.09630939993076026,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0011796116398701477,76.70424688255636,29.282609506790436,0.8726035992652178,2.0776525765239597,1.1126095067904345,True,-1.5032212727089558,0.00034512973828391134,-0.03145246179127692,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911.0,C2_NLM_MOD_GABOR,NLM -> Modified / Orientation-Adaptive Gabor,"{""Modified Gabor"": {""bandwidth"": 1.8, ""blend"": 0.18, ""frequencies"": [0.075, 0.095, 0.115, 0.14], ""orientation_bins"": 8, ""use_local_frequency"": true}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",1.9546490999637172,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.00197704335896117,128.5572444164501,27.039838059766225,0.8792742709484472,-0.1651188705002511,-1.1301619402337764,False,-3.7459927197331666,0.0011425614573749338,-0.024781790108047486,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911.0,C3_NLM_COH_DIFF,NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}}","{""gaussian_noise_sigma"": 0.04825}",0.38479630008805543,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0009899402560885236,64.37086515215626,30.04391014729736,0.8962743194031716,2.838953217030884,1.8739101472973587,True,-0.7419206322020315,0.00015545835450228725,-0.0077817416533231265,,,,,,,,,,,,,,,,,,,,,,,,,
controlled compatibility,gaussian_noise_only_s055,Controlled,399__M_Right_ring_finger.BMP,data\SOCOFing\Real\399__M_Right_ring_finger.BMP,20260911.0,C4_TV_NLM_COH_DIFF,TV -> NLM -> Coherence-Guided Directional Diffusion,"{""Directional Diffusion"": {""iterations"": 4, ""orientation_bins"": 8, ""oriented_kernel_sigma_x"": 1.35, ""oriented_kernel_sigma_y"": 0.5, ""oriented_kernel_size"": 9, ""step"": 0.16}, ""NLM"": {""backend"": ""cv2"", ""cv2_searchWindowSize"": 21, ""cv2_templateWindowSize"": 7, ""h"": 0.06, ""patch_distance"": 6, ""patch_size"": 5}, ""TV"": {""backend"": ""skimage.restoration.denoise_tv_chambolle"", ""weight"": 0.02}}","{""gaussian_noise_sigma"": 0.04825}",0.3857437998522073,0.0019032871127096307,27.204956930266476,0.7428131429225504,0.0015716951326859665,102.19947600290497,28.036316917779274,0.8579454309485555,0.8313599875127977,-0.13368308222072756,False,-2.749513861720118,0.0007372132310997302,-0.046110630107939254,,,,,,,,,,,,,,,,,,,,,,,,,
