severity,count,mean_coherence_before,mean_contrast_before,mean_fragmentation_before,mean_continuity_before,mean_ridge_coverage_before,mean_coherence_after,mean_contrast_after,mean_fragmentation_after,mean_continuity_after,mean_ridge_coverage_after,mean_delta_coherence,mean_delta_contrast,mean_delta_fragmentation,mean_delta_continuity,mean_delta_ridge_coverage
Easy,500,0.6593229796290397,0.18571438397467135,2.3006123016250473,33.37259717881256,0.37143665859192426,0.7137671369314194,0.18054788574576378,2.2022115026042464,36.7070989417345,0.3676620126897266,0.05444415730237961,-0.005166498228907585,-0.09840079902080005,3.334501762921938,-0.0037746459021976825
Medium,500,0.6557508100271225,0.18311812041699888,2.7154758655381777,27.61880656437935,0.36529866877702466,0.712820958852768,0.17743497014045714,2.5934886242978483,30.488025632387362,0.3615128615635397,0.05707014882564545,-0.00568315027654171,-0.12198724124032956,2.86921906800801,-0.003785807213485042
Hard,500,0.6512216356396675,0.17909290754795074,2.9484890259129157,25.31849312218537,0.35824713518054624,0.7114416652917862,0.17296035085618497,2.785711998712114,28.329580554973806,0.3540797044963623,0.06022002965211868,-0.006132556691765785,-0.16277702720080148,3.011087432788432,-0.004167430684183925
Overall,1500,0.6554318084319433,0.18264180397987365,2.6548590643587135,28.76996562179243,0.3649941541831651,0.7126765870253245,0.1769810689141353,2.5271373752047364,31.841568376365224,0.3610848595832095,0.05724477859338124,-0.00566073506573836,-0.12772168915397705,3.071602754572793,-0.00390929459995555
